s,rho,L,cyc0,cyc1,cyc2,cyc3,cov1,cov2,cov3,krms,kmax,dq10,dq25,dq50,dq75,dq90
2.200000000000000011e-01,-7.115690229831997393e-02,1.065008666979358409e+01,4.331135211726726275e-02,5.110328663575466890e-02,4.146613565221762138e-02,2.850258920579057040e-02,5.236049149421021509e-01,4.425548945718774663e-01,3.384019048602016771e-02,2.373008068086548406e+00,8.999353148967600191e+00,4.557540695097308525e-01,8.408933050297484613e-01,1.282487692530803081e+00,1.761562713912616873e+00,2.106180615165448078e+00
2.300000000000000100e-01,-7.024125882481398186e-02,1.066508766705134903e+01,4.268526767298960051e-02,5.090931801369946719e-02,4.099923858347754441e-02,2.794950500226489956e-02,5.237779770738406615e-01,4.423010439753454204e-01,3.392097895081403608e-02,2.379911113313149862e+00,9.051447204699959670e+00,4.550199236017580251e-01,8.410194520837581678e-01,1.283449043785566790e+00,1.760273480575396121e+00,2.105671510596595297e+00
2.399999999999999911e-01,-6.932644692471663650e-02,1.068037574710223225e+01,4.206332925251718424e-02,5.070773923821116774e-02,4.054204388917868884e-02,2.739793088433575136e-02,5.239705001347427782e-01,4.420278237368669427e-01,3.400167612838984194e-02,2.387200505396411820e+00,9.107077228930492652e+00,4.565469981104524066e-01,8.417716341031291627e-01,1.282937154797527679e+00,1.757466513238196359e+00,2.105100714356330283e+00
2.500000000000000000e-01,-6.841146627591190854e-02,1.069596451055116404e+01,4.143927749729765103e-02,5.049825600312424917e-02,4.009420500344296895e-02,2.685209786549435165e-02,5.241834064255246339e-01,4.417341958663640877e-01,3.408239770811141711e-02,2.394877972543135058e+00,9.166357846524791242e+00,4.557934051915549234e-01,8.397892602209647839e-01,1.281269813212431607e+00,1.757346132656203208e+00,2.104029643037856001e+00
2.600000000000000089e-01,-6.749521380537595872e-02,1.071187162988668895e+01,4.080766936241425613e-02,5.028052801688238926e-02,3.965527111151580242e-02,2.631628588245113476e-02,5.244176525817638712e-01,4.414190876078774028e-01,3.416325981035885778e-02,2.402946806423439163e+00,9.229393219258714254e+00,4.552065352056923198e-01,8.399110551315726036e-01,1.280739939261578808e+00,1.757718098236498605e+00,2.103764786884875448e+00
2.700000000000000178e-01,-6.657640479100115916e-02,1.072811899762748133e+01,4.016420124963147181e-02,5.005417630772859144e-02,3.922469414601061771e-02,2.579465537229432004e-02,5.246742402895012702e-01,4.410813898778812026e-01,3.424436983261736067e-02,2.411411661403560114e+00,9.296276419019227077e+00,4.559201035353223630e-01,8.398976497839221178e-01,1.280210777094488828e+00,1.755342078441331166e+00,2.105355364015491393e+00
2.800000000000000266e-01,-6.565347716190741978e-02,1.074473275007961526e+01,3.950595146979370836e-02,4.981879183306659603e-02,3.880183743338886521e-02,2.529103078703161950e-02,5.249542302348400025e-01,4.407199536605257983e-01,3.432581610463442123e-02,2.420278251726520669e+00,9.367087934322274378e+00,4.568014289392662297e-01,8.377582160204576356e-01,1.280726571131814095e+00,1.755386945600176718e+00,2.106732117722800446e+00
2.899999999999999800e-01,-6.472448710373664149e-02,1.076174318942501529e+01,3.883152176136443062e-02,4.957394448686439775e-02,3.838598376370922632e-02,2.480864873083961364e-02,5.252587582222164597e-01,4.403335845127359094e-01,3.440765726504778355e-02,2.429552975326877196e+00,9.441893091537794547e+00,4.579521475296123856e-01,8.376591894914339198e-01,1.280218122267656522e+00,1.754341957930316998e+00,2.107987787797387824e+00
2.999999999999999889e-01,-6.378700784456312056e-02,1.077918464160438639e+01,3.814106179836710547e-02,4.931919175215501022e-02,3.797634097148325921e-02,2.434989235316437767e-02,5.255890522943850174e-01,4.399210352971295035e-01,3.448991240848556239e-02,2.439242495704441183e+00,9.520738200301343213e+00,4.591370134224851407e-01,8.376255895584491240e-01,1.278346025424790700e+00,1.754175130330910326e+00,2.108320678939489046e+00
3.099999999999999978e-01,-6.283804695786195105e-02,1.079709528273292385e+01,3.743616618438639493e-02,4.905408673628233046e-02,3.757204437314105860e-02,2.391604085079184622e-02,5.259464496183728910e-01,4.394809973854613139e-01,3.457255299616565636e-02,2.449353292267574922e+00,9.603645327833488565e+00,4.596605615281243451e-01,8.391614184140379074e-01,1.277047289254956697e+00,1.753348832381204314e+00,2.106425605869446382e+00
3.200000000000000067e-01,-6.187399907054422915e-02,1.081551693588911789e+01,3.671964164108892231e-02,4.877818605843636107e-02,3.717215737561924138e-02,2.350706512044157745e-02,5.263324118902666937e-01,4.390120908963736079e-01,3.465549721335937916e-02,2.459891143330805718e+00,9.690605751071489138e+00,4.615466662765235761e-01,8.368450120339721021e-01,1.276760504499225846e+00,1.751704646560501066e+00,2.106045062868652451e+00
3.300000000000000155e-01,-6.089064851526169303e-02,1.083449478656861764e+01,3.599515316511281426e-02,4.849105877023546923e-02,3.677567357845585444e-02,2.312149483280268036e-02,5.267485380772302106e-01,4.385128550373087464e-01,3.473860688546133446e-02,2.470860449178402085e+00,9.781572272460282491e+00,4.626470280818445469e-01,8.345231216475877956e-01,1.276288992272357925e+00,1.751051133068851406e+00,2.104619069027822587e+00
3.400000000000000244e-01,-5.988322861092172655e-02,1.085407690850145457e+01,3.526677060894068544e-02,4.819229780098878424e-02,3.638152472374994034e-02,2.275636757749482583e-02,5.271965734418346816e-01,4.379817402485175482e-01,3.482168630964781880e-02,2.482263267727886635e+00,9.989005163309343516e+00,4.636297100314682451e-01,8.359474554552049907e-01,1.274017550167014567e+00,1.752697504515342342e+00,2.102795706068430803e+00
3.500000000000000333e-01,-5.884653055099895586e-02,1.087431346774358154e+01,3.453844990553416733e-02,4.788153497266744302e-02,3.598859788460338771e-02,2.240724954210747064e-02,5.276784139126317053e-01,4.374171045076119535e-01,3.490448157975670901e-02,2.494097962051733841e+00,1.022970591778030069e+01,4.642301711216534343e-01,8.383300946962639610e-01,1.271804132898112671e+00,1.753566258880852935e+00,2.103333253073147890e+00
3.599999999999999867e-01,-5.777503718648224762e-02,1.089525552152164245e+01,3.381349622493566576e-02,4.755845931252866698e-02,3.559576189271358021e-02,2.206829461044555740e-02,5.281961048697317862e-01,4.368172167795864036e-01,3.498667835068185877e-02,2.506357468441796410e+00,1.047669928072553880e+01,4.629033458030967219e-01,8.387845970582125110e-01,1.271441082915304444e+00,1.754304457423615737e+00,2.102440780606952497e+00
3.699999999999999956e-01,-5.666304084088615023e-02,1.091695346076356365e+01,3.309407254969781026e-02,4.722283660798315408e-02,3.520189818298026518e-02,2.173229114317096894e-02,5.287518331989660147e-01,4.361802712003710614e-01,3.506789560066339573e-02,2.519027350850290503e+00,1.072790944969320215e+01,4.640508591150686035e-01,8.394271906270756034e-01,1.271227463781752220e+00,1.753298671856605484e+00,2.102348497328438537e+00
3.800000000000000044e-01,-5.550470070997324396e-02,1.093945529591633914e+01,3.238083919761258755e-02,4.687452706521185591e-02,3.480592827956448948e-02,2.139063860039773154e-02,5.293479109423140372e-01,4.355044162689860054e-01,3.514767278869986716e-02,2.532083889809316979e+00,1.098032295676704706e+01,4.661896701190658132e-01,8.406676938768447016e-01,1.269753532660555129e+00,1.755173773261311965e+00,2.101871944703304074e+00
3.900000000000000133e-01,-5.429401988751340891e-02,1.096280497207752980e+01,3.167283374558108044e-02,4.651349943791245611e-02,3.440683480638864755e-02,2.103320383168153646e-02,5.299867478652162678e-01,4.347878042659662490e-01,3.522544786881748324e-02,2.545492267906263262e+00,1.122961173230967802e+01,4.666702125406457236e-01,8.414353691201132968e-01,1.269195197354954452e+00,1.757081816553641263e+00,2.100025402004964015e+00
4.000000000000000222e-01,-5.302478492427074169e-02,1.098704046070260176e+01,3.096770863639565149e-02,4.613984589235010231e-02,3.400369108193529444e-02,2.064803485576063163e-02,5.306708083552771349e-01,4.340286673464768263e-01,3.530052429824633020e-02,2.559204324282247089e+00,1.146960016767773638e+01,4.671480083077675372e-01,8.421148272126971479e-01,1.269461090395207714e+00,1.759525441518992928e+00,2.102345839393640503e+00
4.100000000000000311e-01,-5.169059831129285687e-02,1.101219036557042585e+01,3.026239884986239512e-02,4.575381202462910912e-02,3.359574613341935467e-02,2.022097287388518322e-02,5.314025445561281202e-01,4.332254276165545814e-01,3.537202782731723588e-02,2.573154541848607924e+00,1.169153746999483268e+01,4.681534948280777764e-01,8.443634600816840585e-01,1.268406154468004310e+00,1.761343840690926754e+00,2.103181933355526390e+00
4.199999999999999845e-01,-5.028519651343253682e-02,1.103826649066649424e+01,2.955413762316534340e-02,4.535586655866814809e-02,3.318264388071388848e-02,1.973533696957493686e-02,5.321842920230258622e-01,4.323768466295969115e-01,3.543886134737712912e-02,2.587252663937313013e+00,1.188321746822870573e+01,4.686633579087639556e-01,8.427760678103315417e-01,1.268360506568364965e+00,1.761997702070062566e+00,2.103942524760602062e+00
4.299999999999999933e-01,-4.880321513570139158e-02,1.106524921507499215e+01,2.884141103141670340e-02,4.494683616397538578e-02,3.276485676382200757e-02,1.917211761177914711e-02,5.330181076695466036e-01,4.314822100351788925e-01,3.549968229527465657e-02,2.601372885708911120e+00,1.202820785201361709e+01,4.695084481352056471e-01,8.425742162690394998e-01,1.267070894540146542e+00,1.760844206812273827e+00,2.105399041930488213e+00
4.400000000000000022e-01,-4.724140133740589720e-02,1.109306422177506057e+01,2.812396664451373082e-02,4.452811008263362486e-02,3.234434274772608753e-02,1.851151447260611718e-02,5.339055278029911644e-01,4.305415186107124925e-01,3.555295358629659286e-02,2.615343963184417309e+00,1.210583568195699122e+01,4.701838730645354625e-01,8.432938679237945712e-01,1.265474048510459637e+00,1.757581337521889830e+00,2.105161055583589125e+00
4.500000000000000111e-01,-4.560003270548252524e-02,1.112155505490220087e+01,2.740074075161511372e-02,4.410186507222257912e-02,3.192525286591144096e-02,1.773693400644558993e-02,5.348472382366883382e-01,4.295556161051122257e-01,3.559714565819953325e-02,2.628950809525002708e+00,1.209294400083250487e+01,4.687894385168688838e-01,8.442983531342753700e-01,1.262339157976726023e+00,1.758938415634753172e+00,2.105886975965918229e+00
4.600000000000000200e-01,-4.388414002920570933e-02,1.115046695104250141e+01,2.666545486180389030e-02,4.367117516766987062e-02,3.151424043404709580e-02,1.684193230608294414e-02,5.358426927893641389e-01,4.285261489554523795e-01,3.563115825518325258e-02,2.641960642035943163e+00,1.196817752170944793e+01,4.673719156382284412e-01,8.455785994972475628e-01,1.261336196098989504e+00,1.759240408158962321e+00,2.104357185308360467e+00
4.700000000000000289e-01,-4.210415630691856370e-02,1.117946856847329329e+01,2.590222876080049141e-02,4.323980094315368200e-02,3.111972936097261166e-02,1.583818183210256719e-02,5.368897912073313794e-01,4.274552810089238264e-01,3.565492778374539096e-02,2.654176750131920670e+00,1.171792726525132800e+01,4.655563783121485222e-01,8.469107213992274064e-01,1.259564394887914940e+00,1.759006568474872800e+00,2.106630007345580591e+00
4.799999999999999822e-01,-4.027561743451252285e-02,1.120823364496590457e+01,2.508582465169961404e-02,4.281151863998464147e-02,3.074977430445295298e-02,1.475951609893785821e-02,5.379847973967866182e-01,4.263452249591824228e-01,3.566997764403107701e-02,2.665501191107579881e+00,1.134070126883290541e+01,4.645697441976416320e-01,8.488068608884717925e-01,1.256576486486093103e+00,1.760086047481510763e+00,2.104333471757382501e+00
4.899999999999999911e-01,-3.841753033285892627e-02,1.123656760492605500e+01,2.418883051038679330e-02,4.238914334156083236e-02,3.040912299611171071e-02,1.365782226505162823e-02,5.391226738900968263e-01,4.251978156048327739e-01,3.567951050507076755e-02,2.675975905128384902e+00,1.137442715792229109e+01,4.618355485059421062e-01,8.508612816580634064e-01,1.255447343423561568e+00,1.759616813528476209e+00,2.102938695669612112e+00
5.000000000000000000e-01,-3.654995486776748542e-02,1.126451380208960273e+01,2.319173368909488442e-02,4.197375040798313056e-02,3.009712799243621784e-02,1.259287519872091983e-02,5.402978671106745123e-01,4.240143316154502684e-01,3.568780127387579520e-02,2.685787476669236451e+00,1.139936991257179066e+01,4.628383658233249376e-01,8.526224402188401497e-01,1.252959772140783468e+00,1.759626281016376526e+00,2.103869825404925287e+00
5.100000000000000089e-01,-3.469238067230471373e-02,1.129237062162041028e+01,2.208921196159459310e-02,4.156459333521949490e-02,2.980797061409025395e-02,1.162306658713965074e-02,5.415053262281578350e-01,4.227955542021565871e-01,3.569911956968608441e-02,2.695242938973014368e+00,1.139355834543779267e+01,4.663103941692302579e-01,8.518405203477679155e-01,1.253165534119877744e+00,1.756990779699707295e+00,2.105483881891395459e+00
5.200000000000000178e-01,-3.286103753908171943e-02,1.132061517496449987e+01,2.089029665299360281e-02,4.115974245372679835e-02,2.953307477342523996e-02,1.080027029966471909e-02,5.427413745235767362e-01,4.215418972115338447e-01,3.571672826488966196e-02,2.704725331568798907e+00,1.135354254638174609e+01,4.641762042289501733e-01,8.518907157110036099e-01,1.255146409928209916e+00,1.757044270306286737e+00,2.105735598132166153e+00
5.300000000000000266e-01,-3.105600469518894277e-02,1.134979673684252965e+01,1.961461603803042048e-02,4.075695117776631515e-02,2.926402677678027059e-02,1.016472461894076668e-02,5.440042589881343149e-01,4.202534197370735303e-01,3.574232127479220339e-02,2.714630208371636044e+00,1.127714396073580438e+01,4.593265568929508214e-01,8.484796748366405517e-01,1.257631144279688806e+00,1.759448428088275174e+00,2.106529758445393252e+00
5.400000000000000355e-01,-2.923370336324624535e-02,1.138046911164605390e+01,1.828695865377644170e-02,4.035409800313106282e-02,2.899394658457020088e-02,9.734950148644885490e-03,5.452947372256021774e-01,4.189294068776676094e-01,3.577585589672983152e-02,2.725295620262437879e+00,1.116321560372223409e+01,4.580064237895507540e-01,8.481995406536753102e-01,1.259697126402052003e+00,1.756726799128460748e+00,2.104727333237386588e+00
5.500000000000000444e-01,-2.728951715148890747e-02,1.141318347748235063e+01,1.693159690541917034e-02,3.994886790366491969e-02,2.871631799067748264e-02,9.496204744751410992e-03,5.466172315059663056e-01,4.175671601472322747e-01,3.581560834680174582e-02,2.736961272101519960e+00,1.101164795053453815e+01,4.609629665846100011e-01,8.482788858692513756e-01,1.259681299354250550e+00,1.759272472023412526e+00,2.105882830252992388e+00
5.600000000000000533e-01,-2.509461457145641464e-02,1.144850576041718249e+01,1.557019194056473259e-02,3.953813109436110640e-02,2.842277808708934539e-02,9.399039749640854258e-03,5.479812286118350695e-01,4.161602969897603699e-01,3.585847439840417206e-02,2.749761643371311237e+00,1.096679444304735718e+01,4.661951162212978339e-01,8.500211591151463075e-01,1.257613915048935826e+00,1.758188776555173138e+00,2.105807799313366591e+00
5.700000000000000622e-01,-2.259973963267601291e-02,1.148695761974597751e+01,1.422600017308683212e-02,3.911836679687683005e-02,2.810417313962953328e-02,9.374932525389137461e-03,5.494014679040775118e-01,4.146978945781204517e-01,3.590063751780155771e-02,2.763651738537304947e+00,1.146025194580717077e+01,4.689447495876877259e-01,8.489739165059791981e-01,1.256984706338789781e+00,1.758128532025179158e+00,2.105865103971290786e+00
5.799999999999999600e-01,-1.994821102331230042e-02,1.152867537588476310e+01,1.292196560558225675e-02,3.868859851495007329e-02,2.775977639956503026e-02,9.368271842361625829e-03,5.508954037506210710e-01,4.131659250423909691e-01,3.593867120698807788e-02,2.778172049593545800e+00,1.188879037493275170e+01,4.687138552654642187e-01,8.518836950616365256e-01,1.256444816800782904e+00,1.756058363003345280e+00,2.106372382886087635e+00
5.899999999999999689e-01,-1.737962629260289549e-02,1.157278700677059113e+01,1.164858155126589218e-02,3.825412936232461952e-02,2.741021507082610012e-02,9.377202076731854657e-03,5.524781851538151933e-01,4.115508319306716012e-01,3.597098291551387161e-02,2.792352780933827550e+00,1.219452900815173813e+01,4.682002472853373787e-01,8.532697673841675989e-01,1.253685554994090623e+00,1.753761654703654971e+00,2.106464548828725025e+00
5.999999999999999778e-01,-1.484237720740907464e-02,1.161759962394575574e+01,1.032680862209069649e-02,3.782224307420729154e-02,2.708716430704159045e-02,9.446478253600938332e-03,5.541596684998688627e-01,4.098420594982969956e-01,3.599827200183429443e-02,2.805314397369453872e+00,1.234660954318754023e+01,4.657431969936216554e-01,8.512414555644181036e-01,1.252915891459876141e+00,1.755628366433368281e+00,2.107000684228772069e+00
6.099999999999999867e-01,-1.200345585653912923e-02,1.166230225002533594e+01,8.835560402169474054e-03,3.738984780860679646e-02,2.679623798151797159e-02,9.581772291858357479e-03,5.559466799714813945e-01,4.080319603891027769e-01,3.602135963941581476e-02,2.816895553032965349e+00,1.233246187452808584e+01,4.627371782479310358e-01,8.503621701325408955e-01,1.252656201375665024e+00,1.755610903884022855e+00,2.111740176913765588e+00
6.199999999999999956e-01,-8.662283471531001533e-03,1.170775153156480997e+01,7.078662206333261563e-03,3.694217679932483567e-02,2.650810958356815406e-02,9.743375485027834168e-03,5.578428346201815824e-01,4.061182635837579658e-01,3.603890179606052818e-02,2.827325721066678899e+00,1.210583066080379844e+01,4.584055942900140956e-01,8.489814244095349460e-01,1.251295603043356630e+00,1.754685881644478807e+00,2.109958351834393842e+00
6.300000000000000044e-01,-4.943019553703039901e-03,1.175514541486891851e+01,5.070685494523324323e-03,3.646439382762145520e-02,2.618838862945689280e-02,9.970725470335525462e-03,5.598412192526689424e-01,4.041103021490171643e-01,3.604847859831417090e-02,2.836712136997483924e+00,1.158982883334768843e+01,4.609143371028891489e-01,8.470220673777735243e-01,1.249024023902185254e+00,1.759036006824778564e+00,2.107694767117281209e+00
6.400000000000000133e-01,-1.524030010086357967e-03,1.180379358512815813e+01,3.046830940774943562e-03,3.595519439986503973e-02,2.584312711167832330e-02,1.050952527248313201e-02,5.619163112604776966e-01,4.020323030870504022e-01,3.605138565247181098e-02,2.845102506817712484e+00,1.077134183352955255e+01,4.597524988243983368e-01,8.480921941623036364e-01,1.249382157888201395e+00,1.758590999352370066e+00,2.104311871522305921e+00
6.500000000000000222e-01,7.721529318381367257e-04,1.185012385114638001e+01,1.327419576329159781e-03,3.542889069490833681e-02,2.554190347548302917e-02,1.163994694658125779e-02,5.640229853156262241e-01,3.999189434062079829e-01,3.605807127816553631e-02,2.852669501550948450e+00,9.953568762070636566e+00,4.614330905493683188e-01,8.515002429630260661e-01,1.248499543946074208e+00,1.759093073553283704e+00,2.106278744178204487e+00
6.600000000000000311e-01,2.345623989918298180e-03,1.189263384755460784e+01,-8.043872359447202451e-05,3.488634287527552641e-02,2.532129808123038950e-02,1.324937307904853687e-02,5.661182587616619966e-01,3.978002101544777513e-01,3.608153108386035618e-02,2.859736333831527144e+00,1.033005132211809496e+01,4.632509694621244623e-01,8.547695212925251473e-01,1.247680544055645990e+00,1.756596081692380684e+00,2.106608238380426990e+00
