s,rho,cyc0,cyc1,cyc2,cyc3,reach,curv_radius,half_nonlocal_sep,L,spacing,core_over_reach,spacing_over_core
1.290000000000000036e+00,6.294853966149960289e-02,2.496453002829201184e-01,-2.483126566300791760e-02,9.322573506451563297e-02,-2.150417911102736959e-02,9.263821525223364661e-02,9.263821525223364661e-02,1.064772229917471807e-01,1.117609468206254775e+01,4.365661985180682714e-02,5.397340596843420713e-01,8.731323970361365427e-01
1.304999999999999938e+00,6.478524276980390795e-02,2.516485986900330873e-01,-2.486265860789684326e-02,9.217485589743681929e-02,-2.157394205927583297e-02,9.156471257773168837e-02,9.156471257773168837e-02,1.049475013506493276e-01,1.117482645840190258e+01,4.365166585313243197e-02,5.460618899180587071e-01,8.730333170626486394e-01
1.320000000000000062e+00,6.666623975608726438e-02,2.537733157111748961e-01,-2.487819247887848237e-02,9.109221078732827881e-02,-2.162811026894100042e-02,9.051484782626702252e-02,9.051484782626702252e-02,1.034118183161288479e-01,1.117344279972266996e+01,4.364626093641667953e-02,5.523955594110849798e-01,8.729252187283335074e-01
1.334999999999999964e+00,6.859378611211285059e-02,2.560270104460390383e-01,-2.487834925249007498e-02,8.997643961968972148e-02,-2.166521320155590999e-02,8.948916679847161715e-02,8.948916679847161715e-02,1.018732069800327156e-01,1.117196100205956455e+01,4.364047266429517402e-02,5.587268469333200871e-01,8.728094532859034249e-01
1.350000000000000089e+00,7.057026804267972631e-02,2.584178538514759760e-01,-2.486329928622879604e-02,8.882608002083325349e-02,-2.168361756332275181e-02,8.848842502048998027e-02,8.848842502048998027e-02,1.003349237621169593e-01,1.117039941393493230e+01,4.363437271068332929e-02,5.650456541454119685e-01,8.726874542136665580e-01
1.364999999999999991e+00,7.259819719988570841e-02,2.609546906641079245e-01,-2.483290348848064474e-02,8.763967810316081186e-02,-2.168153463822096103e-02,8.751359728257167292e-02,8.751359728257167292e-02,9.880042235583295918e-02,1.116877748426651351e+01,4.362803704791606840e-02,5.713397866454462681e-01,8.725607409583213681e-01
1.380000000000000115e+00,7.468020379042968060e-02,2.636471172411345432e-01,-2.478672165561878263e-02,8.641590602899330842e-02,-2.165703380805690872e-02,8.656585713926137626e-02,8.656585713926137626e-02,9.727332592453280524e-02,1.116711582038007222e+01,4.362154617335965712e-02,5.775949277503639179e-01,8.724309234671930868e-01
1.395000000000000018e+00,7.681902876808120728e-02,2.665055782703670273e-01,-2.472402593043080202e-02,8.515364804346801930e-02,-2.160806209058109550e-02,8.564653962478055438e-02,8.564653962478055438e-02,9.575739863080637293e-02,1.116543625701915587e+01,4.361498537898107763e-02,5.837947477977644128e-01,8.722997075796214972e-01
1.409999999999999920e+00,7.901751640906633234e-02,2.695414839774795679e-01,-2.464381941314649355e-02,8.385203928151398201e-02,-2.153246864025330429e-02,8.475710891200356756e-02,8.475710891200356756e-02,9.425651657442020437e-02,1.116376193807563766e+01,4.360844507060795960e-02,5.899210183291049292e-01,8.721689014121591921e-01
1.425000000000000044e+00,8.127860936638371669e-02,2.727673488153717352e-01,-2.454486038658286115e-02,8.251047377941277128e-02,-2.142803216910853237e-02,8.389914925508804022e-02,8.389914925508804022e-02,9.277463721737598534e-02,1.116211741423949277e+01,4.360202114937301865e-02,5.959535995767890615e-01,8.720404229874603175e-01
1.439999999999999947e+00,8.360534930726887248e-02,2.761969525214680310e-01,-2.442569223049693983e-02,8.112862075519199079e-02,-2.129248834691506789e-02,8.307438482444676198e-02,8.307438482444676198e-02,9.119761779651958111e-02,1.116052876190061127e+01,4.359581547617426278e-02,6.018702408168327134e-01,8.719163095234852001e-01
1.455000000000000071e+00,8.600088740427326572e-02,2.798455241484535394e-01,-2.428467822441080989e-02,7.970648730275076144e-02,-2.112355360085651709e-02,8.228471905433323852e-02,8.228471905433323852e-02,8.948106400077665556e-02,1.115902373130362335e+01,4.358993645040477871e-02,6.076462382642956461e-01,8.717987290080955187e-01
1.469999999999999973e+00,8.846851018625306873e-02,2.837299483656733345e-01,-2.412003959869417694e-02,7.824454089000551504e-02,-2.091894146733015020e-02,8.153227426104582565e-02,8.153227426104582565e-02,8.778085233119570230e-02,1.115763193495518202e+01,4.358449974591867976e-02,6.132540819346284922e-01,8.716899949183735119e-01
1.485000000000000098e+00,9.101168741550866303e-02,2.878689905201269328e-01,-2.392989476776413715e-02,7.674387073820770899e-02,-2.067636786583599076e-02,8.081941131562178637e-02,8.081941131562178637e-02,8.605546228346330762e-02,1.115638509036711135e+01,4.357962925924652869e-02,6.186632541127576879e-01,8.715925851849305461e-01
1.500000000000000000e+00,9.363414950234888456e-02,2.922835327605624034e-01,-2.371229773797516038e-02,7.520634371997145240e-02,-2.039354221164239173e-02,8.014871583325612614e-02,8.014871583325612614e-02,8.430865095040469825e-02,1.115531733412550253e+01,4.357545833642774424e-02,6.238403133497678610e-01,8.715091667285548294e-01
1.515000000000000124e+00,9.634000216890652168e-02,2.969968084844520906e-01,-2.346527407824514425e-02,7.363471171584014263e-02,-2.006814198074776193e-02,7.952294713186600084e-02,7.952294713186600084e-02,8.210154604525544964e-02,1.115446562692520160e+01,4.357213135517656877e-02,6.287493334105103138e-01,8.714426271035313754e-01
1.530000000000000027e+00,9.913388523115063133e-02,3.020346168467779036e-01,-2.318685339592526512e-02,7.203265175680050036e-02,-1.969776893225953784e-02,7.894495471184519164e-02,7.894495471184519164e-02,7.976854917566920944e-02,1.115387027182815061e+01,4.356980574932871331e-02,6.333526972370004948e-01,8.713961149865742106e-01
1.544999999999999929e+00,1.020211800199758850e-01,3.074254926165058688e-01,-2.287509789525084963e-02,7.040475151207035986e-02,-1.927988542897481061e-02,7.739160691247386203e-02,7.841757292014385483e-02,7.739160691247386203e-02,1.115357557130598209e+01,4.356865457541399256e-02,6.460648899117389377e-01,8.713730915082797956e-01
1.560000000000000053e+00,1.050082656183838059e-01,3.132007973508549870e-01,-2.252812733948371740e-02,6.875647059504109981e-02,-1.881172907734247196e-02,7.496060271693090471e-02,7.794351031872964741e-02,7.496060271693090471e-02,1.115363065380322460e+01,4.356886974141884611e-02,6.670170487931095238e-01,8.713773948283768389e-01
1.574999999999999956e+00,1.081028172625490835e-01,3.193946820997765612e-01,-2.214414165717585453e-02,6.709410214454945842e-02,-1.829020345591032826e-02,7.212054850085942992e-02,7.752526062675856033e-02,7.212054850085942992e-02,1.115409050917463674e+01,4.357066605146342475e-02,6.932836901455924350e-01,8.714133210292684950e-01
1.590000000000000080e+00,1.113141302641985353e-01,3.260438454229919181e-01,-2.172144356841434337e-02,6.542473519048547237e-02,-1.771174270516111260e-02,6.923160597638193525e-02,7.676608222206143806e-02,6.923160597638193525e-02,1.115501728607294396e+01,4.357428627372243735e-02,7.222134933148494085e-01,8.714857254744486914e-01
1.604999999999999982e+00,1.146534381998804419e-01,3.331869716656614133e-01,-2.125846493257985137e-02,6.375619464828981287e-02,-1.707214942210547731e-02,6.629716054259372771e-02,7.466076211845057431e-02,6.629716054259372771e-02,1.115648192435389419e+01,4.358000751700739916e-02,7.541801125536388151e-01,8.716001503401479278e-01
1.620000000000000107e+00,1.181341716715011286e-01,3.408636896157419272e-01,-2.075380191225305662e-02,6.209693012408556978e-02,-1.636641031474081812e-02,6.332034090722392372e-02,7.267935714910761513e-02,6.332034090722392372e-02,1.115856622195484249e+01,4.358814930451110348e-02,7.896356728915799872e-01,8.717629860902220695e-01
1.635000000000000009e+00,1.217720677103113075e-01,3.491128634883539084e-01,-2.020626524746138575e-02,6.045584246938674744e-02,-1.558850449233639343e-02,6.030422476211971805e-02,7.081469585095058472e-02,6.030422476211971805e-02,1.116136546764266768e+01,4.359908385797917063e-02,8.291293055707708026e-01,8.719816771595834126e-01
1.650000000000000133e+00,1.255849803371885676e-01,3.579700699456699331e-01,-1.961495247158607722e-02,5.884206911794487294e-02,-1.473123762129347099e-02,5.725229919443625137e-02,6.906439007959234988e-02,5.725229919443625137e-02,1.116499180788765422e+01,4.361324924956114929e-02,8.733273720622730663e-01,8.722649849912229580e-01
1.665000000000000036e+00,1.295921456256965976e-01,3.674643515397231219e-01,-1.897934794328032249e-02,5.726478082079496101e-02,-1.378616442889391350e-02,5.416930824073313416e-02,6.743595492444223738e-02,5.416930824073313416e-02,1.116957856025176454e+01,4.363116625098345525e-02,9.230319090987029185e-01,8.726233250196691049e-01
1.679999999999999938e+00,1.338124981111456779e-01,3.776150845409871337e-01,-1.829945250439076604e-02,5.573306512174164284e-02,-1.274370429444054639e-02,5.106271620887122692e-02,6.595622158478466057e-02,5.106271620887122692e-02,1.117528574104126804e+01,4.365345992594245328e-02,9.791880203841056840e-01,8.730691985188490101e-01
1.695000000000000062e+00,1.382613864018906180e-01,3.884318509677441300e-01,-1.757593402128680704e-02,5.425598945556230068e-02,-1.159360649915586530e-02,4.794515427267959790e-02,6.468816981144544231e-02,4.794515427267959790e-02,1.118230717137550734e+01,4.368088738818557554e-02,1.042858256657885230e+00,8.736177477637114830e-01
1.709999999999999964e+00,1.429446661829780474e-01,3.999253748140921827e-01,-1.681026786980883980e-02,5.284296211753523875e-02,-1.032596078537602151e-02,4.483836414103155310e-02,6.376035403926032241e-02,4.483836414103155310e-02,1.119087974259235452e+01,4.371437399450138483e-02,1.115116506987930967e+00,8.742874798900276412e-01
1.725000000000000089e+00,1.478487027331178705e-01,4.121494239657437775e-01,-1.600479026292575893e-02,5.150454407020253755e-02,-8.932901643507346404e-03,4.177918987414483420e-02,6.341738476200325936e-02,4.177918987414483420e-02,1.120129591482428566e+01,4.375506216728236586e-02,1.196768059663661399e+00,8.751012433456473172e-01
1.739999999999999991e+00,1.529245318075331816e-01,4.253171015298741753e-01,-1.516250608923915694e-02,5.025389616457202890e-02,-7.410872675671940045e-03,3.882777756179996154e-02,6.118502910288536184e-02,3.882777756179996154e-02,1.121392208330555107e+01,4.380438313791230887e-02,1.287737880964674009e+00,8.760876627582461218e-01
1.755000000000000115e+00,1.580649580592207171e-01,4.400713044387057349e-01,-1.428633507235828673e-02,4.910894907586824815e-02,-5.762663017605678534e-03,3.607659958586221377e-02,5.844811769018076059e-02,3.607659958586221377e-02,1.122922825658801038e+01,4.386417287729691555e-02,1.385939932642491268e+00,8.772834575459382833e-01
1.770000000000000018e+00,1.630752790173072564e-01,4.580238090171791510e-01,-1.337714191931001564e-02,4.809475851629464727e-02,-3.997559537878118269e-03,3.365532157809712072e-02,5.662636231844483253e-02,3.365532157809712072e-02,1.124783653574005449e+01,4.393686146773458784e-02,1.485649153105700782e+00,8.787372293546916735e-01
1.785000000000000142e+00,1.676419337519511332e-01,4.827066558711733402e-01,-1.242948122872219487e-02,4.724396109567734203e-02,-2.126966402233955878e-03,3.157157025546780682e-02,5.608119652476440536e-02,3.157157025546780682e-02,1.127059677824091111e+01,4.402576866500355901e-02,1.583703300007405224e+00,8.805153733000711247e-01
1.800000000000000044e+00,1.713211024098517388e-01,5.211026709172125182e-01,-1.142554559620638163e-02,4.659445261752362399e-02,-1.581848609491419368e-04,2.847465613653555119e-02,5.448199318186019990e-02,2.847465613653555119e-02,1.129876395515309362e+01,4.413579669981677195e-02,1.755947455879739216e+00,8.827159339963354112e-01
1.814999999999999947e+00,1.736133543950150182e-01,5.841391539972992097e-01,-1.033148741851099006e-02,4.618862333262087339e-02,1.868958009272739468e-03,2.586264694326156910e-02,5.371599031376723260e-02,2.586264694326156910e-02,1.133436167766444136e+01,4.427485030337672406e-02,1.933290127251547474e+00,8.854970060675344534e-01
1.830000000000000071e+00,1.740622336273122683e-01,6.800786690616882346e-01,-9.099498973773607891e-03,4.606421441323751281e-02,3.789303861354673293e-03,2.275148271606169254e-02,5.186992643739819775e-02,2.275148271606169254e-02,1.138014566703525610e+01,4.445369401185646913e-02,2.197658966846230300e+00,8.890738802371292993e-01
1.844999999999999973e+00,1.726614837572166272e-01,8.252722049715957020e-01,-7.657395939765159788e-03,4.622002706839596631e-02,5.024790170873000110e-03,2.042277834833169936e-02,5.268906820816306180e-02,2.042277834833169936e-02,1.144017575094464867e+01,4.468818652712753386e-02,2.448246714878752783e+00,8.937637305425506495e-01
1.860000000000000098e+00,1.697455218681681033e-01,9.873808410109028433e-01,-5.932614508529701104e-03,4.658231501483670045e-02,4.346858066771950267e-03,1.563740149848097047e-02,5.148121925195323773e-02,1.563740149848097047e-02,1.151775815655931545e+01,4.499124279905982599e-02,3.197462187362589692e+00,8.998248559811964364e-01
1.875000000000000000e+00,1.660122552251181161e-01,1.189632167687342035e+00,-3.964316655851653215e-03,4.712256205025275313e-02,-1.205340529190964815e-04,1.614851667701942134e-02,4.857246851775913477e-02,1.614851667701942134e-02,1.161717549784310677e+01,4.537959178844963581e-02,3.096259613191212789e+00,9.075918357689927163e-01
1.890000000000000124e+00,1.616093942560977714e-01,1.364631101152960380e+00,-1.829046017486116258e-03,4.772088944050311560e-02,-9.434751381458333572e-03,1.417150099268377032e-02,4.713386772617308984e-02,1.417150099268377032e-02,1.174109232696290839e+01,4.586364190219886089e-02,3.528207776001510254e+00,9.172728380439771900e-01
1.905000000000000027e+00,1.571611375325211446e-01,1.499059331810467022e+00,2.868464499151656137e-04,4.812228187112803368e-02,-1.691043319392148553e-02,9.172462606381446074e-03,4.406649625932050618e-02,9.172462606381446074e-03,1.189404747533910367e+01,4.646112295054337371e-02,5.451098810172756437e+00,9.292224590108674187e-01
1.919999999999999929e+00,1.530945190496403041e-01,1.575442470683610319e+00,2.177710512816703834e-03,4.781751496001259566e-02,-4.513012156436149031e-03,7.300114004943664310e-03,3.974492334654414205e-02,7.300114004943664310e-03,1.207817469241812525e+01,4.718036989225830174e-02,6.849208103618630972e+00,9.436073978451660071e-01
1.935000000000000053e+00,1.504083180683300214e-01,1.617368065623614681e+00,3.744024067119100085e-03,4.627380006950201213e-02,1.564423880462124938e-02,9.588692458614078359e-03,3.676340875438172812e-02,9.588692458614078359e-03,1.229629329179508090e+01,4.803239567107453478e-02,5.214475301591522616e+00,9.606479134214906956e-01
1.949999999999999956e+00,1.508088650234210293e-01,1.588742946699826186e+00,5.029082609852815640e-03,4.294873771502859955e-02,4.292549607092435715e-02,1.093154959713272222e-02,3.875373883337859121e-02,1.093154959713272222e-02,1.255180747456441637e+01,4.903049794751725143e-02,4.573916950723499575e+00,9.806099589503449732e-01
1.965000000000000080e+00,1.563208045974317506e-01,1.502454109959479034e+00,6.217044439686241972e-03,3.838550103561315374e-02,2.345689805150736607e-01,8.333643189033406937e-03,3.875094856014418832e-02,8.333643189033406937e-03,1.284715993799309253e+01,5.018421850778551768e-02,5.999776912190950995e+00,1.003684370155710326e+00
1.979999999999999982e+00,1.668229061729213092e-01,1.474066579271320121e+00,7.674127012441267839e-03,3.468063127680219571e-02,4.679849561388640389e-01,4.743794796952833549e-03,4.130423996115424601e-02,4.743794796952833549e-03,1.318229652874423152e+01,5.149334581540715439e-02,1.054008491938087033e+01,1.029866916308143088e+00
1.995000000000000107e+00,1.837468777766902983e-01,1.630003295925043894e+00,1.006736158393086410e-02,3.341669566488784937e-02,2.951207291097120988e-01,4.498617865012476472e-03,4.006931113226356450e-02,4.498617865012476472e-03,1.356211572453263159e+01,5.297701454895559214e-02,1.111452483858869300e+01,1.059540290979111843e+00
