m,q,available_strain_impulse_I,stage_energy_ratio,time_ratio,Jreq_area_gate,energy_sum_ok,time_sum_ok,area_gate_ok,all_three_ok
2.000000000000000000e+00,3.120889470269591886e-03,3.000000000000000000e+00,1.248355788107836754e-02,4.869975542819807156e-06,6.116210821445319468e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.120889470269591886e-03,4.000000000000000000e+00,1.248355788107836754e-02,4.869975542819807156e-06,6.116210821445319468e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.183148901329917180e-03,1.000000000000000000e+00,1.273259560531966872e-02,5.066218464018929432e-06,6.096457941870978559e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.183148901329917180e-03,2.000000000000000000e+00,1.273259560531966872e-02,5.066218464018929432e-06,6.096457941870978559e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.183148901329917180e-03,3.000000000000000000e+00,1.273259560531966872e-02,5.066218464018929432e-06,6.096457941870978559e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.183148901329917180e-03,4.000000000000000000e+00,1.273259560531966872e-02,5.066218464018929432e-06,6.096457941870978559e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.246650361879870484e-03,1.000000000000000000e+00,1.298660144751948194e-02,5.270369286147346617e-06,6.076705062296639426e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.246650361879870484e-03,2.000000000000000000e+00,1.298660144751948194e-02,5.270369286147346617e-06,6.076705062296639426e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.246650361879870484e-03,3.000000000000000000e+00,1.298660144751948194e-02,5.270369286147346617e-06,6.076705062296639426e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.246650361879870484e-03,4.000000000000000000e+00,1.298660144751948194e-02,5.270369286147346617e-06,6.076705062296639426e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.311418629486918321e-03,1.000000000000000000e+00,1.324567451794767328e-02,5.482746669856510218e-06,6.056952182722298517e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.311418629486918321e-03,2.000000000000000000e+00,1.324567451794767328e-02,5.482746669856510218e-06,6.056952182722298517e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.311418629486918321e-03,3.000000000000000000e+00,1.324567451794767328e-02,5.482746669856510218e-06,6.056952182722298517e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.311418629486918321e-03,4.000000000000000000e+00,1.324567451794767328e-02,5.482746669856510218e-06,6.056952182722298517e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.377478976012614643e-03,1.000000000000000000e+00,1.350991590405045857e-02,5.703682116703609990e-06,6.037199303147959384e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.377478976012614643e-03,2.000000000000000000e+00,1.350991590405045857e-02,5.703682116703609990e-06,6.037199303147959384e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.377478976012614643e-03,3.000000000000000000e+00,1.350991590405045857e-02,5.703682116703609990e-06,6.037199303147959384e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.377478976012614643e-03,4.000000000000000000e+00,1.350991590405045857e-02,5.703682116703609990e-06,6.037199303147959384e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.444857177473427835e-03,1.000000000000000000e+00,1.377942870989371134e-02,5.933520486595095715e-06,6.017446423573618475e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.444857177473427835e-03,2.000000000000000000e+00,1.377942870989371134e-02,5.933520486595095715e-06,6.017446423573618475e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.444857177473427835e-03,3.000000000000000000e+00,1.377942870989371134e-02,5.933520486595095715e-06,6.017446423573618475e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.444857177473427835e-03,4.000000000000000000e+00,1.377942870989371134e-02,5.933520486595095715e-06,6.017446423573618475e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.513579524098229840e-03,1.000000000000000000e+00,1.405431809639291936e-02,6.172620536081171960e-06,5.997693543999279342e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.513579524098229840e-03,2.000000000000000000e+00,1.405431809639291936e-02,6.172620536081171960e-06,5.997693543999279342e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.513579524098229840e-03,3.000000000000000000e+00,1.405431809639291936e-02,6.172620536081171960e-06,5.997693543999279342e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.513579524098229840e-03,4.000000000000000000e+00,1.405431809639291936e-02,6.172620536081171960e-06,5.997693543999279342e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.583672830586481523e-03,1.000000000000000000e+00,1.433469132234592609e-02,6.421355478341862190e-06,5.977940664424938433e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.583672830586481523e-03,2.000000000000000000e+00,1.433469132234592609e-02,6.421355478341862190e-06,5.977940664424938433e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.583672830586481523e-03,3.000000000000000000e+00,1.433469132234592609e-02,6.421355478341862190e-06,5.977940664424938433e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.583672830586481523e-03,4.000000000000000000e+00,1.433469132234592609e-02,6.421355478341862190e-06,5.977940664424938433e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.655164446571001775e-03,1.000000000000000000e+00,1.462065778628400710e-02,6.680113565738349066e-06,5.958187784850599300e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.655164446571001775e-03,2.000000000000000000e+00,1.462065778628400710e-02,6.680113565738349066e-06,5.958187784850599300e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.655164446571001775e-03,3.000000000000000000e+00,1.462065778628400710e-02,6.680113565738349066e-06,5.958187784850599300e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.655164446571001775e-03,4.000000000000000000e+00,1.462065778628400710e-02,6.680113565738349066e-06,5.958187784850599300e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.728082267289523164e-03,1.000000000000000000e+00,1.491232906915809266e-02,6.949298695839295865e-06,5.938434905276258391e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.728082267289523164e-03,2.000000000000000000e+00,1.491232906915809266e-02,6.949298695839295865e-06,5.938434905276258391e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.728082267289523164e-03,3.000000000000000000e+00,1.491232906915809266e-02,6.949298695839295865e-06,5.938434905276258391e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.728082267289523164e-03,4.000000000000000000e+00,1.491232906915809266e-02,6.949298695839295865e-06,5.938434905276258391e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.802454744469072143e-03,1.000000000000000000e+00,1.520981897787628857e-02,7.229331041867678338e-06,5.918682025701919258e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.802454744469072143e-03,2.000000000000000000e+00,1.520981897787628857e-02,7.229331041867678338e-06,5.918682025701919258e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.802454744469072143e-03,3.000000000000000000e+00,1.520981897787628857e-02,7.229331041867678338e-06,5.918682025701919258e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.802454744469072143e-03,4.000000000000000000e+00,1.520981897787628857e-02,7.229331041867678338e-06,5.918682025701919258e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.878310897427551807e-03,1.000000000000000000e+00,1.551324358971020723e-02,7.520647708552651191e-06,5.898929146127578349e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.878310897427551807e-03,2.000000000000000000e+00,1.551324358971020723e-02,7.520647708552651191e-06,5.898929146127578349e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.878310897427551807e-03,3.000000000000000000e+00,1.551324358971020723e-02,7.520647708552651191e-06,5.898929146127578349e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.878310897427551807e-03,4.000000000000000000e+00,1.551324358971020723e-02,7.520647708552651191e-06,5.898929146127578349e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.955680324396728710e-03,1.000000000000000000e+00,1.582272129758691484e-02,7.823703414409704802e-06,5.879176266553238328e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.955680324396728710e-03,2.000000000000000000e+00,1.582272129758691484e-02,7.823703414409704802e-06,5.879176266553238328e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.955680324396728710e-03,3.000000000000000000e+00,1.582272129758691484e-02,7.823703414409704802e-06,5.879176266553238328e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.955680324396728710e-03,4.000000000000000000e+00,1.582272129758691484e-02,7.823703414409704802e-06,5.879176266553238328e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,4.034593214071150943e-03,1.000000000000000000e+00,1.613837285628460377e-02,8.138971201514489881e-06,5.859423386978898307e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,4.034593214071150943e-03,2.000000000000000000e+00,1.613837285628460377e-02,8.138971201514489881e-06,5.859423386978898307e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,4.034593214071150943e-03,3.000000000000000000e+00,1.613837285628460377e-02,8.138971201514489881e-06,5.859423386978898307e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
