s,logR_cumulative
7.299999999999999822e-01,-3.586466145151434581e-02
7.399999999999999911e-01,-3.549127184125493856e-02
7.500000000000000000e-01,-3.516401253363475587e-02
7.600000000000000089e-01,-3.485753552461327148e-02
7.700000000000000178e-01,-3.445512043764638321e-02
7.800000000000000266e-01,-3.399918758318871276e-02
7.900000000000000355e-01,-3.354489197034739301e-02
8.000000000000000444e-01,-3.289907686621949129e-02
8.100000000000000533e-01,-3.210195675346928790e-02
8.200000000000000622e-01,-3.138504765392537144e-02
8.300000000000000711e-01,-3.076809142433603594e-02
8.399999999999999689e-01,-3.011676675632455821e-02
8.499999999999999778e-01,-2.954445824156908332e-02
8.599999999999999867e-01,-2.907602796923073121e-02
8.699999999999999956e-01,-2.856907913961091380e-02
8.800000000000000044e-01,-2.811374933897661799e-02
8.900000000000000133e-01,-2.760982611713131557e-02
9.000000000000000222e-01,-2.685400781026777567e-02
9.100000000000000311e-01,-2.612326657647363187e-02
9.200000000000000400e-01,-2.555622425016363525e-02
9.300000000000000488e-01,-2.480740633148527038e-02
9.400000000000000577e-01,-2.410482695891024221e-02
9.500000000000000666e-01,-2.357851082360330752e-02
9.599999999999999645e-01,-2.271015996511538404e-02
9.699999999999999734e-01,-2.186142410006665371e-02
9.799999999999999822e-01,-2.131183488770935219e-02
9.899999999999999911e-01,-2.032097689521648529e-02
1.000000000000000000e+00,-1.935857815478637597e-02
1.010000000000000009e+00,-1.911694459979992530e-02
1.020000000000000018e+00,-1.869478673071495872e-02
1.030000000000000027e+00,-1.745011961381066554e-02
1.040000000000000036e+00,-1.623295582856072033e-02
1.050000000000000044e+00,-1.542867630326746897e-02
1.060000000000000053e+00,-1.436255232789796984e-02
1.070000000000000062e+00,-1.326023820692077450e-02
1.080000000000000071e+00,-1.242629956019618287e-02
1.090000000000000080e+00,-1.168742640167767452e-02
1.100000000000000089e+00,-1.115048536970317597e-02
1.110000000000000098e+00,-1.109523255008651628e-02
1.120000000000000107e+00,-1.083208080745274443e-02
1.130000000000000115e+00,-9.948986343882828404e-03
1.140000000000000124e+00,-7.956545346539178193e-03
1.150000000000000133e+00,-6.007966048330987650e-03
1.159999999999999920e+00,-5.162236767148734029e-03
1.169999999999999929e+00,-3.655493300669723170e-03
1.179999999999999938e+00,-2.027030443709396893e-03
1.189999999999999947e+00,-1.073805878695844977e-03
1.199999999999999956e+00,-3.277748298238900189e-04
1.209999999999999964e+00,1.186310853625735734e-03
1.219999999999999973e+00,3.084155989577856607e-03
1.229999999999999982e+00,4.324670399569055870e-03
1.239999999999999991e+00,5.572751977932281948e-03
1.250000000000000000e+00,7.951631259988156675e-03
1.260000000000000009e+00,1.104092819036152709e-02
1.270000000000000018e+00,1.461294881893126368e-02
1.280000000000000027e+00,1.734463899694669783e-02
1.290000000000000036e+00,1.841918396959666554e-02
1.300000000000000044e+00,1.940604322945255547e-02
1.310000000000000053e+00,2.046344792816067598e-02
1.320000000000000062e+00,2.181985042910011482e-02
1.330000000000000071e+00,2.376761016936754581e-02
1.340000000000000080e+00,2.580762922583320490e-02
1.350000000000000089e+00,2.895923308935694634e-02
1.360000000000000098e+00,3.126240769222689980e-02
1.370000000000000107e+00,3.127495302868103094e-02
1.380000000000000115e+00,3.195729976813637546e-02
1.390000000000000124e+00,3.384381234156243895e-02
1.400000000000000133e+00,3.568330111651778908e-02
1.409999999999999920e+00,3.692612164991210949e-02
1.419999999999999929e+00,3.811939653300544517e-02
1.429999999999999938e+00,3.955922505022126806e-02
1.439999999999999947e+00,4.170242802859876891e-02
1.449999999999999956e+00,4.370025918927947922e-02
1.459999999999999964e+00,4.599658414070643270e-02
1.469999999999999973e+00,4.833342549926013948e-02
1.479999999999999982e+00,5.022195496063312087e-02
1.489999999999999991e+00,5.346869824878471705e-02
1.500000000000000000e+00,5.657424010777684781e-02
1.510000000000000009e+00,5.852904204138656419e-02
1.520000000000000018e+00,6.034724911385706131e-02
1.530000000000000027e+00,6.215255081928280217e-02
1.540000000000000036e+00,6.469831599079965689e-02
1.550000000000000044e+00,7.004020399380209150e-02
1.560000000000000053e+00,7.639486886824572998e-02
1.570000000000000062e+00,8.033632770895432484e-02
1.580000000000000071e+00,8.268165435050564560e-02
1.590000000000000080e+00,8.455867302778305450e-02
1.600000000000000089e+00,8.612598605086631276e-02
1.610000000000000098e+00,8.768045295964888020e-02
1.620000000000000107e+00,8.963861949799280249e-02
1.630000000000000115e+00,9.153325728059216737e-02
1.640000000000000124e+00,9.299637560239555623e-02
1.650000000000000133e+00,9.429587826473320722e-02
1.660000000000000142e+00,9.570828843718616474e-02
1.669999999999999929e+00,9.722668214267743414e-02
1.679999999999999938e+00,9.873666992055156466e-02
1.689999999999999947e+00,1.003846950377002972e-01
1.699999999999999956e+00,1.018232265897999339e-01
1.709999999999999964e+00,1.028117335220619516e-01
1.719999999999999973e+00,1.029854217718604165e-01
1.729999999999999982e+00,1.026937230540737739e-01
1.739999999999999991e+00,1.028430922244533141e-01
1.750000000000000000e+00,1.035204827584642467e-01
1.760000000000000009e+00,1.043662919633335934e-01
1.770000000000000018e+00,1.050935668911721355e-01
1.780000000000000027e+00,1.056104333579309801e-01
1.790000000000000036e+00,1.059973674093000195e-01
1.800000000000000044e+00,1.065045597243801101e-01
1.810000000000000053e+00,1.071582747681823489e-01
1.820000000000000062e+00,1.078812044381409208e-01
1.830000000000000071e+00,1.087701835911843162e-01
1.840000000000000080e+00,1.096664225780636381e-01
1.850000000000000089e+00,1.102734042015072469e-01
1.860000000000000098e+00,1.107002222061214680e-01
1.870000000000000107e+00,1.115485972438484130e-01
1.880000000000000115e+00,1.126963749481166011e-01
1.890000000000000124e+00,1.127206113773919355e-01
1.900000000000000133e+00,1.118267512553804827e-01
1.910000000000000142e+00,1.110838801509240192e-01
1.919999999999999929e+00,1.100161159509945169e-01
1.929999999999999938e+00,1.095221575320954460e-01
1.939999999999999947e+00,1.100217997400984721e-01
1.949999999999999956e+00,1.105853271197110160e-01
1.959999999999999964e+00,1.113291677133702168e-01
1.969999999999999973e+00,1.122780977461151491e-01
1.979999999999999982e+00,1.133285654591576486e-01
1.989999999999999991e+00,1.144439506696496023e-01
2.000000000000000000e+00,1.155653058974134839e-01
2.010000000000000231e+00,1.165748722977582030e-01
2.020000000000000018e+00,1.174481900553041025e-01
2.030000000000000249e+00,1.183051284726211738e-01
2.040000000000000036e+00,1.192949270823245589e-01
2.049999999999999822e+00,1.204609271841117490e-01
2.060000000000000053e+00,1.216770293229750555e-01
2.069999999999999840e+00,1.227893261280625509e-01
2.080000000000000071e+00,1.237106512555469773e-01
2.089999999999999858e+00,1.244239448467825970e-01
2.100000000000000089e+00,1.250605251745803559e-01
2.109999999999999876e+00,1.258216517162570880e-01
2.120000000000000107e+00,1.267141538056009431e-01
2.129999999999999893e+00,1.276241416103771620e-01
2.140000000000000124e+00,1.284723578816365508e-01
2.149999999999999911e+00,1.291459481825080191e-01
2.160000000000000142e+00,1.296524934834381027e-01
2.169999999999999929e+00,1.302103583014546373e-01
2.180000000000000160e+00,1.303489132847533150e-01
2.189999999999999947e+00,1.306223228464997999e-01
2.200000000000000178e+00,1.315227798257602165e-01
2.209999999999999964e+00,1.319752805614292090e-01
2.220000000000000195e+00,1.320830818414659158e-01
2.229999999999999982e+00,1.324476442612428917e-01
2.240000000000000213e+00,1.330871092322224447e-01
2.250000000000000000e+00,1.338145781180130056e-01
2.260000000000000231e+00,1.344400665087943092e-01
2.270000000000000018e+00,1.349300522594638618e-01
2.280000000000000249e+00,1.353898146464814489e-01
2.290000000000000036e+00,1.360901721334110137e-01
2.300000000000000266e+00,1.374553924235160651e-01
2.310000000000000053e+00,1.394546931366623110e-01
2.319999999999999840e+00,1.415208680695418664e-01
2.330000000000000071e+00,1.437091940618433483e-01
2.339999999999999858e+00,1.458993450446200435e-01
2.350000000000000089e+00,1.477558000354574907e-01
2.359999999999999876e+00,1.495383061087973420e-01
2.370000000000000107e+00,1.511799607562519798e-01
2.379999999999999893e+00,1.525347497822593656e-01
2.390000000000000124e+00,1.537047952058144262e-01
2.399999999999999911e+00,1.547708104748872771e-01
2.410000000000000142e+00,1.556721859374754491e-01
2.419999999999999929e+00,1.562466709253669817e-01
2.430000000000000160e+00,1.559754284049850726e-01
2.439999999999999947e+00,1.562113827603507643e-01
2.450000000000000178e+00,1.577421645936631645e-01
2.459999999999999964e+00,1.595112069035727609e-01
2.470000000000000195e+00,1.613840808348216138e-01
2.479999999999999982e+00,1.632847803797794206e-01
2.490000000000000213e+00,1.651801156306414442e-01
2.500000000000000000e+00,1.670648597903363342e-01
2.510000000000000231e+00,1.689566499119679599e-01
2.520000000000000018e+00,1.709180665388743137e-01
2.530000000000000249e+00,1.730752790691259535e-01
2.540000000000000036e+00,1.754299019247690938e-01
2.550000000000000266e+00,1.777774141482377779e-01
2.560000000000000053e+00,1.799908053801874686e-01
2.569999999999999840e+00,1.821128090758179774e-01
2.580000000000000071e+00,1.842105757264659860e-01
2.589999999999999858e+00,1.863009935765992664e-01
2.600000000000000089e+00,1.882511983608009254e-01
2.609999999999999876e+00,1.899826045391297957e-01
2.620000000000000107e+00,1.916484927247615877e-01
2.629999999999999893e+00,1.936393169466089081e-01
2.640000000000000124e+00,1.957805970105817583e-01
2.649999999999999911e+00,1.976082121965966332e-01
2.660000000000000142e+00,1.998231963755150720e-01
2.669999999999999929e+00,2.032777392829562546e-01
2.680000000000000160e+00,2.062482806674383606e-01
2.689999999999999947e+00,2.081353355905118940e-01
2.700000000000000178e+00,2.101157507471345665e-01
2.709999999999999964e+00,2.121054155911127059e-01
2.720000000000000195e+00,2.141452805758380651e-01
2.729999999999999982e+00,2.161743263743660382e-01
2.740000000000000213e+00,2.181398185384089972e-01
2.750000000000000000e+00,2.201077506897326230e-01
2.760000000000000231e+00,2.221004416698880712e-01
2.770000000000000018e+00,2.240572833690225862e-01
2.780000000000000249e+00,2.257176669822557047e-01
2.790000000000000036e+00,2.267423844703738423e-01
2.800000000000000266e+00,2.280226755969841645e-01
2.810000000000000053e+00,2.302539645758671372e-01
2.819999999999999840e+00,2.329288469773276027e-01
2.830000000000000071e+00,2.363379889915928622e-01
2.839999999999999858e+00,2.394949296509467918e-01
2.850000000000000089e+00,2.416528776632145548e-01
2.859999999999999876e+00,2.435248728278717745e-01
2.870000000000000107e+00,2.451345650483541250e-01
2.879999999999999893e+00,2.465880635174507174e-01
2.890000000000000124e+00,2.480338629670684747e-01
2.899999999999999911e+00,2.497697480401096515e-01
2.910000000000000142e+00,2.520328968675417669e-01
2.919999999999999929e+00,2.543302888738612211e-01
2.930000000000000160e+00,2.562230056829408187e-01
2.939999999999999947e+00,2.579508580584622401e-01
2.950000000000000178e+00,2.594239810628753973e-01
2.959999999999999964e+00,2.609008152449353024e-01
2.970000000000000195e+00,2.625626097915291779e-01
2.979999999999999982e+00,2.642319780889239578e-01
2.990000000000000213e+00,2.659927676837779420e-01
3.000000000000000000e+00,2.666003845601617739e-01
3.010000000000000231e+00,2.677534095260871161e-01
3.020000000000000018e+00,2.698936052311207145e-01
3.030000000000000249e+00,2.713496768899558154e-01
3.040000000000000036e+00,2.727652107400133641e-01
3.050000000000000266e+00,2.740814109758205053e-01
3.060000000000000053e+00,2.754313233865308130e-01
3.070000000000000284e+00,2.769880858067499396e-01
3.080000000000000071e+00,2.788166615174709762e-01
3.089999999999999858e+00,2.808164104077652823e-01
3.100000000000000089e+00,2.828532723816207239e-01
3.109999999999999876e+00,2.849006934512841038e-01
3.120000000000000107e+00,2.870159465616883843e-01
3.129999999999999893e+00,2.893016093638254294e-01
3.140000000000000124e+00,2.918891453980263506e-01
3.149999999999999911e+00,2.949152714047161838e-01
3.160000000000000142e+00,2.984961284546306381e-01
3.169999999999999929e+00,3.023407262714191135e-01
3.180000000000000160e+00,3.059874354889017822e-01
3.189999999999999947e+00,3.093640276822907653e-01
3.200000000000000178e+00,3.125480106892527532e-01
3.209999999999999964e+00,3.155678673193250128e-01
3.220000000000000195e+00,3.184067540934943374e-01
3.229999999999999982e+00,3.210347759308482818e-01
3.240000000000000213e+00,3.233238458161749040e-01
3.250000000000000000e+00,3.249887993375444317e-01
3.260000000000000231e+00,3.271934344866411215e-01
3.270000000000000018e+00,3.300073401081568547e-01
3.280000000000000249e+00,3.326850998631835088e-01
3.290000000000000036e+00,3.356869056152013697e-01
3.300000000000000266e+00,3.389174194694682396e-01
3.310000000000000053e+00,3.422954213091752296e-01
3.320000000000000284e+00,3.457397926105006403e-01
3.330000000000000071e+00,3.492037453086599408e-01
3.339999999999999858e+00,3.526552901277436591e-01
3.350000000000000089e+00,3.560430454870406880e-01
3.359999999999999876e+00,3.593386535772927215e-01
3.370000000000000107e+00,3.626343259400169328e-01
3.379999999999999893e+00,3.661074972799358007e-01
3.390000000000000124e+00,3.698117225023598853e-01
3.399999999999999911e+00,3.734292123040844902e-01
3.410000000000000142e+00,3.767276659178370180e-01
3.419999999999999929e+00,3.799384213867953997e-01
3.430000000000000160e+00,3.832630607060636407e-01
3.439999999999999947e+00,3.866380711076997656e-01
3.450000000000000178e+00,3.898832592371607730e-01
3.459999999999999964e+00,3.928609313086815491e-01
3.470000000000000195e+00,3.954772485877603994e-01
3.479999999999999982e+00,3.978209859756012823e-01
3.490000000000000213e+00,4.000039533947056247e-01
3.500000000000000000e+00,4.019789933073972810e-01
3.510000000000000231e+00,4.038402947769112461e-01
3.520000000000000018e+00,4.056692856123073621e-01
3.530000000000000249e+00,4.073750751772183820e-01
3.540000000000000036e+00,4.089033671839120698e-01
3.550000000000000266e+00,4.102906803212195141e-01
3.560000000000000053e+00,4.115944747561268158e-01
3.570000000000000284e+00,4.128561266800315765e-01
3.580000000000000071e+00,4.141025558035434928e-01
3.589999999999999858e+00,4.153504438212219929e-01
3.600000000000000089e+00,4.166077487403390678e-01
3.609999999999999876e+00,4.178779721718143825e-01
3.620000000000000107e+00,4.191654521616963724e-01
3.629999999999999893e+00,4.204823682699916909e-01
3.640000000000000124e+00,4.218618292310764017e-01
3.649999999999999911e+00,4.233663690245659805e-01
3.660000000000000142e+00,4.250848517460398268e-01
3.669999999999999929e+00,4.271185402668454811e-01
3.680000000000000160e+00,4.295271660891292753e-01
3.689999999999999947e+00,4.322418769500427915e-01
3.700000000000000178e+00,4.350246961071353446e-01
3.709999999999999964e+00,4.376551345267781223e-01
3.720000000000000195e+00,4.401815383607721177e-01
3.729999999999999982e+00,4.427593388037152078e-01
3.740000000000000213e+00,4.456551397441835816e-01
3.750000000000000000e+00,4.481718946647351709e-01
3.760000000000000231e+00,4.498501931936814691e-01
3.770000000000000018e+00,4.514196337059219188e-01
3.780000000000000249e+00,4.530126564180661508e-01
3.790000000000000036e+00,4.545372944339773902e-01
3.800000000000000266e+00,4.560890871184313244e-01
3.810000000000000053e+00,4.576862170195039048e-01
3.820000000000000284e+00,4.592974234800058508e-01
3.830000000000000071e+00,4.609752848969783101e-01
3.839999999999999858e+00,4.627817210558484162e-01
3.850000000000000089e+00,4.646714846879362870e-01
3.859999999999999876e+00,4.666046827843487455e-01
3.870000000000000107e+00,4.687924739010493336e-01
3.879999999999999893e+00,4.712298824534905117e-01
3.890000000000000124e+00,4.735726120652406501e-01
3.899999999999999911e+00,4.756771919086839051e-01
3.910000000000000142e+00,4.777039201797489976e-01
3.919999999999999929e+00,4.798876620931144532e-01
3.930000000000000160e+00,4.817651308670725663e-01
3.939999999999999947e+00,4.831370775094911418e-01
3.950000000000000178e+00,4.846445758272326931e-01
3.959999999999999964e+00,4.862916621470294576e-01
3.970000000000000195e+00,4.879430974954448441e-01
3.979999999999999982e+00,4.900133521678156079e-01
3.990000000000000213e+00,4.929009191607486295e-01
4.000000000000000000e+00,4.967375170232611326e-01
4.009999999999999787e+00,5.005290899534435844e-01
4.020000000000000462e+00,5.034091099665590763e-01
4.030000000000000249e+00,5.059801787285638230e-01
4.040000000000000036e+00,5.087742855378293294e-01
4.049999999999999822e+00,5.117371938686471333e-01
4.060000000000000497e+00,5.146872814477528868e-01
4.070000000000000284e+00,5.175015230475197292e-01
4.080000000000000071e+00,5.201269285027163569e-01
4.089999999999999858e+00,5.225635903257328518e-01
4.099999999999999645e+00,5.248763871919607249e-01
4.110000000000000320e+00,5.268286099342305295e-01
4.120000000000000107e+00,5.281140225984024550e-01
4.129999999999999893e+00,5.295463708616032772e-01
4.139999999999999680e+00,5.315135706986504616e-01
4.150000000000000355e+00,5.334199192650033172e-01
4.160000000000000142e+00,5.353065165445586304e-01
4.169999999999999929e+00,5.380360584601058260e-01
4.179999999999999716e+00,5.403006479175215260e-01
4.190000000000000391e+00,5.410432205082329471e-01
4.200000000000000178e+00,5.423294892826395763e-01
4.209999999999999964e+00,5.446758373087381422e-01
4.219999999999999751e+00,5.467359855475172337e-01
4.230000000000000426e+00,5.489155454734947481e-01
4.240000000000000213e+00,5.512826490649541666e-01
4.250000000000000000e+00,5.537966066262297593e-01
4.259999999999999787e+00,5.568824604708485504e-01
4.270000000000000462e+00,5.598869310895041584e-01
4.280000000000000249e+00,5.627351067669472684e-01
4.290000000000000036e+00,5.655514801094813082e-01
4.299999999999999822e+00,5.686386852670863856e-01
4.310000000000000497e+00,5.720760183684965305e-01
4.320000000000000284e+00,5.753396387401084056e-01
4.330000000000000071e+00,5.780267521282854704e-01
4.339999999999999858e+00,5.803800822733715670e-01
4.350000000000000533e+00,5.826419277483763093e-01
4.360000000000000320e+00,5.848172415852185280e-01
4.370000000000000107e+00,5.866985037427573380e-01
4.379999999999999893e+00,5.888507182636711912e-01
4.389999999999999680e+00,5.909409285612388096e-01
4.400000000000000355e+00,5.933910778651293461e-01
4.410000000000000142e+00,5.965329819629584529e-01
4.419999999999999929e+00,5.994812272147177490e-01
4.429999999999999716e+00,6.029903015613782280e-01
4.440000000000000391e+00,6.071203472522954669e-01
4.450000000000000178e+00,6.107076889766390737e-01
4.459999999999999964e+00,6.130776006778650977e-01
4.469999999999999751e+00,6.146844037512082526e-01
4.480000000000000426e+00,6.154111502853853999e-01
4.490000000000000213e+00,6.162133869769994554e-01
4.500000000000000000e+00,6.178260388360563571e-01
4.509999999999999787e+00,6.195354260780384648e-01
4.520000000000000462e+00,6.213480004349122288e-01
4.530000000000000249e+00,6.233537519240269775e-01
4.540000000000000036e+00,6.259912761470173281e-01
4.549999999999999822e+00,6.291602196445964523e-01
4.560000000000000497e+00,6.326736038377338556e-01
4.570000000000000284e+00,6.367900935107260185e-01
4.580000000000000071e+00,6.404441974066157339e-01
4.589999999999999858e+00,6.434048644190416555e-01
4.600000000000000533e+00,6.463605948993582651e-01
4.610000000000000320e+00,6.488758289008501601e-01
4.620000000000000107e+00,6.511027702742050449e-01
4.629999999999999893e+00,6.535832954011627782e-01
4.639999999999999680e+00,6.563768843246720053e-01
4.650000000000000355e+00,6.595002928138372633e-01
4.660000000000000142e+00,6.629389494586724885e-01
4.669999999999999929e+00,6.666918662439512699e-01
4.679999999999999716e+00,6.701880999997610333e-01
4.690000000000000391e+00,6.730499769782983810e-01
4.700000000000000178e+00,6.757844733121437519e-01
4.709999999999999964e+00,6.788306802021121245e-01
4.719999999999999751e+00,6.828385147611495398e-01
4.730000000000000426e+00,6.872990016105556821e-01
4.740000000000000213e+00,6.913169743035179060e-01
4.750000000000000000e+00,6.953532613574036070e-01
4.759999999999999787e+00,6.997877180809778386e-01
4.770000000000000462e+00,7.045885650071707085e-01
4.780000000000000249e+00,7.096524101727916811e-01
4.790000000000000036e+00,7.147969423153756052e-01
4.799999999999999822e+00,7.198586910621571633e-01
4.810000000000000497e+00,7.247544421477860599e-01
4.820000000000000284e+00,7.294792393289227794e-01
4.830000000000000071e+00,7.341057463212883327e-01
4.839999999999999858e+00,7.387484564055664116e-01
4.850000000000000533e+00,7.434427221450534695e-01
4.860000000000000320e+00,7.483325592682622540e-01
4.870000000000000107e+00,7.530945900568454254e-01
4.879999999999999893e+00,7.576004870753448861e-01
4.889999999999999680e+00,7.619136266481805198e-01
4.900000000000000355e+00,7.654799828481856361e-01
4.910000000000000142e+00,7.694580335060354770e-01
4.919999999999999929e+00,7.739934767411175143e-01
4.929999999999999716e+00,7.765152397945072060e-01
4.940000000000000391e+00,7.780821576718518484e-01
4.950000000000000178e+00,7.811143365205133193e-01
4.959999999999999964e+00,7.853721065236693999e-01
4.969999999999999751e+00,7.892829175862332569e-01
4.980000000000000426e+00,7.928479790411174788e-01
4.990000000000000213e+00,7.984965757043457346e-01
5.000000000000000000e+00,8.053815085942772622e-01
