t,cyc0,cyc1,cyc2,cyc3,total0,total1,total2,total3,rg2,rg2dot,length,b0,b1,b2,b3,a0_over_Rg,a1_over_Rg,a2_over_Rg,a3_over_Rg
6.400000000000000133e-01,3.102941297406535542e-02,5.694916961062960331e-02,7.822393847989037030e-02,4.724485986199250531e-02,1.967486271858258362e-01,-2.898057903271934396e-02,8.719365052053285048e-02,2.423975506661114609e-01,9.332811988231778377e-01,-6.235036814304499575e-02,1.083947568787767679e+01,2.073881775693711682e-02,2.410375530369670075e-02,2.130964389081556332e-02,2.082498617269018179e-02,1.490684511710661797e-01,1.607074819671393540e-01,1.511060446460440188e-01,1.493778149339904382e-01
6.424999999999999600e-01,3.099786156675257351e-02,5.699682380932113990e-02,7.824616554342857244e-02,4.715208570680635286e-02,1.972439820567893354e-01,-2.838570683719409890e-02,8.718940285431106552e-02,2.432068710134609180e-01,9.331257263673187197e-01,-6.202760738300971965e-02,1.084316794012986129e+01,2.072860659339267192e-02,2.410548379396196608e-02,2.130499934499667514e-02,2.081234912257510020e-02,1.490441631876576745e-01,1.607266321000749010e-01,1.511021629286520840e-01,1.493449251934621802e-01
6.450000000000000178e-01,3.096647249274655719e-02,5.704425053055467432e-02,7.826822507857456035e-02,4.706068112366043610e-02,1.977388619815440562e-01,-2.779090443992844259e-02,8.718491108941858747e-02,2.440152354615989783e-01,9.329710607326046068e-01,-6.170491101218108371e-02,1.084687334773277101e+01,2.071837481243010703e-02,2.410717655853850810e-02,2.130035604417154435e-02,2.079967768175513404e-02,1.490197245668800075e-01,1.607455977188473051e-01,1.510982188996536912e-01,1.493118292434134353e-01
6.474999999999999645e-01,3.093524511298312296e-02,5.709144856530403572e-02,7.829011683383040043e-02,4.697066476732625340e-02,1.982332671260758628e-01,-2.719617054834390368e-02,8.718017522761735416e-02,2.448226570034382210e-01,9.328172017596927379e-01,-6.138227771884700867e-02,1.085059191389592748e+01,2.070812247413349183e-02,2.410883359405070411e-02,2.129571400096297654e-02,2.078697197173692487e-02,1.489951354539439943e-01,1.607643787513969857e-01,1.510942125911422518e-01,1.492785273826468251e-01
6.500000000000000222e-01,3.090417877751936576e-02,5.713841670163380404e-02,7.831184055351253503e-02,4.688205507490918189e-02,1.987271976479508262e-01,-2.660150387142157236e-02,8.717519526824749065e-02,2.456291485904889826e-01,9.326641492925734633e-01,-6.105970614897589244e-02,1.085432364196405963e+01,2.069784963858861335e-02,2.411045489720509485e-02,2.129107322798253973e-02,2.077423211339653533e-02,1.489703959943286249e-01,1.607829751259173545e-01,1.510901440351721803e-01,1.492450199081431783e-01
6.524999999999999689e-01,3.087327282553332594e-02,5.718515372471061342e-02,7.833339597780873687e-02,4.679487026217074574e-02,1.992206536971260211e-01,-2.600690311885096861e-02,8.716997120828674783e-02,2.464347231302752850e-01,9.325119031786748280e-01,-6.073719490588127407e-02,1.085806853541693506e+01,2.068755636588295518e-02,2.411204046479041227e-02,2.128643373783069975e-02,2.076145822698225590e-02,1.489455063337730423e-01,1.608013867708460720e-01,1.510860132637505127e-01,1.492113071150610037e-01
6.550000000000000266e-01,3.084252658532565111e-02,5.723165841681535082e-02,7.835478284283665940e-02,4.670912831990328001e-02,1.997136354167734218e-01,-2.541236700016987274e-02,8.716450304241263325e-02,2.472393934837588125e-01,9.323604632689705962e-01,-6.041474254988914161e-02,1.086182659786919480e+01,2.067724271610565240e-02,2.411359029367756562e-02,2.128179554309695895e-02,2.074865043211752968e-02,1.489204666182684378e-01,1.608196136148560551e-01,1.510818203088285794e-01,1.491773892967357684e-01
6.574999999999999734e-01,3.081193937432320437e-02,5.727792955735602071e-02,7.837600088070256765e-02,4.662484701036038320e-02,2.002061429441169271e-01,-2.481789422389490962e-02,8.715879076306393136e-02,2.480431724627697732e-01,9.322098294180879430e-01,-6.009234759800656522e-02,1.086559783307017746e+01,2.066690874934738395e-02,2.411510438081958252e-02,2.127715865635997419e-02,2.073580884780404365e-02,1.488952769940493359e-01,1.608376555868461788e-01,1.510775652022935678e-01,1.491432667446800642e-01
6.600000000000000311e-01,3.078151049908473685e-02,5.732396592288119264e-02,7.839704981956217844e-02,4.654204386374399122e-02,2.006981764112844291e-01,-2.422348349664283154e-02,8.715283436050491606e-02,2.488460728274507483e-01,9.320600014844154790e-01,-5.977000852359183602e-02,1.086938224490375582e+01,2.065655452570024087e-02,2.411658272325147706e-02,2.127252309018769216e-02,2.072293359242495178e-02,1.488699376075852121e-01,1.608555126159317006e-01,1.510732479759598068e-01,1.491089397485839685e-01
6.624999999999999778e-01,3.075123925530826030e-02,5.736976628709439946e-02,7.841792938368191690e-02,4.646073617474974493e-02,2.011897359461720380e-01,-2.362913352224373098e-02,8.714663382288954929e-02,2.496481072837118675e-01,9.319109793302136069e-01,-5.944772375602732500e-02,1.087317983738815030e+01,2.064618010525752848e-02,2.411802531809008679e-02,2.126788885713746038e-02,2.071002478374824735e-02,1.488444486055713611e-01,1.608731846314346015e-01,1.510688686615603016e-01,1.490744085963160159e-01
