m,q,time_ratio_q2_over_m,stage_energy_ratio_m2q,L3_or_Gamma_ratio_m,relative_core_ratio_m_minus_half,finite_budget_window
2.000000000000000000e+00,6.201766430668103069e-01,1.923095343028089210e-01,2.480706572267241228e+00,2.000000000000000000e+00,7.071067811865475727e-01,0.000000000000000000e+00
2.000000000000000000e+00,6.307932605769471790e-01,1.989500687946481883e-01,2.523173042307788716e+00,2.000000000000000000e+00,7.071067811865475727e-01,0.000000000000000000e+00
2.000000000000000000e+00,6.415916207705859575e-01,2.058199039215136972e-01,2.566366483082343830e+00,2.000000000000000000e+00,7.071067811865475727e-01,0.000000000000000000e+00
2.000000000000000000e+00,6.525748348460898018e-01,2.129269575372007006e-01,2.610299339384359207e+00,2.000000000000000000e+00,7.071067811865475727e-01,0.000000000000000000e+00
2.000000000000000000e+00,6.637460672614886592e-01,2.202794209025463190e-01,2.654984269045954637e+00,2.000000000000000000e+00,7.071067811865475727e-01,0.000000000000000000e+00
2.000000000000000000e+00,6.751085366462211690e-01,2.278857681263010693e-01,2.700434146584884676e+00,2.000000000000000000e+00,7.071067811865475727e-01,0.000000000000000000e+00
2.000000000000000000e+00,6.866655167284734240e-01,2.357547659319907118e-01,2.746662066913893696e+00,2.000000000000000000e+00,7.071067811865475727e-01,0.000000000000000000e+00
2.000000000000000000e+00,6.984203372784000274e-01,2.438954837620370131e-01,2.793681349113600110e+00,2.000000000000000000e+00,7.071067811865475727e-01,0.000000000000000000e+00
2.000000000000000000e+00,7.103763850674922331e-01,2.523173042307790270e-01,2.841505540269968932e+00,2.000000000000000000e+00,7.071067811865475727e-01,0.000000000000000000e+00
2.000000000000000000e+00,7.225371048443612887e-01,2.610299339384357653e-01,2.890148419377445155e+00,2.000000000000000000e+00,7.071067811865475727e-01,0.000000000000000000e+00
2.000000000000000000e+00,7.349060003272371855e-01,2.700434146584885786e-01,2.939624001308948742e+00,2.000000000000000000e+00,7.071067811865475727e-01,0.000000000000000000e+00
2.000000000000000000e+00,7.474866352134470482e-01,2.793681349113604218e-01,2.989946540853788193e+00,2.000000000000000000e+00,7.071067811865475727e-01,0.000000000000000000e+00
2.000000000000000000e+00,7.602826342061806963e-01,2.890148419377445710e-01,3.041130536824722785e+00,2.000000000000000000e+00,7.071067811865475727e-01,0.000000000000000000e+00
2.000000000000000000e+00,7.732976840588350331e-01,2.989946540853788970e-01,3.093190736235340133e+00,2.000000000000000000e+00,7.071067811865475727e-01,0.000000000000000000e+00
2.000000000000000000e+00,7.865355346372264744e-01,3.093190736235338356e-01,3.146142138548905898e+00,2.000000000000000000e+00,7.071067811865475727e-01,0.000000000000000000e+00
2.000000000000000000e+00,8.000000000000000444e-01,3.200000000000000622e-01,3.200000000000000178e+00,2.000000000000000000e+00,7.071067811865475727e-01,0.000000000000000000e+00
3.000000000000000000e+00,5.000000000000000104e-03,8.333333333333333733e-06,4.499999999999999833e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,5.085593496859515568e-03,8.621087071766598417e-06,4.577034147173564271e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,5.172652243059954781e-03,8.918777075877726892e-06,4.655387018753959216e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,5.261201321764298437e-03,9.226746449378132807e-06,4.735081189587868333e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,5.351266245526636704e-03,9.545350143504249092e-06,4.816139620973972774e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,5.442872963642820562e-03,9.874955366117993790e-06,4.898585667278538419e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,5.536047869626881460e-03,1.021594200493344492e-05,4.982443082664193140e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,5.630817808815483973e-03,1.056870306535786944e-05,5.067736027933935489e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,5.727210086102555581e-03,1.093364512345161437e-05,5.154489077492299676e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,5.825252473806271508e-03,1.131118879452869512e-05,5.242727226425644704e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,5.924973219670796355e-03,1.170176921793870813e-05,5.332475897703716633e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,6.026401055004918829e-03,1.210583655858813399e-05,5.423760949504426859e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,6.129565202960061965e-03,1.252385652577961020e-05,5.516608682664055768e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,6.234495386950014185e-03,1.295631090996700290e-05,5.611045848255012680e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,6.341221839214723072e-03,1.340369813804458603e-05,5.707099655293250418e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,6.449775309530786892e-03,1.386653384781098639e-05,5.804797778577708289e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,6.560187074070968419e-03,1.434535148226927165e-05,5.904168366663871403e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,6.672488944415428530e-03,1.484070290444870512e-05,6.005240049973885330e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,6.786713276717224429e-03,1.535315903345661404e-05,6.108041949045502073e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,6.902892981024643347e-03,1.588331050249309538e-05,6.212603682922179099e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,7.021061530763225353e-03,1.643176833958774979e-05,6.318955377686902297e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,7.141252972379995810e-03,1.699916467184204062e-05,6.427127675141995622e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,7.263501935152872138e-03,1.758615345398983836e-05,6.537151741637585445e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,7.387843641167991804e-03,1.819341122211544509e-05,6.649059277051191930e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,7.514313915467765725e-03,1.882163787339750238e-05,6.762882523920989153e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,7.642949196372768317e-03,1.947155747277838257e-05,6.878654276735490791e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,7.773786545980202432e-03,2.014391908748760113e-05,6.996407891382182276e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,7.906863660842176206e-03,2.083949765038217773e-05,7.116177294757958238e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,8.042218882826759896e-03,2.155909485309843014e-05,7.237996994544083906e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,8.179891210164914883e-03,2.230354007004441066e-05,7.361902089148422701e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,8.319920308686593394e-03,2.307369131429854215e-05,7.487928277817934575e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,8.462346523249191302e-03,2.387043622651589144e-05,7.616111870924271998e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,8.607210889361555442e-03,2.469469309798137991e-05,7.746489800425400418e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,8.754555145007107686e-03,2.554741192899013963e-05,7.879099630506397611e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,8.904421742669234308e-03,2.642957552377353633e-05,8.013979568402310183e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,9.056853861562618249e-03,2.734220062323390048e-05,8.151168475406356251e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,9.211895420073969859e-03,2.828633907679326117e-05,8.290705878066573220e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,9.369591088415618607e-03,2.926307905470579260e-05,8.432631979574056746e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,9.529986301495868908e-03,3.027354630223297002e-05,8.576987671346282538e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,9.693127272009533987e-03,3.131890543712499605e-05,8.723814544808580762e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,9.859061003752651528e-03,3.240036129190541144e-05,8.873154903377386549e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.002783530516514719e-02,3.351916030250552475e-05,9.025051774648631953e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.019949880310522250e-02,3.467659194484829307e-05,9.179548922794700250e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.037410095685966163e-02,3.587399022103885331e-05,9.336690861173695122e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.055169207239391171e-02,3.711273519687350675e-05,9.496522865154520543e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.073232331684611206e-02,3.839425459243957684e-05,9.659090985161500331e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.091604673326926865e-02,3.972002542763955311e-05,9.824442059942341265e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.110291525562574592e-02,4.109157572453564180e-05,9.992623730063171505e-02,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.129298272403851493e-02,4.251048626847744747e-05,1.016368445163466361e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.148630390030342188e-02,4.397839243004187016e-05,1.033767351027307935e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.168293448366702902e-02,4.549698604988539893e-05,1.051464103530032612e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.188293112687456750e-02,4.706801738868149538e-05,1.069463801418711058e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.208635145249255770e-02,4.869329714438964951e-05,1.087771630724330141e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.229325406951093866e-02,5.037469853918241929e-05,1.106392866255984514e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.250369859022932260e-02,5.211415947843425225e-05,1.125332873120638982e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.271774564743233596e-02,5.391368478426137662e-05,1.144597108268910202e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.293545691185906017e-02,5.577534850618744399e-05,1.164191122067315398e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.315689510997137754e-02,5.770129631159624681e-05,1.184120559897424013e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.338212404202663436e-02,5.969374795872909082e-05,1.204391163782397023e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.361120860045960702e-02,6.175499985507519108e-05,1.225008774041364684e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.384421478857913133e-02,6.388742770410437203e-05,1.245979330972121768e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.408120973958486809e-02,6.609348924339325374e-05,1.267308876562638076e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.432226173590952882e-02,6.837572707729941749e-05,1.289003556231857472e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.456744022889227066e-02,7.073677160744962808e-05,1.311069620600304464e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.481681585878884613e-02,7.317934406441888126e-05,1.333513427290996256e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.507046047512429314e-02,7.570625964409451051e-05,1.356341442761186400e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.532844715739408933e-02,7.832043075234097773e-05,1.379560244165468075e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.559085023611961503e-02,8.102487036170369068e-05,1.403176521250765474e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.585774531426410727e-02,8.382269548402175748e-05,1.427197078283769516e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.612920928901519918e-02,8.671713076295140075e-05,1.451628836011367996e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.640532037394035192e-02,8.971151219054080285e-05,1.476478833654631673e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.668615812152158748e-02,9.280929095214028167e-05,1.501754230936942769e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.697180344607595107e-02,9.601403740407849776e-05,1.527462310146835700e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.726233864706834542e-02,9.932944518868979712e-05,1.553610478236150949e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.755784743282349722e-02,1.027593354914355458e-04,1.580206268954114646e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.785841494464373430e-02,1.063076614450248885e-04,1.607257345017936156e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.816412778133978667e-02,1.099785126856132927e-04,1.634771500320580939e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.847507402418136976e-02,1.137761200663270551e-04,1.662756662176323175e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.879134326227497806e-02,1.177048605335490782e-04,1.691220893604747921e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.911302661837610550e-02,1.217692621715845102e-04,1.720172395653849495e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.944021677514325835e-02,1.259740094215204456e-04,1.749619509762893321e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,1.977300800184155632e-02,1.303239484802967230e-04,1.779570720165740139e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,2.011149618150331886e-02,1.348240928862075099e-04,1.810034656335298697e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,2.045577883855363363e-02,1.394796292972728718e-04,1.841020095469826923e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,2.080595516690897373e-02,1.442959234691420709e-04,1.872535965021807636e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,2.116212605855657611e-02,1.492785264394130883e-04,1.904591345270091884e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,2.152439413262331389e-02,1.544331809255029765e-04,1.937195471936098146e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,2.189286376494205266e-02,1.597658279434375768e-04,1.970357738844784601e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,2.226764111812410546e-02,1.652826136551904584e-04,2.004087700631169422e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,2.264883417214670278e-02,1.709898964524667281e-04,2.038395075493203146e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,2.303655275546375933e-02,1.768942542850883242e-04,2.073289747991738374e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,2.343090857664952009e-02,1.830024922424360013e-04,2.108781771898456947e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,2.383201525658373496e-02,1.893216503966799798e-04,2.144881373092536181e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,2.423998836118777811e-02,1.958590119168396359e-04,2.181598952506900169e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,2.465494543472138492e-02,2.026221114630296282e-04,2.218945089124924608e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,2.507700603364904773e-02,2.096187438705569058e-04,2.256930543028414227e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,2.550629176108647547e-02,2.168569731338892785e-04,2.295566258497782897e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,2.594292630183656773e-02,2.243451417008411998e-04,2.334863367165291026e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,2.638703545802512096e-02,2.320918800876916590e-04,2.374833191222260886e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,2.683874718534680695e-02,2.401061168263203679e-04,2.415487246681212730e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,2.729819162993125936e-02,2.483970887548163494e-04,2.456837246693813204e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,2.776550116584064129e-02,2.569743516634326774e-04,2.498895104925657751e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,2.824081043320889745e-02,2.658477913081468201e-04,2.541672938988800978e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,2.872425637703387991e-02,2.750276348045238421e-04,2.585183073933049469e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,2.921597828663379665e-02,2.845244624150191737e-04,2.629438045797041767e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,2.971611783577872076e-02,2.943492197432954018e-04,2.674450605220085042e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,3.022481912350945266e-02,3.045132303496209049e-04,2.720233721115850600e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,3.074222871565496229e-02,3.150282088018802116e-04,2.766800584408946606e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,3.126849568706053378e-02,3.259062741772410167e-04,2.814164611835447971e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,3.180377166453896010e-02,3.371599640300437426e-04,2.862339449808506409e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,3.234821087055684413e-02,3.488022488420039675e-04,2.911338978350115902e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,3.290197016766881893e-02,3.608465469713896295e-04,2.961177315090193773e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,3.346520910371247187e-02,3.733067401184000586e-04,3.011868819334122538e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,3.403808995777678897e-02,3.861971893245683542e-04,3.063428096199911077e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,3.462077778695774738e-02,3.995327515246356771e-04,3.115870000826197472e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,3.521344047391414961e-02,4.133287966699651021e-04,3.169209642652273673e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,3.581624877523745948e-02,4.276012254432329305e-04,3.223462389771371561e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,3.642937637065004480e-02,4.423664875848252434e-04,3.278643873358503824e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,3.705299991304510099e-02,4.576416008520401107e-04,3.334769992174059228e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,3.768729907938365292e-02,4.734441706329706461e-04,3.391856917144528971e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,3.833245662246263091e-02,4.897924102376596681e-04,3.449921096021636990e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,3.898865842356905032e-02,5.067051618899139987e-04,3.508979258121214251e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,3.965609354603595593e-02,5.242019184439848916e-04,3.569048419143235895e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,4.033495428971459185e-02,5.423028458511218236e-04,3.630145886074312989e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,4.102543624637965819e-02,5.610288064019205902e-04,3.692289262174169306e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,4.172773835608261511e-02,5.804013827712294548e-04,3.755496452047435429e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,4.244206296446978444e-02,6.004429028933392721e-04,3.819785666802280599e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,4.316861588108193010e-02,6.211764656961329999e-04,3.885175429297373917e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,4.390760643865131846e-02,6.426259677238315912e-04,3.951684579478618731e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,4.465924755341441066e-02,6.648161306790504113e-04,4.019332279807297237e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,4.542375578645671541e-02,6.877725299158865763e-04,4.088138020781104665e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,4.620135140610777402e-02,7.115216239168856106e-04,4.158121626549699523e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,4.699225845140458935e-02,7.360907847878687049e-04,4.229303260626413041e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,4.779670479664094307e-02,7.615083298057463397e-04,4.301703431697684876e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,4.861492221702221755e-02,7.878035540557068103e-04,4.375342999531999788e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,4.944714645544388137e-02,8.150067641953720856e-04,4.450243180989949532e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,5.029361729041307433e-02,8.431493133848455947e-04,4.526425556137176898e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,5.115457860513318578e-02,8.722636374229167161e-04,4.603912074461986581e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,5.203027845777082744e-02,9.023832921310569579e-04,4.682725061199374261e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,5.292096915292578835e-02,9.335429920283075779e-04,4.762887223763320743e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,5.382690731432449027e-02,9.657786503416265073e-04,4.844421658289204125e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,5.474835395875768396e-02,9.991274203978060212e-04,4.927351856288191279e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,5.568557457128418126e-02,1.033627738444683726e-03,5.011701711415575966e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,5.663883918172166188e-02,1.069319367950976327e-03,5.097495526354949291e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,5.760842244244710614e-02,1.106243445435814562e-03,5.184758019820239205e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,5.859460370752896108e-02,1.144442527880788849e-03,5.273514333677606913e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,5.959766711321392435e-02,1.183960641779153436e-03,5.363790040189253538e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,6.061790165979176470e-02,1.224843333878728466e-03,5.455611149381258684e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
3.000000000000000000e+00,6.165560129486130636e-02,1.267137723676967738e-03,5.549004116537517017e-01,3.000000000000000000e+00,5.773502691896257311e-01,1.000000000000000000e+00
