m,q,time_ratio_q2_over_m,stage_energy_ratio_m2q,L3_or_Gamma_ratio_m,relative_core_ratio_m_minus_half,finite_budget_window
4.000000000000000000e+00,8.042218882826759896e-03,1.616932113982382345e-05,1.286755021252281583e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,8.179891210164914883e-03,1.672765505253330799e-05,1.308782593626386381e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,8.319920308686593394e-03,1.730526848572390576e-05,1.331187249389854943e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,8.462346523249191302e-03,1.790282716988691943e-05,1.353975443719870608e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,8.607210889361555442e-03,1.852101982348603408e-05,1.377153742297848871e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,8.754555145007107686e-03,1.916055894674260557e-05,1.400728823201137230e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,8.904421742669234308e-03,1.982218164283015225e-05,1.424707478827077489e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,9.056853861562618249e-03,2.050665046742542621e-05,1.449096617850018920e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,9.211895420073969859e-03,2.121475430759494588e-05,1.473903267211835177e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,9.369591088415618607e-03,2.194730929102934361e-05,1.499134574146498977e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,9.529986301495868908e-03,2.270515972667472751e-05,1.524797808239339025e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,9.693127272009533987e-03,2.348917907784374873e-05,1.550900363521525438e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,9.859061003752651528e-03,2.430027096892905858e-05,1.577449760600424244e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.002783530516514719e-02,2.513937022687914356e-05,1.604453648826423551e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.019949880310522250e-02,2.600744395863621811e-05,1.631919808496835600e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.037410095685966163e-02,2.690549266577913829e-05,1.659856153097545861e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.055169207239391171e-02,2.783455139765513006e-05,1.688270731583025874e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.073232331684611206e-02,2.879569094432968263e-05,1.717171730695377929e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.091604673326926865e-02,2.979001907072966653e-05,1.746567477323082984e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.110291525562574592e-02,3.081868179340173304e-05,1.776466440900119348e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.129298272403851493e-02,3.188286470135808729e-05,1.806877235846162388e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.148630390030342188e-02,3.298379432253140093e-05,1.837808624048547501e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.168293448366702902e-02,3.412273953741405089e-05,1.869269517386724644e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.188293112687456750e-02,3.530101304151112154e-05,1.901268980299930800e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.208635145249255770e-02,3.651997285829223713e-05,1.933816232398809232e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.229325406951093866e-02,3.778102390438681447e-05,1.966920651121750185e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.250369859022932260e-02,3.908561960882568918e-05,2.000591774436691617e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.271774564743233596e-02,4.043526358819603077e-05,2.034839303589173753e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.293545691185906017e-02,4.183151137964058469e-05,2.069673105897449628e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.315689510997137754e-02,4.327597223369718341e-05,2.105103217595420406e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.338212404202663436e-02,4.477031096904681811e-05,2.141139846724261497e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.361120860045960702e-02,4.631624989130639331e-05,2.177793376073537124e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.384421478857913133e-02,4.791557077807828241e-05,2.215074366172661013e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.408120973958486809e-02,4.957011693254494031e-05,2.252993558333578894e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.432226173590952882e-02,5.128179530797455973e-05,2.291561877745524611e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.456744022889227066e-02,5.305257870558722106e-05,2.330790436622763306e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.481681585878884613e-02,5.488450804831416434e-05,2.370690537406215381e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.507046047512429314e-02,5.677969473307088288e-05,2.411273676019886902e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.532844715739408933e-02,5.874032306425573668e-05,2.452551545183054293e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.559085023611961503e-02,6.076865277127776462e-05,2.494536037779138404e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.585774531426410727e-02,6.286702161301631472e-05,2.537239250282257164e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.612920928901519918e-02,6.503784807221355056e-05,2.580673486242431869e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.640532037394035192e-02,6.728363414290559875e-05,2.624851259830456307e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.668615812152158748e-02,6.960696821410521464e-05,2.669785299443453996e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.697180344607595107e-02,7.201052805305887671e-05,2.715488551372152171e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.726233864706834542e-02,7.449708389151735123e-05,2.761974183530935267e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.755784743282349722e-02,7.706950161857666277e-05,2.809255589251759555e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.785841494464373430e-02,7.973074608376866975e-05,2.857346391142997488e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.816412778133978667e-02,8.248388451420996610e-05,2.906260445014365867e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.847507402418136976e-02,8.533209004974529131e-05,2.956011843869019162e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.879134326227497806e-02,8.827864540016180526e-05,3.006614921963996490e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.911302661837610550e-02,9.132694662868838607e-05,3.058084258940176881e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.944021677514325835e-02,9.448050706614034096e-05,3.110434684022921337e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,1.977300800184155632e-02,9.774296136022254900e-05,3.163681280294649012e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,2.011149618150331886e-02,1.011180696646556392e-04,3.217839389040531017e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,2.045577883855363363e-02,1.046097219729546607e-04,3.272924614168581381e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,2.080595516690897373e-02,1.082219426018565599e-04,3.328952826705435797e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,2.116212605855657611e-02,1.119588948295598162e-04,3.385940169369052177e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,2.152439413262331389e-02,1.158248856941272324e-04,3.443903061219730222e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,2.189286376494205266e-02,1.198243709575781826e-04,3.502858202390728426e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,2.226764111812410546e-02,1.239619602413928438e-04,3.562822578899856873e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,2.264883417214670278e-02,1.282424223393500528e-04,3.623813467543472444e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,2.303655275546375933e-02,1.326706907138162363e-04,3.685848440874201493e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,2.343090857664952009e-02,1.372518691818270077e-04,3.748945372263923215e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,2.383201525658373496e-02,1.419912377975099849e-04,3.813122441053397593e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,2.423998836118777811e-02,1.468942589376297269e-04,3.878398137790044498e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,2.465494543472138492e-02,1.519665835972722212e-04,3.944791269555421587e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,2.507700603364904773e-02,1.572140579029176794e-04,4.012320965383847637e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,2.550629176108647547e-02,1.626427298504169521e-04,4.081006681773836076e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,2.594292630183656773e-02,1.682588562756308999e-04,4.150868208293850836e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,2.638703545802512096e-02,1.740689100657687443e-04,4.221925673284019354e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,2.683874718534680695e-02,1.800795876197402827e-04,4.294199549655489112e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,2.729819162993125936e-02,1.862978165661122621e-04,4.367710660789001498e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,2.776550116584064129e-02,1.927307637475744945e-04,4.442480186534502606e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,2.824081043320889745e-02,1.993858434811101286e-04,4.518529669313423591e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,2.872425637703387991e-02,2.062707261033928680e-04,4.595881020325420785e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,2.921597828663379665e-02,2.133933468112643667e-04,4.674556525861407463e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,2.971611783577872076e-02,2.207619148074715378e-04,4.754578853724595322e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,3.022481912350945266e-02,2.283849227622156922e-04,4.835971059761512425e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,3.074222871565496229e-02,2.362711566014101452e-04,4.918756594504793966e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,3.126849568706053378e-02,2.444297056329307761e-04,5.002959309929685405e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,3.180377166453896010e-02,2.528699730225327934e-04,5.088603466326233615e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,3.234821087055684413e-02,2.616016866315029892e-04,5.175713739289095061e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,3.290197016766881893e-02,2.706349102285422357e-04,5.264315226827011029e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,3.346520910371247187e-02,2.799800550888000440e-04,5.354433456593995500e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,3.403808995777678897e-02,2.896478919934262521e-04,5.446094393244286236e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,3.462077778695774738e-02,2.996495636434767578e-04,5.539324445913239581e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,3.521344047391414961e-02,3.099965975024738130e-04,5.634150475826263937e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,3.581624877523745948e-02,3.207009190824246844e-04,5.730599804037993517e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,3.642937637065004480e-02,3.317748656886189461e-04,5.828700219304007168e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,3.705299991304510099e-02,3.432312006390300695e-04,5.928479986087216158e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,3.768729907938365292e-02,3.550831279747279981e-04,6.029967852701384468e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,3.833245662246263091e-02,3.673443076782447782e-04,6.133193059594020946e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,3.898865842356905032e-02,3.800288714174354719e-04,6.238185347771048050e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,3.965609354603595593e-02,3.931514388329886687e-04,6.344974967365752949e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,4.033495428971459185e-02,4.067271343883413948e-04,6.453592686354334695e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,4.102543624637965819e-02,4.207716048014404427e-04,6.564069799420745310e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,4.172773835608261511e-02,4.353010370784220640e-04,6.676438136973218418e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,4.244206296446978444e-02,4.503321771700044269e-04,6.790730074315165510e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,4.316861588108193010e-02,4.658823492720997770e-04,6.906978540973108815e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,4.390760643865131846e-02,4.819694757928736934e-04,7.025217030184210953e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,4.465924755341441066e-02,4.986120980092878085e-04,7.145479608546305705e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,4.542375578645671541e-02,5.158293974369149593e-04,7.267800925833074466e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,4.620135140610777402e-02,5.336412179376641808e-04,7.392216224977243844e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,4.699225845140458935e-02,5.520680885909015016e-04,7.518761352224734296e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,4.779670479664094307e-02,5.711312473543097819e-04,7.647472767462550891e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,4.861492221702221755e-02,5.908526655417801077e-04,7.778387554723554809e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,4.944714645544388137e-02,6.112550731465290913e-04,7.911543432871021020e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,5.029361729041307433e-02,6.323619850386342231e-04,8.046978766466091892e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,5.115457860513318578e-02,6.541977280671875099e-04,8.184732576821309724e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,5.203027845777082744e-02,6.767874690982927455e-04,8.324844553243332390e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,5.292096915292578835e-02,7.001572440212307106e-04,8.467355064468126136e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,5.382690731432449027e-02,7.243339877562198804e-04,8.612305170291918444e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,5.474835395875768396e-02,7.493455652983545701e-04,8.759736633401229433e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,5.568557457128418126e-02,7.752208038335128490e-04,8.909691931405469001e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,5.663883918172166188e-02,8.019895259632321910e-04,9.062214269075465900e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,5.760842244244710614e-02,8.296825840768608674e-04,9.217347590791536982e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,5.859460370752896108e-02,8.583318959105916369e-04,9.375136593204633773e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,5.959766711321392435e-02,8.879704813343651309e-04,9.535626738114227896e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,6.061790165979176470e-02,9.186325004090462954e-04,9.698864265566682352e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,6.165560129486130636e-02,9.503532927577257490e-04,9.864896207177809018e-01,4.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
4.000000000000000000e+00,6.271106499802193979e-02,9.831694182965331451e-04,1.003377039968351037e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,6.378459686701495879e-02,1.017118699371903721e-03,1.020553549872239341e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,6.487650620533939871e-02,1.052240264352860425e-03,1.038024099285430379e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,6.598710761136797331e-02,1.088574592728564286e-03,1.055793721781887573e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,6.711672106898838863e-02,1.126163561763097532e-03,1.073867537103814218e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,6.826567203979624909e-02,1.165050494761254909e-03,1.092250752636739985e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,6.943429155686645093e-02,1.205280211000984026e-03,1.110948664909863215e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,7.062291632012950016e-02,1.246899077390003358e-03,1.129966661122072002e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,7.183188879338084365e-02,1.289955061906158116e-03,1.149310220694093498e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,7.306155730295067763e-02,1.334497788883086270e-03,1.168984916847210842e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,7.431227613806296040e-02,1.380578596204930404e-03,1.188996418209007366e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,7.558440565291228708e-02,1.428250594475999726e-03,1.209350490446596593e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,7.687831237048843580e-02,1.477568728233598708e-03,1.230052997927814973e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,7.819436908817806176e-02,1.528589839274554271e-03,1.251109905410848988e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,7.953295498517418127e-02,1.581372732168435631e-03,1.272527279762786900e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,8.089445573172449055e-02,1.635978242032983237e-03,1.294311291707591849e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,8.227926360024957753e-02,1.692469304649838824e-03,1.316468217603993240e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,8.368777757836379227e-02,1.750911029001422318e-03,1.339004441253820676e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,8.512040348383045907e-02,1.811370772312524127e-03,1.361926455741287345e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,8.657755408148522236e-02,1.873918217683124589e-03,1.385240865303763558e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,8.805964920216086123e-02,1.938625454401907405e-03,1.408954387234573780e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,8.956711586364786426e-02,2.005567061033030393e-03,1.433073853818365828e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,9.110038839372602837e-02,2.074820191371932847e-03,1.457606214299616454e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,9.265990855530180370e-02,2.146464663369223105e-03,1.482558536884828859e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,9.424612567368800820e-02,2.220583051125148318e-03,1.507938010779008131e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,9.585949676606249359e-02,2.297260780060686371e-03,1.533751948256999897e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,9.750048667314259454e-02,2.376586225374914020e-03,1.560007786770281513e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,9.916956819311432969e-02,2.458650813902188426e-03,1.586713091089829275e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,1.008672222178536720e-01,2.543549129486468406e-03,1.613875555485658753e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,1.025939378714800648e-01,2.631379021994278023e-03,1.641503005943681037e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,1.043502126512815958e-01,2.722241720091922532e-03,1.669603402420505533e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,1.061365525710530056e-01,2.816241947916974658e-03,1.698184841136848089e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,1.079534723068870106e-01,2.913488045778455347e-03,1.727255556910192169e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,1.098014953454616444e-01,3.014092095024858975e-03,1.756823925527386310e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,1.116811541348660258e-01,3.118170047223925694e-03,1.786898466157856413e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,1.135929902380079376e-01,3.225841857803041831e-03,1.817487843808127002e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,1.155375544886478728e-01,3.337231624304319143e-03,1.848600871818365965e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,1.175154071501038622e-01,3.452467729413670385e-03,1.880246514401661795e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,1.195271180766732388e-01,3.571682988928746687e-03,1.912433889226771822e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,1.215732668778177900e-01,3.695014804836276989e-03,1.945172270045084639e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,1.236544430851592574e-01,3.822605323675222662e-03,1.978471089362548119e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,1.257712463223341626e-01,3.954601600368313520e-03,2.012339941157346601e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,1.279242864777557220e-01,4.091155767710729155e-03,2.046788583644091553e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
4.000000000000000000e+00,1.301141838803335782e-01,4.232425211711314875e-03,2.081826942085337251e+00,4.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
