s,rho,reach,curv_radius,half_nonlocal_sep
3.599999999999999867e-01,-6.072782048866909310e-02,9.065868636254863222e-02,9.878934278530893121e-02,9.065868636254863222e-02
3.750000000000000000e-01,-5.916764584568658808e-02,8.866261984007610397e-02,9.535952492806065717e-02,8.866261984007610397e-02
3.900000000000000133e-01,-5.751860345636554406e-02,8.717581256661932620e-02,9.205789944421009785e-02,8.717581256661932620e-02
4.050000000000000266e-01,-5.576000688382223153e-02,8.632479197966311246e-02,8.896162408024926860e-02,8.632479197966311246e-02
4.199999999999999845e-01,-5.387154603895993876e-02,8.618586730834301712e-02,8.618586730834301712e-02,8.624498827730620043e-02
4.349999999999999978e-01,-5.183502023537840675e-02,8.390445022864675972e-02,8.390445022864675972e-02,8.706572039260962459e-02
4.500000000000000111e-01,-4.963683807272019355e-02,8.237538885179696013e-02,8.237538885179696013e-02,8.888377834664894228e-02
4.650000000000000244e-01,-4.727108918735310750e-02,8.195827412589193339e-02,8.195827412589193339e-02,8.718766775963766869e-02
4.799999999999999822e-01,-4.474170462937630127e-02,8.242467033945229116e-02,8.309146524830728076e-02,8.242467033945229116e-02
4.949999999999999956e-01,-4.206577140013303268e-02,7.892910040916151226e-02,8.621023827671754625e-02,7.892910040916151226e-02
5.100000000000000089e-01,-3.928448950981681953e-02,7.694084777541329578e-02,8.876870955700301435e-02,7.694084777541329578e-02
5.250000000000000222e-01,-3.646882000868194307e-02,7.650168837530586796e-02,8.892376444609693953e-02,7.650168837530586796e-02
5.400000000000000355e-01,-3.369396166426293776e-02,7.755433884561985236e-02,8.971171497266813843e-02,7.755433884561985236e-02
5.550000000000000488e-01,-3.097166176721573988e-02,8.006551312022004707e-02,9.122586644167388070e-02,8.006551312022004707e-02
5.700000000000000622e-01,-2.812500956814307715e-02,7.473000863007100980e-02,9.355716468101141214e-02,7.473000863007100980e-02
5.849999999999999645e-01,-2.477006761953958608e-02,6.815043131094263018e-02,8.931745364701605683e-02,6.815043131094263018e-02
5.999999999999999778e-01,-2.069979652787114904e-02,6.357039629944277737e-02,8.407114906225103546e-02,6.357039629944277737e-02
6.149999999999999911e-01,-1.644232901663482752e-02,6.296544480086087303e-02,8.076944663145907422e-02,6.296544480086087303e-02
6.300000000000000044e-01,-1.253039060334196209e-02,6.269403483802865606e-02,7.989637249355500959e-02,6.269403483802865606e-02
6.450000000000000178e-01,-8.413273151669595912e-03,6.212954776667233003e-02,8.160081273149243086e-02,6.212954776667233003e-02
6.600000000000000311e-01,-3.600123495181198341e-03,5.533477928608208918e-02,8.756893715004951395e-02,5.533477928608208918e-02
6.750000000000000444e-01,8.855977846398084335e-04,5.509263449852671440e-02,9.414815904277065717e-02,5.509263449852671440e-02
6.900000000000000577e-01,4.687779672511214676e-03,5.936281478905333642e-02,8.941155208620346628e-02,5.936281478905333642e-02
7.049999999999999600e-01,1.234465331664754729e-02,4.919214540175025768e-02,8.493791767992177333e-02,4.919214540175025768e-02
7.199999999999999734e-01,2.678501915455314131e-02,4.162506039428291033e-02,8.131878257780525421e-02,4.162506039428291033e-02
7.349999999999999867e-01,3.085233207441503284e-02,4.659538730735415107e-02,7.955688175689612507e-02,4.659538730735415107e-02
7.500000000000000000e-01,2.585866727012813351e-02,4.267319576500250289e-02,7.999862639588657676e-02,4.267319576500250289e-02
7.650000000000000133e-01,3.444319755671194222e-02,3.157004656683740779e-02,8.038477875239954940e-02,3.157004656683740779e-02
7.800000000000000266e-01,3.540397722368181233e-02,4.403846922197786340e-02,8.303625219555194059e-02,4.403846922197786340e-02
7.950000000000000400e-01,6.478571768612220727e-02,3.198877561157640464e-02,9.197441581590240500e-02,3.198877561157640464e-02
8.100000000000000533e-01,7.598380329395973409e-02,3.460019922269576276e-02,9.308489311667193788e-02,3.460019922269576276e-02
8.250000000000000666e-01,4.720875973412057974e-02,3.991710848888880420e-02,9.689124123689921153e-02,3.991710848888880420e-02
8.399999999999999689e-01,5.285677228430665092e-02,3.833746612039908019e-02,1.058797100541249564e-01,3.833746612039908019e-02
8.549999999999999822e-01,4.158404775388800656e-02,3.563783971962616870e-02,9.952789479106807780e-02,3.563783971962616870e-02
8.699999999999999956e-01,7.575948784680112957e-02,2.625870762046370391e-02,9.303073023037354561e-02,2.625870762046370391e-02
8.850000000000000089e-01,4.428167218499830249e-02,4.567222699064308472e-02,9.851732903129654939e-02,4.567222699064308472e-02
9.000000000000000222e-01,8.128487728336102058e-02,2.705549549795358694e-02,1.046664774298503298e-01,2.705549549795358694e-02
9.150000000000000355e-01,4.559853311219167621e-02,3.588652572975816607e-02,1.045367999263590725e-01,3.588652572975816607e-02
9.300000000000000488e-01,6.676559992829468604e-02,4.691500187600076283e-02,9.970531277594613107e-02,4.691500187600076283e-02
9.450000000000000622e-01,5.191347077471016036e-02,3.684493389490338389e-02,1.065893248617317962e-01,3.684493389490338389e-02
9.599999999999999645e-01,7.782809693280909324e-02,3.317972963139997900e-02,1.167383391558866612e-01,3.317972963139997900e-02
9.749999999999999778e-01,-8.525991914341338185e-02,1.671378589100007764e-02,1.115805240595681980e-01,1.671378589100007764e-02
9.899999999999999911e-01,1.243067379557875746e-01,3.609884307749737509e-02,9.825845235855833193e-02,3.609884307749737509e-02
1.005000000000000115e+00,1.790522384985844262e-01,2.178097150882837493e-02,1.000781012080375759e-01,2.178097150882837493e-02
1.020000000000000018e+00,-8.547073349623179883e-02,1.885408859151095629e-02,1.109270530927374265e-01,1.885408859151095629e-02
1.034999999999999920e+00,2.056471168093447766e-01,2.550729941672958551e-02,1.269823447819761753e-01,2.550729941672958551e-02
1.050000000000000044e+00,1.114022492809123993e-01,4.983579631750139488e-02,1.110611477593175800e-01,4.983579631750139488e-02
1.064999999999999947e+00,1.866123542287949633e-01,2.786702090055566752e-02,9.970836513927217037e-02,2.786702090055566752e-02
1.080000000000000071e+00,1.316355622896958066e-01,4.092799823886226346e-02,1.076545165782950564e-01,4.092799823886226346e-02
1.094999999999999973e+00,1.007164244080020199e-01,4.098876148683557735e-02,1.146723836075606157e-01,4.098876148683557735e-02
1.110000000000000098e+00,2.272304299693337915e-01,2.148870729957843423e-02,1.364081068490531901e-01,2.148870729957843423e-02
1.125000000000000000e+00,1.126367590629546722e-01,4.405607770816085539e-02,9.431792753335052626e-02,4.405607770816085539e-02
1.140000000000000124e+00,4.693177175305759397e-01,1.630659283695340064e-02,1.069913176879319083e-01,1.630659283695340064e-02
1.155000000000000027e+00,1.444114453114804519e-01,4.138449951219880935e-02,1.204452594146403210e-01,4.138449951219880935e-02
1.169999999999999929e+00,1.213615617381316181e-01,2.647139552297678167e-02,9.785785453053606753e-02,2.647139552297678167e-02
1.185000000000000053e+00,1.682831976420767761e-01,2.923475139286439706e-02,8.947708627129778713e-02,2.923475139286439706e-02
1.199999999999999956e+00,1.208030543770547138e-01,5.861769077219228935e-02,1.112365773223252807e-01,5.861769077219228935e-02
1.215000000000000080e+00,1.282666048582321028e-01,4.284440175256896272e-02,1.241893067704980674e-01,4.284440175256896272e-02
1.229999999999999982e+00,1.710597398225227606e-01,4.613471381576790542e-02,1.225174463122322005e-01,4.613471381576790542e-02
1.245000000000000107e+00,1.399942853991373304e-01,4.372929981359344187e-02,1.070333247902927887e-01,4.372929981359344187e-02
1.260000000000000009e+00,1.306952378453921926e-01,1.517399492952762122e-02,1.000302227787419479e-01,1.517399492952762122e-02
1.275000000000000133e+00,3.283414258718900802e-01,3.575425996182400590e-02,1.311513721358123774e-01,3.575425996182400590e-02
1.290000000000000036e+00,1.969262504850350093e-01,2.828786641813231875e-02,1.346366636365444180e-01,2.828786641813231875e-02
1.304999999999999938e+00,3.181627552894941702e-01,2.766020963475116987e-02,1.254838120526599321e-01,2.766020963475116987e-02
1.320000000000000062e+00,2.028939490386617861e-01,3.091355784721153827e-02,1.095816717314630762e-01,3.091355784721153827e-02
1.334999999999999964e+00,3.469084010611442337e-01,2.456163030602133424e-02,1.077108318665338932e-01,2.456163030602133424e-02
1.350000000000000089e+00,2.598870652364247413e-01,2.139143152712132470e-02,1.030767846500740131e-01,2.139143152712132470e-02
1.364999999999999991e+00,4.473138449129171468e-01,1.868257970724154782e-02,1.363704153891456827e-01,1.868257970724154782e-02
1.380000000000000115e+00,2.890212646298833676e-01,3.826838179236431020e-02,1.467412989936701939e-01,3.826838179236431020e-02
1.395000000000000018e+00,2.007230255701415444e-01,2.979241238594874247e-02,1.450021590068483746e-01,2.979241238594874247e-02
1.409999999999999920e+00,2.804933910905464955e-01,2.963549172861827327e-02,1.040012369074373444e-01,2.963549172861827327e-02
1.425000000000000044e+00,2.558679503096376595e-01,1.670969027481532948e-02,6.641135421213810452e-02,1.670969027481532948e-02
1.439999999999999947e+00,2.183713282919526044e-01,4.363419065078254916e-02,4.867072475308838186e-02,4.363419065078254916e-02
1.455000000000000071e+00,1.808995695709874618e-01,4.328029579138579358e-02,6.355802735132018433e-02,4.328029579138579358e-02
1.469999999999999973e+00,2.527189727913377593e-01,2.957570494860461627e-02,1.102724737110742370e-01,2.957570494860461627e-02
1.485000000000000098e+00,6.118064248082292211e-01,1.508539658735248007e-02,8.493245465405978301e-02,1.508539658735248007e-02
1.500000000000000000e+00,3.582130165496199004e-01,3.012728988953150208e-02,1.419435569190500568e-01,3.012728988953150208e-02
1.515000000000000124e+00,5.388621228265401131e-01,3.002612077303978139e-02,1.529288156884918704e-01,3.002612077303978139e-02
1.530000000000000027e+00,2.837441559929404500e-01,2.839697143721792508e-02,1.620951510926535166e-01,2.839697143721792508e-02
1.544999999999999929e+00,2.067970776974389913e-01,3.470938542391814596e-02,1.306971824420320172e-01,3.470938542391814596e-02
1.560000000000000053e+00,4.296020482175537114e-01,3.320027312697836769e-02,1.158627195222459161e-01,3.320027312697836769e-02
1.574999999999999956e+00,5.329351748480590789e-01,2.514273200827737281e-02,1.148851926360536374e-01,2.514273200827737281e-02
1.590000000000000080e+00,4.280238004379652850e-01,1.864193819182182951e-02,1.327003303352476404e-01,1.864193819182182951e-02
1.604999999999999982e+00,3.406627721029193978e-01,2.205573733493232727e-02,1.366807474815172618e-01,2.205573733493232727e-02
1.620000000000000107e+00,2.870127524417524500e-01,2.687166049288050931e-02,1.278940691816899122e-01,2.687166049288050931e-02
1.635000000000000009e+00,-4.182009766928949240e-02,1.298843397926934332e-02,1.498235797805052838e-01,1.298843397926934332e-02
1.650000000000000133e+00,5.612220000638277195e-01,3.247176456323914301e-02,1.516038724724675102e-01,3.247176456323914301e-02
1.665000000000000036e+00,2.749400628817341152e-01,3.484316760333087959e-02,1.462575018940711347e-01,3.484316760333087959e-02
1.679999999999999938e+00,2.153416129452422612e-01,5.899264480214703316e-02,1.379541417446301377e-01,5.899264480214703316e-02
1.695000000000000062e+00,2.418965034889607180e-01,3.532773166941512860e-02,1.314251913160322527e-01,3.532773166941512860e-02
1.709999999999999964e+00,3.974175096706341059e-01,2.941788234589266110e-02,1.294690844018495102e-01,2.941788234589266110e-02
1.725000000000000089e+00,2.500095126933497558e-01,5.180355203509533907e-02,1.380067536086372615e-01,5.180355203509533907e-02
1.739999999999999991e+00,4.310002853389572897e-01,3.338526533690196890e-02,1.228378460426133439e-01,3.338526533690196890e-02
1.755000000000000115e+00,3.319081816346872715e-01,3.892301579661686800e-02,1.325995622369617322e-01,3.892301579661686800e-02
1.770000000000000018e+00,2.917761268639543215e-01,3.983243733001764347e-02,1.559240627516615962e-01,3.983243733001764347e-02
1.785000000000000142e+00,3.451075147620940031e-01,3.651898825821581207e-02,1.735055000195257491e-01,3.651898825821581207e-02
1.800000000000000044e+00,3.997132944102882446e-01,4.091119494698514797e-02,1.353923697979396157e-01,4.091119494698514797e-02
1.814999999999999947e+00,3.805405165985041860e-01,2.348658579454023648e-02,1.331497278015891794e-01,2.348658579454023648e-02
1.830000000000000071e+00,5.682849442830151254e-01,3.069519095397354319e-02,1.250466792505620373e-01,3.069519095397354319e-02
1.844999999999999973e+00,6.172611643777731194e-01,2.450107283404484582e-02,1.223600939727762515e-01,2.450107283404484582e-02
1.860000000000000098e+00,4.909394120954632124e-01,1.916348231988699094e-02,4.478938776850496101e-02,1.916348231988699094e-02
1.875000000000000000e+00,6.270197300804359886e-01,1.457986509270513091e-02,1.477792001855319226e-01,1.457986509270513091e-02
1.890000000000000124e+00,1.830582752889417519e-01,1.772577301550714093e-02,1.422605321650669830e-01,1.772577301550714093e-02
1.905000000000000027e+00,4.733262553298713260e-01,4.631514246437559018e-02,6.578144945241597152e-02,4.631514246437559018e-02
1.919999999999999929e+00,3.440869446116952557e-01,5.095494592254664473e-02,8.451445359578374505e-02,5.095494592254664473e-02
1.935000000000000053e+00,3.760427933419779878e-01,4.971654789301288568e-02,7.828601452216808754e-02,4.971654789301288568e-02
1.949999999999999956e+00,4.821839459246213266e-01,4.283109380193698967e-02,7.034023055301370786e-02,4.283109380193698967e-02
1.965000000000000080e+00,8.103447328007268302e-01,2.622688617879039702e-02,9.119062125706479949e-02,2.622688617879039702e-02
1.979999999999999982e+00,4.355354800150296191e-01,5.047657299317519219e-02,9.024145636020503014e-02,5.047657299317519219e-02
1.995000000000000107e+00,3.963614568949305195e-01,2.686115625966989037e-02,7.785073911621927245e-02,2.686115625966989037e-02
