t,cyc0,cyc1,cyc2,cyc3,total0,total1,total2,total3,rg2,rg2dot,length,b0,b1,b2,b3,a0_over_Rg,a1_over_Rg,a2_over_Rg,a3_over_Rg
9.750000000000000333e-02,4.078002458769802718e-02,4.203214716032042247e-02,6.754643112428694585e-02,6.275097212323274554e-02,7.159408425178824531e-02,-1.589953273347722018e-01,8.010561165459496868e-02,2.319223579535195298e-02,9.868050241624256591e-01,-1.253275760945063433e-01,1.035618514497508436e+01,2.625240077865254387e-02,2.681895099606233096e-02,2.621026278562783168e-02,2.639349580185187949e-02,1.631055867428202188e-01,1.648561743463096141e-01,1.629746329624933432e-01,1.635433095222933730e-01
1.000000000000000056e-01,4.069664306251583041e-02,4.207785352295821679e-02,6.756242802645168188e-02,6.281797819246957848e-02,7.205137962287590236e-02,-1.582328555758255040e-01,8.011540037721037733e-02,2.415892049639629946e-02,9.864923081868373078e-01,-1.248455568393278120e-01,1.035682359626878579e+01,2.634767840056483068e-02,2.692960756088322652e-02,2.630500400373898123e-02,2.649193062203751906e-02,1.634271944426063661e-01,1.652221086743045353e-01,1.632947922043637978e-01,1.638739616282245404e-01
1.025000000000000078e-01,4.061360302976797787e-02,4.212353312197593402e-02,6.757833962696942198e-02,6.288349318104737018e-02,7.250566057102993123e-02,-1.574732836184094542e-01,8.012507468743060302e-02,2.511776299055863693e-02,9.861807946231095912e-01,-1.243656437333641868e-01,1.035747478394694276e+01,2.644290884241879205e-02,2.704025666332454322e-02,2.639972560827043638e-02,2.659029573626317186e-02,1.637481279484803709e-01,1.655873418291919363e-01,1.636143668881825941e-01,1.642038416456357564e-01
1.049999999999999961e-01,4.053090401899323708e-02,4.216918603478184147e-02,6.759416487517592997e-02,6.294752390701140177e-02,7.295694700734486893e-02,-1.567165806031739772e-01,8.013463361463304957e-02,2.606881288014352427e-02,9.858704782273367551e-01,-1.238878196338613347e-01,1.035813862700798715e+01,2.653809209469046998e-02,2.715089807474749956e-02,2.649442760613808859e-02,2.668859119593780874e-02,1.640683904126253589e-01,1.659518769528175453e-01,1.639333597637537276e-01,1.645329535106482555e-01
1.074999999999999983e-01,4.044854554110703659e-02,4.221481232982655235e-02,6.760990274374255316e-02,6.301007730812577257e-02,7.340525873900069498e-02,-1.559627160286059522e-01,8.014407621344238342e-02,2.701211965406977167e-02,9.855613537982360617e-01,-1.234120675851128890e-01,1.035881504506786044e+01,2.663322814884320697e-02,2.726153156677391803e-02,2.658911000440302222e-02,2.678681705541923613e-02,1.643879849600072551e-01,1.663157171529539291e-01,1.642517735558412517e-01,1.648613011295576858e-01
1.100000000000000006e-01,4.036652708871884404e-02,4.226041206666848737e-02,6.762555222827940082e-02,6.307116043836265284e-02,7.385061546891326378e-02,-1.552116597465998671e-01,8.015340156327628585e-02,2.794773268427389393e-02,9.852534161766832721e-01,-1.229383708157839178e-01,1.035950395835564031e+01,2.672831699731343519e-02,2.737215691127804773e-02,2.668377281027069572e-02,2.688497337196431650e-02,1.647069146887088775e-01,1.666788655037662326e-01,1.645696109644898819e-01,1.651888883791498563e-01
1.125000000000000028e-01,4.028484813644737927e-02,4.230598529603784436e-02,6.764111234694505925e-02,6.313078046443952596e-02,7.429303679540562311e-02,-1.544633819580945588e-01,8.016260876789933765e-02,2.887570122214253021e-02,9.849466602452536801e-01,-1.224667127362885494e-01,1.036020528770915483e+01,2.682335863349663563e-02,2.748277388037858454e-02,2.677841603109011939e-02,2.698306020567961538e-02,1.650251826702581470e-01,1.670413250462694787e-01,1.648868746653402995e-01,1.655157191070109335e-01
1.150000000000000050e-01,4.020350814123424543e-02,4.235153205989902747e-02,6.765658214006234350e-02,6.318894466240430885e-02,7.473254221189951085e-02,-1.537178532087681293e-01,8.017169695498442550e-02,2.979607439497952009e-02,9.846410809277734710e-01,-1.219970769362200558e-01,1.036091895457061618e+01,2.691835305173344989e-02,2.759338224643084758e-02,2.687303967435303656e-02,2.708107761947252390e-02,1.653427919499510512e-01,1.674030987887780431e-01,1.652035673099389590e-01,1.658417971318321138e-01
1.175000000000000072e-01,4.012250654265513833e-02,4.239705239151149441e-02,6.767196066974022484e-02,6.324566041426830931e-02,7.516915110662686361e-02,-1.529750443847965047e-01,8.018066527568136481e-02,3.070890120251119557e-02,9.843366731888725241e-01,-1.215294471818325894e-01,1.036164488098232894e+01,2.701330024729596893e-02,2.770398178201913947e-02,2.696764374769309094e-02,2.717902567900282174e-02,1.656597455471693625e-01,1.677641897073474664e-01,1.655196915260432611e-01,1.661671262437092733e-01
1.199999999999999956e-01,4.004184276322936276e-02,4.244254631548936146e-02,6.768724701950164235e-02,6.330093520468736690e-02,7.560288276236137861e-02,-1.522349267086705593e-01,8.018951290419305822e-02,3.161423051343250495e-02,9.840334320335472063e-01,-1.210638074135720610e-01,1.036238298958235404e+01,2.710820021637418489e-02,2.781457225994925231e-02,2.706222825888501826e-02,2.727690445263469821e-02,1.659760464556930826e-01,1.681246007462084691e-01,1.658352499179213679e-01,1.664917102044373987e-01
1.224999999999999978e-01,3.996151620872736426e-02,4.248801384785917679e-02,6.770244029391735141e-02,6.335477661769106650e-02,7.603375635617051764e-02,-1.514974717350737188e-01,8.019823903735871784e-02,3.251211106199901335e-02,9.837313525067272746e-01,-1.206001417436560752e-01,1.036313320360024370e+01,2.720305295606259555e-02,2.792515345324116452e-02,2.715679321584382050e-02,2.737471401138925203e-02,1.662916976440079186e-01,1.684843348181938316e-01,1.661502450666474118e-01,1.668155527478001332e-01
1.250000000000000000e-01,3.988152626847579069e-02,4.253345499611657643e-02,6.771753961824573953e-02,6.340719233345958050e-02,7.646179095918603785e-02,-1.507626513468186547e-01,8.020684289424437341e-02,3.340259144466618813e-02,9.834304296928501055e-01,-1.201384344537011623e-01,1.036389544685277109e+01,2.729785846434697530e-02,2.803572513512187989e-02,2.725133862662394366e-02,2.747245442889743872e-02,1.666067020556077916e-01,1.688433948051578370e-01,1.664646795303915960e-01,1.671386575798545493e-01
1.275000000000000022e-01,3.980187231566090916e-02,4.257886975928113632e-02,6.773254413807792973e-02,6.345819012514895829e-02,7.688700553639513102e-02,-1.500304377508417941e-01,8.021532371574000009e-02,3.428572011677945286e-02,9.831306587154390320e-01,-1.196786699923957087e-01,1.036466964373970079e+01,2.739261674009131620e-02,2.814628707901842969e-02,2.734586449941846242e-02,2.757012578135349667e-02,1.669210626092924865e-01,1.692017835583884966e-01,1.667785558447060779e-01,1.674610283792111187e-01
1.300000000000000044e-01,3.972255370762958065e-02,4.262425812795039154e-02,6.774745301898951744e-02,6.350777785576376677e-02,7.730941894645025625e-02,-1.493008034742565049e-01,8.022368076416436233e-02,3.516154538931783730e-02,9.828320347366906740e-01,-1.192208329732182409e-01,1.036545571923957532e+01,2.748732778302490770e-02,2.825683905855104136e-02,2.744037084255826486e-02,2.766772814746883830e-02,1.672347821994604467e-01,1.695595038990131420e-01,1.670918765228056879e-01,1.677826687973091035e-01
1.325000000000000067e-01,3.964356978618834015e-02,4.266962008435160741e-02,6.776226544619701198e-02,6.355596347507799782e-02,7.772904994149830438e-02,-1.485737213604625684e-01,8.023191332287581135e-02,3.603011542569359987e-02,9.825345529570623793e-01,-1.187649081721991601e-01,1.036625359890551223e+01,2.758199159372960035e-02,2.836738084752645633e-02,2.753485766451123362e-02,2.776526160842641977e-02,1.675478636963972923e-01,1.699165586183970789e-01,1.674046440558447923e-01,1.681035824586879224e-01
1.350000000000000089e-01,3.956491987789991643e-02,4.271495560239289141e-02,6.777698062422035652e-02,6.360275501660297981e-02,7.814591716702856683e-02,-1.478491645653125242e-01,8.024002069589009078e-02,3.689147823860876307e-02,9.822382086148717661e-01,-1.183108805257253177e-01,1.036706320886104571e+01,2.767660817362720474e-02,2.847791221993140054e-02,2.762932497388142714e-02,2.786272624783557930e-02,1.678603099465592052e-01,1.702729504785353010e-01,1.677168609131890198e-01,1.684237729612533263e-01
1.375000000000000111e-01,3.948660329437805871e-02,4.276026464771276459e-02,6.779159777655081875e-02,6.364816059460354225e-02,7.856003916173964763e-02,-1.471271065533340527e-01,8.024800220750510915e-02,3.774568168697280124e-02,9.819429969858969320e-01,-1.178587351283856555e-01,1.036788447579596273e+01,2.777117752496705699e-02,2.858843294992621104e-02,2.772377277940827472e-02,2.796012215168734022e-02,1.681721237728524831e-01,1.706286822124382652e-01,1.680285295426832692e-01,1.687432438765402443e-01
