s,rho,cyc0,cyc1,cyc2,cyc3,alpha_max,alpha_p95,sigma_local,sigma_near2,sigma_near4,dist_active_to_alphamax,reach,curv_radius,half_nonlocal_sep,L,spacing,reach_controller,active_i,active_j,alpha_max_i,dlnreach_ds,gamma_hat,A_local,A_near2,A_near4,A_p95,A_max,y_core_over_reach_sq,Re_required_local,gate_Re100,gate_Re1000,gate_Re4000,gate_Re10000
3.225000000000000089e-01,-9.381510558464589700e-03,1.887440814781767007e-01,1.723091884493643117e-02,1.081525900161955378e-01,8.112300900090784264e-03,9.171566392698102810e-01,6.797288276820526720e-01,4.789479260635508100e-03,6.796089577397175230e-01,6.796089577397175230e-01,1.451930311154798758e+00,1.562652549766683774e-01,1.562652549766683774e-01,1.688565328612591787e-01,1.084619773472347681e+01,3.389436792101086643e-02,0.000000000000000000e+00,1.360000000000000000e+02,1.360000000000000000e+02,7.000000000000000000e+00,3.135622197899152752e-01,-3.041807092314506855e-01,1.497242748246720503e-02,3.145072954937543075e-02,3.145072954937543075e-02,3.145365663310899229e-02,3.725136598086801337e-02,6.552320507188723331e-02,4.077299746737422538e+03,9.810414363576590302e-02,9.810414363576589469e-01,3.924165745430635788e+00,9.810414363576589025e+00
3.300000000000000155e-01,-9.141132837406557021e-03,1.892130365575171724e-01,1.683657102680879633e-02,1.081425558470286430e-01,7.492996115773780351e-03,9.171721650108550783e-01,6.788304112048024752e-01,1.126568368791116929e-02,6.785033399061973780e-01,6.785033399061973780e-01,1.449756510273761956e+00,1.566595622446792235e-01,1.566595622446792235e-01,1.687352825993204686e-01,1.084992499088168572e+01,3.390601559650526647e-02,0.000000000000000000e+00,1.360000000000000000e+02,1.360000000000000000e+02,7.000000000000000000e+00,3.583899824977549997e-01,-3.492488496603484149e-01,1.741916798842311695e-02,3.379466030052380443e-02,3.379466030052380443e-02,3.380268735578051409e-02,3.965212274170357154e-02,6.519378041296310100e-02,3.522300614329775726e+03,1.135621412813772879e-01,1.135621412813772713e+00,4.542485651255090850e+00,1.135621412813772935e+01
3.375000000000000222e-01,-8.897458114151490793e-03,1.896611080847559194e-01,1.643442245843082170e-02,1.081386037423343188e-01,6.877007732097068816e-03,9.171402863831951136e-01,6.775565071691357355e-01,1.808339493325492736e-02,6.770038864976483106e-01,6.770038864976483106e-01,1.447649691961095053e+00,1.571075755725158674e-01,1.571075755725158674e-01,1.685361847949428393e-01,1.085366199326941583e+01,3.391769372896692725e-02,0.000000000000000000e+00,1.360000000000000000e+02,1.360000000000000000e+02,7.000000000000000000e+00,4.030098544884168632e-01,-3.941123963742653724e-01,1.990193591555593222e-02,3.616593223471101237e-02,3.616593223471101237e-02,3.617957245486204398e-02,4.209316863702892986e-02,6.482249293559844139e-02,3.100551424620581201e+03,1.290093100290857220e-01,1.290093100290857331e+00,5.160372401163429323e+00,1.290093100290857286e+01
3.450000000000000289e-01,-8.650454990398060567e-03,1.900883421402938811e-01,1.602455691598028004e-02,1.081408021639042455e-01,6.264530257114971599e-03,9.170611970720806694e-01,6.759128612795164415e-01,2.522296968821320998e-02,6.751167764373552371e-01,6.751167764373552371e-01,1.445609782065188309e+00,1.576094607009950466e-01,1.576094607009950466e-01,1.683372233595346323e-01,1.085740706011951140e+01,3.392939706287347035e-02,0.000000000000000000e+00,1.360000000000000000e+02,1.360000000000000000e+02,7.000000000000000000e+00,4.473523284297726832e-01,-4.387018734393746122e-01,2.242191748102882048e-02,3.856576192846926376e-02,3.856576192846926376e-02,3.858553726672506873e-02,4.457584088458522303e-02,6.441031404780966918e-02,2.769694220340014454e+03,1.444202746507139701e-01,1.444202746507139867e+00,5.776810986028559469e+00,1.444202746507139778e+01
3.524999999999999800e-01,-8.400095190281986132e-03,1.904948044363840298e-01,1.560706195332726282e-02,1.081491932778781279e-01,5.655740059485114130e-03,9.169354096143820243e-01,6.740586779043165055e-01,3.266344291908802877e-02,6.728484323789750698e-01,6.728484323789750698e-01,1.443636660230298796e+00,1.581653572076519298e-01,1.581653572076519298e-01,1.681387832316566799e-01,1.086115848850944055e+01,3.394112027659200448e-02,0.000000000000000000e+00,1.360000000000000000e+02,1.360000000000000000e+02,7.000000000000000000e+00,4.811702464177471938e-01,-4.727701512274651852e-01,2.447101900714050357e-02,4.048606609650633875e-02,4.048606609650633875e-02,4.051634193770404374e-02,4.659221431723238604e-02,6.395834975820724466e-02,2.555704792404080308e+03,1.565125992598429827e-01,1.565125992598429772e+00,6.260503970393719086e+00,1.565125992598429683e+01
3.599999999999999867e-01,-8.146353243866134158e-03,1.908805854984495787e-01,1.518202367398043678e-02,1.081637884891243767e-01,5.050795927212939525e-03,9.167637678148996550e-01,6.735266349305385480e-01,-3.635925237018820810e-02,6.702056937954314897e-01,6.702056937954314897e-01,1.470563704250333226e+00,1.587511305221756819e-01,1.587511305221756819e-01,1.679412463163492131e-01,1.086491455489998970e+01,3.395285798406246641e-02,0.000000000000000000e+00,1.370000000000000000e+02,1.370000000000000000e+02,7.000000000000000000e+00,2.391560297515837874e-01,-2.310096765077176428e-01,1.072745241748464078e-02,2.853424668447020196e-02,2.853424668447020196e-02,2.861794078207090600e-02,3.474798389681663796e-02,6.348722273727767929e-02,5.873230768423714835e+03,6.810561610323952186e-02,6.810561610323953019e-01,2.724224644129581208e+00,6.810561610323953019e+00
3.674999999999999933e-01,-7.889206168103624073e-03,1.912458071796463432e-01,1.474952088622878861e-02,1.081845627156330231e-01,4.449839718271222586e-03,9.165474615170797756e-01,6.730543733054907829e-01,-3.406631262273052130e-02,6.690144008655547481e-01,6.690144008655547481e-01,1.468930346586577951e+00,1.587337691247175941e-01,1.587337691247175941e-01,1.677449906927119261e-01,1.086867351574115936e+01,3.396460473669112023e-02,0.000000000000000000e+00,1.370000000000000000e+02,1.370000000000000000e+02,7.000000000000000000e+00,7.526430721370047650e-03,3.627754467335764232e-04,-8.766300390493098884e-04,1.683847950180953484e-02,1.683847950180953484e-02,1.694027230161545758e-02,2.307542385300583032e-02,6.350111123990932749e-02,inf,-5.566698162591628661e-03,-5.566698162591628835e-02,-2.226679265036651534e-01,-5.566698162591627863e-01
3.750000000000000000e-01,-7.628633146821456150e-03,1.915906298108102923e-01,1.430961936044717470e-02,1.082114476740641124e-01,3.852997088771575960e-03,9.162880400823134597e-01,6.721784670402424222e-01,-3.148986503125592723e-02,6.696888844936720320e-01,6.696888844936720320e-01,1.467356578696231928e+00,1.587690539746910434e-01,1.587690539746910434e-01,1.675503900316689110e-01,1.087243360814439974e+01,3.397635502545125197e-02,0.000000000000000000e+00,1.370000000000000000e+02,1.370000000000000000e+02,7.000000000000000000e+00,5.165749442680578341e-02,-4.402886127998432986e-02,1.425940632540036515e-03,1.910098284381185271e-02,1.910098284381185271e-02,1.916373927593260917e-02,2.531715880072205743e-02,6.347288939001401176e-02,4.419470896049137809e+04,9.050857204594035116e-03,9.050857204594035810e-02,3.620342881837614324e-01,9.050857204594034977e-01
3.825000000000000067e-01,-7.364615211274771686e-03,1.919152591693275844e-01,1.386236699741188495e-02,1.082443246872023673e-01,3.260378276628555106e-03,9.160765853548296089e-01,6.699805694304977743e-01,-2.863916297414565923e-02,6.698421707896518029e-01,6.698421707896518029e-01,1.454810987847179549e+00,1.588568136217478888e-01,1.588568136217478888e-01,1.673578132844373012e-01,1.087619305062100317e+01,3.398810328319063628e-02,0.000000000000000000e+00,1.370000000000000000e+02,1.370000000000000000e+02,8.000000000000000000e+00,9.557939320410469008e-02,-8.821477799282992360e-02,3.729562576158000284e-03,2.135607935757984424e-02,2.135607935757984424e-02,2.135957191471412123e-02,2.756992478292433213e-02,6.340277820516319884e-02,1.691584919058458036e+04,2.364646288184227632e-02,2.364646288184227840e-01,9.458585152736911361e-01,2.364646288184228062e+00
3.900000000000000133e-01,-7.097134922809394605e-03,1.922199524556079397e-01,1.340779066807903756e-02,1.082830177517098424e-01,2.672078913655644237e-03,9.162373702700596922e-01,6.696356580883947585e-01,-2.552443695370786372e-02,6.694786266646940431e-01,6.694786266646940431e-01,1.452884782480171388e+00,1.589968429727572075e-01,1.589968429727572075e-01,1.671676246768466212e-01,1.087995004388683995e+01,3.399984388714637207e-02,0.000000000000000000e+00,1.370000000000000000e+02,1.370000000000000000e+02,8.000000000000000000e+00,1.392237751656608680e-01,-1.321266402428514786e-01,6.035064227550605669e-03,2.360473894814779303e-02,2.360473894814779303e-02,2.360870870192264756e-02,2.984279901803828933e-02,6.329114906639811411e-02,1.047213216054030272e+04,3.819661496511921744e-02,3.819661496511921328e-01,1.527864598604768531e+00,3.819661496511921772e+00
3.975000000000000200e-01,-6.826176059176919213e-03,1.925050225938069182e-01,1.294589528949883009e-02,1.083272877784683952e-01,2.088180837846895406e-03,9.163896195653893351e-01,6.688082737486830132e-01,-2.215714020805741383e-02,6.686040015337662012e-01,6.686040015337662012e-01,1.451020227931095308e+00,1.591889099483825565e-01,1.591889099483825565e-01,1.669801840048328045e-01,1.088370277173412681e+01,3.401157116166914768e-02,0.000000000000000000e+00,1.370000000000000000e+02,1.370000000000000000e+02,8.000000000000000000e+00,1.825269053259717111e-01,-1.757007292667947806e-01,8.343416174962706849e-03,2.584806959572762478e-02,2.584806959572762478e-02,2.585324608020182768e-02,3.212723196342597010e-02,6.313851524051608544e-02,7.593145457192636059e+03,5.267909093208512916e-02,5.267909093208512639e-01,2.107163637283405055e+00,5.267909093208512417e+00
4.050000000000000266e-01,-6.551723305999718368e-03,1.927708403986971575e-01,1.247666538199999897e-02,1.083768289954850916e-01,1.508752880412169524e-03,9.165327766529234310e-01,6.675050360028546015e-01,-1.855014395819393896e-02,6.672254130995383115e-01,6.672254130995383115e-01,1.449216901566291016e+00,1.594327574719519858e-01,1.594327574719519858e-01,1.667958471788629216e-01,1.088744940197125821e+01,3.402327938116018330e-02,0.000000000000000000e+00,1.370000000000000000e+02,1.370000000000000000e+02,8.000000000000000000e+00,2.254260503403742177e-01,-2.188743270343745106e-01,1.065552483061420891e-02,2.808711940982634714e-02,2.808711940982634714e-02,2.809422708964302851e-02,3.442421445841671590e-02,6.294552608519674020e-02,5.963761653973137982e+03,6.707176161768882428e-02,6.707176161768881872e-01,2.682870464707552749e+00,6.707176161768882316e+00
4.125000000000000333e-01,-6.273761954820855288e-03,1.930178344293486392e-01,1.200006896481047372e-02,1.084312684487587081e-01,9.338516084349960441e-04,9.166667061382188786e-01,6.689142038457062123e-01,-1.471781973613239466e-02,6.653512552780024292e-01,6.653512552780024292e-01,1.447474347199793954e+00,1.597281009507824923e-01,1.597281009507824923e-01,1.666149669193305594e-01,1.089118808743205769e+01,3.403496277322518027e-02,0.000000000000000000e+00,1.370000000000000000e+02,1.370000000000000000e+02,8.000000000000000000e+00,2.678567159938580744e-01,-2.615829540390371966e-01,1.297206975408478347e-02,3.032271710816895893e-02,3.032271710816895893e-02,3.041361885096278625e-02,3.673454485142821357e-02,6.271296383454447176e-02,4.916922803569865209e+03,8.135169413471071698e-02,8.135169413471071698e-01,3.254067765388428679e+00,8.135169413471071920e+00
4.199999999999999845e-01,-5.992277609082968803e-03,1.932464886302377172e-01,1.151606326829320535e-02,1.084901693279693574e-01,3.635220125187522771e-04,9.167917121631493638e-01,6.720233976437256507e-01,-1.067598622132095477e-02,6.629910230586548714e-01,6.629910230586548714e-01,1.445792074947191530e+00,1.600746230911765933e-01,1.600746230911765933e-01,1.664316257065796834e-01,1.089491696705601598e+01,3.404661552205005132e-02,0.000000000000000000e+00,1.370000000000000000e+02,1.370000000000000000e+02,8.000000000000000000e+00,3.097517615967007032e-01,-3.037594839876177621e-01,1.529343590232203585e-02,3.255540184796536229e-02,3.255540184796536229e-02,3.278684637522880779e-02,3.905876150778478384e-02,6.244174147035665839e-02,4.188706370733165386e+03,9.549487708062633085e-02,9.549487708062632807e-01,3.819795083225053123e+00,9.549487708062633473e+00
4.274999999999999911e-01,-5.707255899261409748e-03,1.934573380927719910e-01,1.102460145343807200e-02,1.085530384814198113e-01,-2.022018621887484264e-04,9.169085409447621515e-01,6.736071105454127794e-01,-6.441736322306438473e-03,6.601550811717719069e-01,6.601550811717719069e-01,1.444169561172148120e+00,1.604719686296917081e-01,1.604719686296917081e-01,1.661771308880360121e-01,1.089863416704126742e+01,3.405823177200396207e-02,0.000000000000000000e+00,1.370000000000000000e+02,1.370000000000000000e+02,8.000000000000000000e+00,3.510425427619736638e-01,-3.453352868627122541e-01,1.761974970746645053e-02,3.478545281436364045e-02,3.478545281436364045e-02,3.513185942230583059e-02,4.139717604265669149e-02,6.213289961667710359e-02,3.653748370922736285e+03,1.094766139844988717e-01,1.094766139844988828e+00,4.379064559379955313e+00,1.094766139844988828e+01
4.349999999999999978e-01,-5.418682208279035697e-03,1.936509634200895003e-01,1.052563940016330683e-02,1.086193379965656042e-01,-7.632963352643646693e-04,9.170183620738880936e-01,6.740827648622355062e-01,-2.033187222633721022e-03,6.568544250820630426e-01,6.568544250820630426e-01,1.442606248376969713e+00,1.609197412224223078e-01,1.609197412224223078e-01,1.659298652625941783e-01,1.090233780207216974e+01,3.406980563147553320e-02,0.000000000000000000e+00,1.370000000000000000e+02,1.370000000000000000e+02,8.000000000000000000e+00,3.916614299005232169e-01,-3.862427476922442038e-01,1.995098819224986469e-02,3.701299038739306463e-02,3.701299038739306463e-02,3.745912105620284593e-02,4.374997797246072545e-02,6.178760075342182995e-02,3.244847180696362557e+03,1.232723693058967868e-01,1.232723693058967784e+00,4.930894772235871137e+00,1.232723693058967740e+01
4.425000000000000044e-01,-5.126541408222639803e-03,1.938279842308513468e-01,1.001914168793025146e-02,1.086885001663622230e-01,-1.319747548686266581e-03,9.171227244488621144e-01,6.745986042026649310e-01,2.530791601628405198e-03,6.531004857982110057e-01,6.531004857982110057e-01,1.441101544904097365e+00,1.614175035923248180e-01,1.614175035923248180e-01,1.656901938662611873e-01,1.090602597662322637e+01,3.408133117694758102e-02,0.000000000000000000e+00,1.370000000000000000e+02,1.370000000000000000e+02,8.000000000000000000e+00,4.315446077141160686e-01,-4.264180663058934062e-01,2.228710738278663964e-02,3.923809791574335570e-02,3.923809791574335570e-02,3.979824451464127749e-02,4.611735852038025690e-02,6.140712005535933077e-02,2.922722318610774892e+03,1.368587078741464458e-01,1.368587078741464458e+00,5.474348314965857831e+00,1.368587078741464325e+01
4.500000000000000111e-01,-4.830817609251125515e-03,1.939890523008084011e-01,9.505086131975612126e-03,1.087599446203765946e-01,-1.871550948441652292e-03,9.172234844283644328e-01,6.751522031367922505e-01,7.230818645004898418e-03,6.489050137647388583e-01,6.489050137647388583e-01,1.439654824367541774e+00,1.619647806307291382e-01,1.619647806307291382e-01,1.654584664285533302e-01,1.090969678634112761e+01,3.409280245731602377e-02,0.000000000000000000e+00,1.370000000000000000e+02,1.370000000000000000e+02,8.000000000000000000e+00,4.182131643118793818e-01,-4.133823467026282450e-01,2.187786246686384412e-02,3.871063864674220006e-02,3.871063864674220006e-02,3.939917040851612789e-02,4.574932712129633344e-02,6.099283334016229741e-02,2.997618049351487571e+03,1.334392819280418307e-01,1.334392819280418641e+00,5.337571277121674562e+00,1.334392819280418330e+01
4.575000000000000178e-01,-4.531493921454454558e-03,1.941348447389093235e-01,8.983466597565551576e-03,1.088330959692858091e-01,-2.418710775883850354e-03,9.173227058950834678e-01,6.757412563752985823e-01,-2.624820394653321065e-02,6.442800486381422553e-01,6.442800486381422553e-01,1.467096332533046610e+00,1.624332902505733756e-01,1.624332902505733756e-01,1.652335839346263380e-01,1.091334831950633344e+01,3.410421349845729061e-02,0.000000000000000000e+00,1.380000000000000000e+02,1.380000000000000000e+02,8.000000000000000000e+00,1.879261603637587541e-01,-1.833946664423042883e-01,8.985032542145207635e-03,2.667663469513100946e-02,2.667663469513100946e-02,2.750672525193111062e-02,3.388074883105827301e-02,6.064149503579115141e-02,7.341257156795897572e+03,5.448658063009206159e-02,5.448658063009205188e-01,2.179463225203682075e+00,5.448658063009204966e+00
4.650000000000000244e-01,-4.228552230298021977e-03,1.942660574619927139e-01,8.454294202731924349e-03,1.089074000839925782e-01,-2.961239557108755020e-03,9.174225344905518886e-01,6.759371320447586928e-01,-2.514283440412315787e-02,6.392379522929891866e-01,6.392379522929891866e-01,1.465964563505324447e+00,1.624219860244545399e-01,1.624219860244545399e-01,1.649709352291294784e-01,1.091697865857541316e+01,3.411555830804816752e-02,0.000000000000000000e+00,1.380000000000000000e+02,1.380000000000000000e+02,8.000000000000000000e+00,1.176885720065001806e-02,-7.540304970351996081e-03,-2.654505528843782822e-04,1.726151356878252024e-02,1.726151356878252024e-02,1.822967101656421118e-02,2.460027364283083259e-02,6.064993636868828281e-02,inf,-1.609955914147066574e-03,-1.609955914147066791e-02,-6.439823656588267164e-02,-1.609955914147066791e-01
4.725000000000000311e-01,-3.921972986202826132e-03,1.943833991030893271e-01,7.917597338818960911e-03,1.089823371731642315e-01,-3.499157582156057437e-03,9.175250513006942832e-01,6.761487552611108454e-01,-2.392953016403056785e-02,6.337914629419848511e-01,6.337914629419848511e-01,1.464881595277207404e+00,1.624619675947095720e-01,1.624619675947095720e-01,1.647131474935883411e-01,1.092058588180488066e+01,3.412683088064025205e-02,0.000000000000000000e+00,1.380000000000000000e+02,1.380000000000000000e+02,8.000000000000000000e+00,5.349786362947384077e-02,-4.957589064327101724e-02,1.985407890489082009e-03,1.934522403486664890e-02,1.934522403486664890e-02,2.046319778778160278e-02,2.683405741485543616e-02,6.062008838212593065e-02,3.323484690624786163e+04,1.203556017960183584e-02,1.203556017960183550e-01,4.814224071840734198e-01,1.203556017960183411e+00
4.799999999999999822e-01,-3.611735008720840055e-03,1.944875853892797934e-01,7.373421109890023958e-03,1.090574301594320616e-01,-4.032492369372637012e-03,9.176321145284884739e-01,6.704804929387365720e-01,-2.261576309428341147e-02,6.301898905437428589e-01,6.301898905437428589e-01,1.463846561932463208e+00,1.625523767735376768e-01,1.625523767735376768e-01,1.644605617926691299e-01,1.092416806495671366e+01,3.413802520298973159e-02,0.000000000000000000e+00,1.380000000000000000e+02,1.380000000000000000e+02,8.000000000000000000e+00,9.446693653714532957e-02,-9.085520152842449515e-02,4.203801453736746158e-03,2.145306488848739909e-02,2.145306488848739909e-02,2.251767456333160847e-02,2.904822987542044627e-02,6.055267517780481279e-02,1.571391720417634497e+04,2.545514239401048748e-02,2.545514239401048817e-01,1.018205695760419527e+00,2.545514239401048595e+00
