s,rho,cyc0,cyc1,cyc2,cyc3,alpha_max,alpha_p95,sigma_local,sigma_near2,sigma_near4,dist_active_to_alphamax,reach,curv_radius,half_nonlocal_sep,L,spacing,reach_controller,active_i,active_j,alpha_max_i,dlnreach_ds,gamma_hat,A_local,A_near2,A_near4,A_p95,A_max,y_core_over_reach_sq,Re_required_local,gate_Re100,gate_Re1000,gate_Re4000,gate_Re10000
7.499999999999999722e-02,-1.596440047941614232e-02,1.628236169133824851e-01,2.571331165195423624e-02,1.103765126026435006e-01,2.799362535486191877e-02,9.451546476964380883e-01,6.522690905643083736e-01,1.420157768044695221e-02,6.514197888871587905e-01,6.514197888871587905e-01,1.532159840354909930e+00,1.554080947045809458e-01,1.554080947045809458e-01,1.688285758033545580e-01,1.073842761405356505e+01,3.355758629391739079e-02,0.000000000000000000e+00,1.340000000000000000e+02,1.340000000000000000e+02,9.000000000000000000e+00,-6.979406189103087854e-03,2.294380666851923017e-02,-7.652708637245894327e-04,1.462461685073159455e-02,1.462461685073159455e-02,1.464512890957918832e-02,2.171880596113979697e-02,6.624799068371667321e-02,inf,-5.069765705054641788e-03,-5.069765705054641441e-02,-2.027906282021856577e-01,-5.069765705054640748e-01
8.250000000000000389e-02,-1.578076343620896799e-02,1.638229508776394006e-01,2.558510654850474492e-02,1.103127310999545418e-01,2.750051407615955804e-02,9.408882394276788519e-01,6.571187081136428132e-01,1.724807437566028973e-02,6.566209964015233824e-01,6.566209964015233824e-01,1.526719346644543229e+00,1.554209563181933595e-01,1.554209563181933595e-01,1.688831788338561735e-01,1.074102146609068420e+01,3.356569208153338535e-02,0.000000000000000000e+00,1.340000000000000000e+02,1.340000000000000000e+02,9.000000000000000000e+00,2.830386211599034141e-02,-1.252309867978137342e-02,1.021646625844445898e-03,1.646613027917155636e-02,1.646613027917155636e-02,1.647815284086769777e-02,2.333279703475278632e-02,6.623702664355522740e-02,5.910965947471269465e+04,6.767083477635686337e-03,6.767083477635686684e-02,2.706833391054274673e-01,6.767083477635685851e-01
8.999999999999999667e-02,-1.559801098159822527e-02,1.648161513029519909e-01,2.544904066861460035e-02,1.102448630391390794e-01,2.699364175070201322e-02,9.377732782959496971e-01,6.614830920132468428e-01,2.109911199102956422e-02,6.613128372062463400e-01,6.613128372062463400e-01,1.510800526811505673e+00,1.554740884519374700e-01,1.554740884519374700e-01,1.689285167288576139e-01,1.074367059437161664e+01,3.357397060741130340e-02,0.000000000000000000e+00,1.340000000000000000e+02,1.340000000000000000e+02,8.000000000000000000e+00,6.255732038016503793e-02,-4.695930939856680919e-02,2.780230692714483285e-03,1.825559989486536666e-02,1.825559989486536666e-02,1.825971532677974490e-02,2.493825480704242592e-02,6.619176233947143828e-02,2.173577919568277503e+04,1.840283692610611074e-02,1.840283692610611144e-01,7.361134770442444575e-01,1.840283692610611199e+00
9.750000000000000333e-02,-1.541591308690747411e-02,1.658024086829093524e-01,2.530507595171111943e-02,1.101733156304831457e-01,2.647378498182843126e-02,9.355003553697965879e-01,6.629720529342605362e-01,2.571983790230915681e-02,6.655169867985982757e-01,6.655169867985982757e-01,1.505850232269376532e+00,1.555668655435360481e-01,1.555668655435360481e-01,1.689730652912895814e-01,1.074637368630364875e+01,3.358241776969890513e-02,0.000000000000000000e+00,1.340000000000000000e+02,1.340000000000000000e+02,8.000000000000000000e+00,-1.099594256928355662e-01,1.253753387797430507e-01,-5.445982524458823845e-03,1.003778004513368807e-02,1.003778004513368807e-02,9.976189974314056408e-03,1.657166095396039179e-02,6.611283488965323529e-02,inf,-3.600493434514830809e-02,-3.600493434514831503e-01,-1.440197373805932601e+00,-3.600493434514831392e+00
1.049999999999999961e-01,-1.523424570931869969e-02,1.667809123245694858e-01,2.515317774092586459e-02,1.100984945157481992e-01,2.594171103387435395e-02,9.333558256762161109e-01,6.636328124321209110e-01,-3.594355719864766180e-02,6.692496855281768742e-01,6.692496855281768742e-01,1.527306997860711446e+00,1.552178621965707161e-01,1.552178621965707161e-01,1.690167577880075656e-01,1.074912944595979347e+01,3.359102951862435321e-02,0.000000000000000000e+00,1.350000000000000000e+02,1.350000000000000000e+02,8.000000000000000000e+00,-3.032163920193511331e-01,3.184506377286698275e-01,-1.621057115091468007e-02,7.793568109935688874e-04,7.793568109935688874e-04,6.440318199256399572e-04,7.142356374151673064e-03,6.641047512930074725e-02,inf,-1.076551732249579618e-01,-1.076551732249579674e+00,-4.306206928998318695e+00,-1.076551732249579629e+01
1.125000000000000028e-01,-1.505279091829342906e-02,1.677508531135442349e-01,2.499331466994587220e-02,1.100208022083317694e-01,2.539817665122918317e-02,9.313396609131291415e-01,6.671259025820949207e-01,-3.609988215092849173e-02,6.725225869690047986e-01,6.725225869690047986e-01,1.522630764850848140e+00,1.548609158216461557e-01,1.548609158216461557e-01,1.690595302934634614e-01,1.075193659179884698e+01,3.359980184937139819e-02,0.000000000000000000e+00,1.350000000000000000e+02,1.350000000000000000e+02,8.000000000000000000e+00,-2.900988373733639492e-01,3.051516282916573730e-01,-1.550197753305145379e-02,1.492137961534587345e-03,1.492137961534587345e-03,1.362715198701683816e-03,7.699063988082649468e-03,6.671697335192858236e-02,inf,-1.034245021974789513e-01,-1.034245021974789402e+00,-4.136980087899157610e+00,-1.034245021974789402e+01
1.199999999999999956e-01,-1.487133701781441150e-02,1.687114264824861321e-01,2.482545855236729243e-02,1.099406365793618445e-01,2.484392695540385554e-02,9.294513162757078728e-01,6.700911782298160091e-01,-3.570896309150859566e-02,6.753439029062893173e-01,6.753439029062893173e-01,1.518002283778880690e+00,1.545439018030535794e-01,1.545439018030535794e-01,1.691013227098080163e-01,1.075479385430177182e+01,3.360873079469303693e-02,0.000000000000000000e+00,1.350000000000000000e+02,1.350000000000000000e+02,8.000000000000000000e+00,-2.563898797865675760e-01,2.712612168043819771e-01,-1.381037320042682696e-02,3.172283744008939227e-03,3.172283744008939227e-03,3.046828626014386719e-03,9.241338851796284531e-03,6.699096550785769988e-02,inf,-9.251702347204358856e-02,-9.251702347204359134e-01,-3.700680938881743653e+00,-9.251702347204359356e+00
1.275000000000000022e-01,-1.468967866322637428e-02,1.696618354691219743e-01,2.464958425441932804e-02,1.098583894883107676e-01,2.427969442250447335e-02,9.276897584909661321e-01,6.725612480282343597e-01,-3.476593252657465827e-02,6.777196677808869918e-01,6.777196677808869918e-01,1.513422832072484736e+00,1.542664880199827449e-01,1.542664880199827449e-01,1.691420798009168613e-01,1.075769997355460994e+01,3.361781241735815884e-02,0.000000000000000000e+00,1.350000000000000000e+02,1.350000000000000000e+02,8.000000000000000000e+00,-2.225677372884433680e-01,2.372574159516697423e-01,-1.211993968077244507e-02,4.835899027983155997e-03,4.835899027983155997e-03,4.713138184423240097e-03,1.078472457374025396e-02,6.723211868624824616e-02,inf,-8.148492230878626175e-02,-8.148492230878626730e-01,-3.259396892351450692e+00,-8.148492230878627396e+00
1.350000000000000089e-01,-1.450761697139965611e-02,1.706012937545166586e-01,2.446566954152661066e-02,1.097744456913210404e-01,2.370619794223219334e-02,9.260534827769827393e-01,6.757678633593664497e-01,-3.327325631299470066e-02,6.796549798975156653e-01,6.796549798975156653e-01,1.508893682414475634e+00,1.540288147965512278e-01,1.540288147965512278e-01,1.691817522490141612e-01,1.076065369680657469e+01,3.362704280252054589e-02,0.000000000000000000e+00,1.350000000000000000e+02,1.350000000000000000e+02,8.000000000000000000e+00,-1.883149334958034160e-01,2.028225504672030721e-01,-1.041328350660531733e-02,6.500850342983380270e-03,6.500850342983380270e-03,6.408628985943747199e-03,1.234662421805680053e-02,6.743976298641829459e-02,inf,-7.022693715958414074e-02,-7.022693715958413518e-01,-2.809077486383365407e+00,-7.022693715958413740e+00
1.425000000000000155e-01,-1.432495962292913358e-02,1.715290285981922735e-01,2.427369490056760851e-02,1.096891821828049479e-01,2.312414195790319857e-02,9.245405211609168949e-01,6.786347498309979187e-01,-3.123704362113885816e-02,6.811551212372138897e-01,6.811551212372138897e-01,1.504416104181864888e+00,1.538313426406375806e-01,1.538313426406375806e-01,1.692202977146727294e-01,1.076365377602994755e+01,3.363641805009358332e-02,0.000000000000000000e+00,1.350000000000000000e+02,1.350000000000000000e+02,8.000000000000000000e+00,-1.534402837964989885e-01,1.677652434194281117e-01,-8.679216907901788486e-03,8.178889682233731265e-03,8.178889682233731265e-03,8.119247406660463559e-03,1.393838173842775613e-02,6.761301796729246583e-02,inf,-5.868280487359921888e-02,-5.868280487359921471e-01,-2.347312194943968588e+00,-5.868280487359921693e+00
1.499999999999999944e-01,-1.414152095505218434e-02,1.724442836279328484e-01,2.407364334893137559e-02,1.096029681186093396e-01,2.253421568537924621e-02,9.231484485210229574e-01,6.810000620712330921e-01,-2.866396709488527525e-02,6.822264939007494089e-01,6.822264939007494089e-01,1.499991365134598631e+00,1.536747090826515172e-01,1.536747090826515172e-01,1.692576818574047792e-01,1.076669896550646399e+01,3.364593426720770275e-02,0.000000000000000000e+00,1.350000000000000000e+02,1.350000000000000000e+02,8.000000000000000000e+00,-1.178604139353751634e-01,1.320019348904273582e-01,-6.911619113498689536e-03,9.876710449026628730e-03,9.876710449026628730e-03,9.847747137701486075e-03,1.556630314288295902e-02,6.775091788357309741e-02,inf,-4.682685390011839810e-02,-4.682685390011839810e-01,-1.873074156004735924e+00,-4.682685390011839921e+00
1.575000000000000011e-01,-1.395712204398715829e-02,1.733463214877517811e-01,2.386550024588336705e-02,1.095161654190979078e-01,2.193709240757357043e-02,9.218743939921324460e-01,6.828773867748125781e-01,-2.555937638326834238e-02,6.828784309090645266e-01,6.828784309090645266e-01,1.495620731902008727e+00,1.535596235125778475e-01,1.535596235125778475e-01,1.692938792630578337e-01,1.076978801946258990e+01,3.365558756082059205e-02,0.000000000000000000e+00,1.350000000000000000e+02,1.350000000000000000e+02,8.000000000000000000e+00,-8.156309689013596653e-02,9.552021893412313003e-02,-5.107544476969191026e-03,1.159781430838266111e-02,1.159781430838266111e-02,1.159778968711440254e-02,1.723347247125350118e-02,6.785250806236177434e-02,inf,-3.465597028024233750e-02,-3.465597028024233750e-01,-1.386238811209693500e+00,-3.465597028024233861e+00
1.650000000000000078e-01,-1.377159077541055196e-02,1.742344263846505037e-01,2.364925312052996650e-02,1.094291300556589630e-01,2.133342884056185773e-02,9.207150636429064505e-01,6.831796394513225401e-01,-2.192682125298480236e-02,6.843478306011135937e-01,6.843478306011135937e-01,1.491305468580220506e+00,1.534868112697482800e-01,1.534868112697482800e-01,1.693288742299959293e-01,1.077291968977373671e+01,3.366537403054292721e-02,0.000000000000000000e+00,1.350000000000000000e+02,1.350000000000000000e+02,8.000000000000000000e+00,-4.456723079846369728e-02,5.833882157387425271e-02,-3.265271864249352351e-03,1.337328851042998354e-02,1.337328851042998354e-02,1.334576802824371383e-02,1.894167535149448092e-02,6.791690011151796380e-02,inf,-2.217671430411732869e-02,-2.217671430411733147e-01,-8.870685721646932587e-01,-2.217671430411733091e+00
1.725000000000000144e-01,-1.358476190181498976e-02,1.751079065926887668e-01,2.342489152479793058e-02,1.093422138971958946e-01,2.072386456727941251e-02,9.196667764082140373e-01,6.830819347593048985e-01,-1.776879275377381620e-02,6.853616794773333964e-01,6.853616794773333964e-01,1.487046833559893200e+00,1.534570019103682625e-01,1.534570019103682625e-01,1.693626613870431452e-01,1.077609272375497262e+01,3.367528976173429084e-02,0.000000000000000000e+00,1.350000000000000000e+02,1.350000000000000000e+02,8.000000000000000000e+00,-6.891534882470295997e-03,2.047629678428528749e-02,-1.382832946858111953e-03,1.517522270945220568e-02,1.517522270945220568e-02,1.512153688382795666e-02,2.069288548863486288e-02,6.794328868806694122e-02,inf,-9.395421811575103282e-03,-9.395421811575103976e-02,-3.758168724630041591e-01,-9.395421811575103144e-01
1.799999999999999933e-01,-1.339647708554707675e-02,1.759660969661666907e-01,2.319240691153656025e-02,1.092557668607671562e-01,2.010902153514703555e-02,9.187255107427506617e-01,6.825997470700210235e-01,-1.308817440581417323e-02,6.859380831916743748e-01,6.859380831916743748e-01,1.482846075282455267e+00,1.534709456940906713e-01,1.534709456940906713e-01,1.693952461457572667e-01,1.077930586205286545e+01,3.368533081891520592e-02,0.000000000000000000e+00,1.350000000000000000e+02,1.350000000000000000e+02,8.000000000000000000e+00,3.146148491548217407e-02,-1.806500782993509732e-02,5.427121178749294257e-04,1.700710906115909457e-02,1.700710906115909457e-02,1.692848012492154802e-02,2.249002843500308088e-02,6.793094311372241401e-02,1.084982737462410005e+05,3.686694600648964502e-03,3.686694600648964676e-02,1.474677840259585870e-01,3.686694600648964260e-01
1.875000000000000000e-01,-1.320658492639045258e-02,1.768083614844020157e-01,2.295179252965146022e-02,1.091701390069761968e-01,1.948950361443079621e-02,9.178869560933266003e-01,6.844708112496488139e-01,-7.889766303537704834e-03,6.860947844651201777e-01,6.860947844651201777e-01,1.478704427828441581e+00,1.535294387785714199e-01,1.535294387785714199e-01,1.694266450182851103e-01,1.078255783665080436e+01,3.369549323953376085e-02,0.000000000000000000e+00,1.350000000000000000e+02,1.350000000000000000e+02,8.000000000000000000e+00,7.050597850984274828e-02,-5.729939358345229744e-02,2.515269123970040061e-03,1.887337923441406370e-02,1.887337923441406370e-02,1.883510009311953684e-02,2.433701940051498022e-02,6.787919103936834730e-02,2.342819735175967799e+04,1.707344333813870171e-02,1.707344333813870241e-01,6.829377335255480963e-01,1.707344333813870074e+00
1.950000000000000067e-01,-1.301494097268043881e-02,1.776340958076440824e-01,2.270304332231912539e-02,1.090856821779630642e-01,1.886589621442749318e-02,9.171465622726726608e-01,6.858997858088635713e-01,-2.181331055245640856e-03,6.858490279451684435e-01,6.858490279451684435e-01,1.474623107078625983e+00,1.536333408406543866e-01,1.536333408406543866e-01,1.694568858506782794e-01,1.078584736899710350e+01,3.370577302811594844e-02,0.000000000000000000e+00,1.350000000000000000e+02,1.350000000000000000e+02,8.000000000000000000e+00,1.102622554369645513e-01,-9.724731446428411252e-02,4.539209889663667168e-03,2.077893041081415107e-02,2.077893041081415107e-02,2.078012845899600627e-02,2.623829316359585148e-02,6.778740883914388671e-02,1.299962107480865961e+04,3.077012765973162131e-02,3.077012765973162201e-01,1.230805106389264880e+00,3.077012765973162534e+00
2.025000000000000133e-01,-1.282140771506554144e-02,1.784427297799977552e-01,2.244615581224537054e-02,1.090027508127370814e-01,1.823876595447743512e-02,9.164995813917993228e-01,6.854244964613676050e-01,4.026135977461163355e-03,6.852177078273654631e-01,6.852177078273654631e-01,1.470603307786839009e+00,1.537835764169931396e-01,1.537835764169931396e-01,1.694860080245402245e-01,1.078917316826317752e+01,3.371616615082242974e-02,0.000000000000000000e+00,1.350000000000000000e+02,1.350000000000000000e+02,8.000000000000000000e+00,1.507424514340556243e-01,-1.379210437189900829e-01,6.618712309541288988e-03,2.272847635040590661e-02,2.272847635040590661e-02,2.273336677512307821e-02,2.819815120256788377e-02,6.765502661585548472e-02,8.932775466577193583e+03,4.477891574647062389e-02,4.477891574647062112e-01,1.791156629858824845e+00,4.477891574647062001e+00
2.099999999999999922e-01,-1.262585456217449852e-02,1.792337297837336418e-01,2.218112796019358970e-02,1.089217016900733137e-01,1.760866038637822970e-02,9.159411004048391147e-01,6.845993251038712257e-01,1.071889050713309248e-02,6.842176496741168013e-01,6.842176496741168013e-01,1.466646201452965093e+00,1.539811198767673805e-01,1.539811198767673805e-01,1.695140626668883710e-01,1.079253392973653902e+01,3.372666853042668306e-02,0.000000000000000000e+00,1.350000000000000000e+02,1.350000000000000000e+02,8.000000000000000000e+00,1.919390896314041584e-01,-1.793132350692296650e-01,8.757246932662656955e-03,2.472602729735398630e-02,2.472602729735398630e-02,2.473507689250971364e-02,3.022023324755356358e-02,6.748154774862191729e-02,6.768732645321866585e+03,5.909525770329478872e-02,5.909525770329479011e-01,2.363810308131791604e+00,5.909525770329479677e+00
2.174999999999999989e-01,-1.242815779756543601e-02,1.800066008382379401e-01,2.190795898958449936e-02,1.088428925206203490e-01,1.697610776412540948e-02,9.154660661232737473e-01,6.852872330810798607e-01,1.788138732877029430e-02,6.845551933768845299e-01,6.845551933768845299e-01,1.462752934557587370e+00,1.542269705906349486e-01,1.542269705906349486e-01,1.695411128841216031e-01,1.079592833335173374e+01,3.373727604172416933e-02,0.000000000000000000e+00,1.350000000000000000e+02,1.350000000000000000e+02,8.000000000000000000e+00,2.338207217082413081e-01,-2.213925639106758825e-01,1.095739459215184543e-02,2.681487004755875314e-02,2.681487004755875314e-02,2.683228231355203400e-02,3.230730647410434697e-02,6.726657674335408121e-02,5.426919295806208538e+03,7.370664242401951671e-02,7.370664242401950839e-01,2.948265696960780335e+00,7.370664242401951505e+00
2.250000000000000056e-01,-1.222820051747591785e-02,1.807608883471851502e-01,2.162664918045160284e-02,1.087666794990523322e-01,1.634161685635971903e-02,9.150693072877091883e-01,6.905143767132345678e-01,2.549727358571508493e-02,6.851951431712628438e-01,6.851951431712628438e-01,1.458924626615753173e+00,1.545221277121834325e-01,1.545221277121834325e-01,1.695672340093036523e-01,1.079935504236045851e+01,3.374798450737643424e-02,0.000000000000000000e+00,1.350000000000000000e+02,1.350000000000000000e+02,8.000000000000000000e+00,2.763353487330419966e-01,-2.641071482155660788e-01,1.322101985772004655e-02,2.897268391202319909e-02,2.897268391202319909e-02,2.909969171914581279e-02,3.446140954668505674e-02,6.700984655957811786e-02,4.514986024084587370e+03,8.859385120269556990e-02,8.859385120269556158e-01,3.543754048107822463e+00,8.859385120269555713e+00
2.325000000000000122e-01,-1.202587254900575574e-02,1.814961794226340186e-01,2.133719964987301071e-02,1.086934140909177199e-01,1.570567679664678848e-02,9.147455589781258167e-01,6.890797374736864489e-01,3.355004880075074941e-02,6.854447395587081049e-01,6.854447395587081049e-01,1.455162367626906539e+00,1.548675727867057650e-01,1.548675727867057650e-01,1.695925138314099134e-01,1.080281270214075207e+01,3.375878969418984882e-02,0.000000000000000000e+00,1.350000000000000000e+02,1.350000000000000000e+02,8.000000000000000000e+00,3.194192416108592170e-01,-3.073933690618534387e-01,1.554968687119056767e-02,3.118470638375596057e-02,3.118470638375596057e-02,3.127188804689044060e-02,3.668424923430656931e-02,6.671123783212927483e-02,3.856020590562745838e+03,1.037338859079132009e-01,1.037338859079132147e+00,4.149355436316528589e+00,1.037338859079132014e+01
2.399999999999999911e-01,-1.182107034855955398e-02,1.822121037430837198e-01,2.103961215242534585e-02,1.086234394316983876e-01,1.506875696693582567e-02,9.144894931840720220e-01,6.872996155398575224e-01,4.202318891919627764e-02,6.853121216594760812e-01,6.853121216594760812e-01,1.451467214760324920e+00,1.552642643004342737e-01,1.552642643004342737e-01,1.696170527669711159e-01,1.080629993914382503e+01,3.376968730982445044e-02,0.000000000000000000e+00,1.350000000000000000e+02,1.350000000000000000e+02,8.000000000000000000e+00,1.496741664901009017e-01,-1.378530961415413425e-01,7.659499577334993349e-03,2.316726058383617934e-02,2.316726058383617934e-02,2.321517308245098568e-02,2.869203759276454241e-02,6.637078634065607385e-02,7.868331189706381338e+03,5.083670099236464041e-02,5.083670099236463624e-01,2.033468039694585450e+00,5.083670099236464068e+00
2.474999999999999978e-01,-1.161369688051604523e-02,1.829083339219146898e-01,2.073388895186278891e-02,1.085570867393622491e-01,1.443130691014015386e-02,9.145647964949107367e-01,6.855922815994878183e-01,-3.812470075773436579e-02,6.848057204349459193e-01,6.848057204349459193e-01,1.477337612226554242e+00,1.552156585093954766e-01,1.552156585093954766e-01,1.696409639404593550e-01,1.080981535997613285e+01,3.378067299992541794e-02,0.000000000000000000e+00,1.360000000000000000e+02,1.360000000000000000e+02,7.000000000000000000e+00,-7.516792582310927173e-02,8.678162270362531350e-02,-5.099964967069574827e-03,1.231680291464068780e-02,1.231680291464068780e-02,1.233575266806923032e-02,1.785213574771020786e-02,6.641236087913608699e-02,inf,-3.387007138639759607e-02,-3.387007138639759884e-01,-1.354802855455903954e+00,-3.387007138639759773e+00
2.550000000000000044e-01,-1.140366147633600259e-02,1.835845853656208893e-01,2.042003283174627024e-02,1.084946720897585204e-01,1.379375626862175408e-02,9.150004012561626654e-01,6.839444484464762830e-01,-3.573345597377106803e-02,6.839345885966673366e-01,6.839345885966673366e-01,1.474499367280707185e+00,1.550892995664626683e-01,1.550892995664626683e-01,1.696643731566938873e-01,1.081335755061309278e+01,3.379174234566591217e-02,0.000000000000000000e+00,1.360000000000000000e+02,1.360000000000000000e+02,7.000000000000000000e+00,-8.703272735071720945e-02,9.843638882705321724e-02,-5.594805824911870153e-03,1.171514715857973829e-02,1.171514715857973829e-02,1.171538431449892226e-02,1.727290171417563552e-02,6.652062385211848783e-02,inf,-3.721699738046040096e-02,-3.721699738046040373e-01,-1.488679895218416149e+00,-3.721699738046039929e+00
2.625000000000000111e-01,-1.119087967447817203e-02,1.842406155885055741e-01,2.009804732425264640e-02,1.084364937985392574e-01,1.315651474614071802e-02,9.154023354437469395e-01,6.827114318540028481e-01,-3.291350103544858630e-02,6.827085728718217394e-01,6.827085728718217394e-01,1.471726526520811040e+00,1.550131580880712290e-01,1.550131580880712290e-01,1.696058754512131672e-01,1.081692507574045159e+01,3.380289086168890983e-02,0.000000000000000000e+00,1.360000000000000000e+02,1.360000000000000000e+02,7.000000000000000000e+00,-4.365736698520095160e-02,5.484824665967912016e-02,-3.426786846273378005e-03,1.376895263091321674e-02,1.376895263091321674e-02,1.376902132962242245e-02,1.936036947654790064e-02,6.658598891723649382e-02,inf,-2.281759909676909365e-02,-2.281759909676909504e-01,-9.127039638707638014e-01,-2.281759909676909448e+00
2.700000000000000178e-01,-1.097527304169991849e-02,1.848762229321546935e-01,1.976793723760654486e-02,1.083828305260453456e-01,1.251997209142677488e-02,9.157681528589973752e-01,6.811558880869751365e-01,-2.966445242584069691e-02,6.811382920676081199e-01,6.811382920676081199e-01,1.469019418205669947e+00,1.549877709566295503e-01,1.549877709566295503e-01,1.695112304491685484e-01,1.082051647821827522e+01,3.381411399443211285e-02,0.000000000000000000e+00,1.360000000000000000e+02,1.360000000000000000e+02,7.000000000000000000e+00,1.920222102569368872e-04,1.078325083144298160e-02,-1.230629462919788884e-03,1.584371192418253943e-02,1.584371192418253943e-02,1.584413460184389347e-02,2.147980488217392236e-02,6.660780438937478898e-02,inf,-8.196952654196265273e-03,-8.196952654196265620e-02,-3.278781061678506248e-01,-8.196952654196265620e-01
2.775000000000000244e-01,-1.075676897646343777e-02,1.854912446306096196e-01,1.942970954743825432e-02,1.083339401039969258e-01,1.188449810190727804e-02,9.160955951644473849e-01,6.792884603020189482e-01,-2.598672978258974656e-02,6.792349511081996472e-01,6.792349511081996472e-01,1.466378337915848595e+00,1.550136045782527505e-01,1.550136045782527505e-01,1.694162453891149278e-01,1.082413027866249777e+01,3.382540712082030693e-02,0.000000000000000000e+00,1.360000000000000000e+02,1.360000000000000000e+02,7.000000000000000000e+00,4.441930717813136198e-02,-3.366253820166792421e-02,9.933281263536611772e-04,1.793925335577890856e-02,1.793925335577890856e-02,1.794053913984102605e-02,2.363082931371129555e-02,6.658560533867841080e-02,6.047653581639251934e+04,6.614135459319376090e-03,6.614135459319377131e-02,2.645654183727750852e-01,6.614135459319376853e-01
2.850000000000000311e-01,-1.053530049532888646e-02,1.860855541837002913e-01,1.908337468062406422e-02,1.082900589959471388e-01,1.125044264653162623e-02,9.163826113342528057e-01,6.790346183869341301e-01,-2.188230505047671776e-02,6.790253759561081237e-01,6.790253759561081237e-01,1.463803546120713062e+00,1.550910721081543986e-01,1.550910721081543986e-01,1.693212226224264094e-01,1.082776497513831337e+01,3.383676554730723207e-02,0.000000000000000000e+00,1.360000000000000000e+02,1.360000000000000000e+02,7.000000000000000000e+00,8.894178893999082902e-02,-7.840648844466194256e-02,3.245519920489792123e-03,2.010462104353220869e-02,2.010462104353220869e-02,2.010484335394503719e-02,2.581383174554522514e-02,6.651910332738765474e-02,1.852803344065347119e+04,2.158890749421554442e-02,2.158890749421554511e-01,8.635562997686218045e-01,2.158890749421554567e+00
2.924999999999999822e-01,-1.031080600333899103e-02,1.866590580637354502e-01,1.872894815944267308e-02,1.082514022531565340e-01,1.061813570740868275e-02,9.166273787995964373e-01,6.782934112314837893e-01,-1.735547121276614577e-02,6.799747401978258887e-01,6.799747401978258887e-01,1.461295265808257193e+00,1.552205504030650107e-01,1.552205504030650107e-01,1.692264709294001856e-01,1.083141904295984226e+01,3.384818450924950706e-02,0.000000000000000000e+00,1.360000000000000000e+02,1.360000000000000000e+02,7.000000000000000000e+00,1.336879222600089179e-01,-1.233771162566699303e-01,5.527000535443920767e-03,2.232806968680522627e-02,2.232806968680522627e-02,2.228756072309267047e-02,2.802984092938137772e-02,6.640817487299882638e-02,1.089805361557437027e+04,3.670380180809180298e-02,3.670380180809180160e-01,1.468152072323672064e+00,3.670380180809180271e+00
2.999999999999999889e-01,-1.008322904950747535e-02,1.872116918855591394e-01,1.836645249200719726e-02,1.082181638058593298e-01,9.987887441524824494e-03,9.168283249619788577e-01,6.774491283690639021e-01,-1.241337688032095009e-02,6.805030094585716727e-01,6.805030094585716727e-01,1.458853680512320672e+00,1.554023911987147955e-01,1.554023911987147955e-01,1.691323048103951510e-01,1.083509093459027639e+01,3.385965917059461511e-02,0.000000000000000000e+00,1.360000000000000000e+02,1.360000000000000000e+02,7.000000000000000000e+00,1.785916887135812203e-01,-1.685084596640737398e-01,7.839144125336433219e-03,2.457300777437822908e-02,2.457300777437822908e-02,2.449925684171199575e-02,3.028024126519751266e-02,6.625285357848079149e-02,7.701702763770126694e+03,5.193656679165226109e-02,5.193656679165226109e-01,2.077462671666090444e+00,5.193656679165226109e+00
3.074999999999999956e-01,-9.852518068608656296e-03,1.877434163030443914e-01,1.799591910159414193e-02,1.081905169207031253e-01,9.359988266303334928e-03,9.169841467246947486e-01,6.766673286604675264e-01,-7.066178878919678573e-03,6.806145967476415759e-01,6.806145967476415759e-01,1.456478932875779897e+00,1.556369243643200562e-01,1.556369243643200562e-01,1.690390436664664930e-01,1.083877907963699982e+01,3.387118462386562445e-02,0.000000000000000000e+00,1.360000000000000000e+02,1.360000000000000000e+02,7.000000000000000000e+00,2.235866094836609363e-01,-2.137340914150522853e-01,1.018333561704938724e-02,2.684092542342731216e-02,2.684092542342731216e-02,2.674531133185692466e-02,3.256647010314952378e-02,6.605332786987075377e-02,5.946689065474312883e+03,6.726432063218958091e-02,6.726432063218957813e-01,2.690572825287583125e+00,6.726432063218958035e+00
3.150000000000000022e-01,-9.618626110524858275e-03,1.882542130292863269e-01,1.761738999944793480e-02,1.081686146427089795e-01,8.734708976071862974e-03,9.170938258585044078e-01,6.790121372014268353e-01,-1.326813745284076895e-03,6.803146869928744511e-01,6.803146869928744511e-01,1.454171123682763689e+00,1.559244545635079804e-01,1.559244545635079804e-01,1.689470108870127496e-01,1.084248188493640619e+01,3.388275589042626795e-02,0.000000000000000000e+00,1.360000000000000000e+02,1.360000000000000000e+02,7.000000000000000000e+00,2.686019331034401603e-01,-2.589833069929152742e-01,1.256077183605952899e-02,2.913313687796065601e-02,2.913313687796065601e-02,2.910146872013026284e-02,3.488981442669980559e-02,6.580994314471973194e-02,4.838961301154120520e+03,8.266236803848744930e-02,8.266236803848744374e-01,3.306494721539497750e+00,8.266236803848745041e+00
