eps,rho0,first_rho_nonnegative_s,first_eps_ge_reach_s,min_rho,min_reach
1.000000000000000021e-02,-1.757071242153539214e-01,6.750000000000000444e-01,2.842500000000000249e+00,-5.918714780031806288e-01,5.476440237423175691e-03
