R,zeta,Gamma_enclosed,dGamma_dR,material_viscous_dGamma_dt
2.728000000000000203e+00,2.195943927363454439e-05,1.999951689613893135e+00,3.763964170681520201e-04,-8.801223649387875775e-05
2.732000000000000206e+00,2.128488257199460441e-05,1.999953173041816301e+00,3.653691054579030349e-04,-8.555900538094209616e-05
2.736000000000000210e+00,2.063010399524546024e-05,1.999954612975364254e+00,3.546478886200919874e-04,-8.316999627982044508e-05
2.740000000000000213e+00,1.999455405992522369e-05,1.999956010622915281e+00,3.442247979226285403e-04,-8.084365254068591293e-05
2.744000000000000217e+00,1.937769760190151503e-05,1.999957367161355526e+00,3.340920563737455416e-04,-7.857845165910495161e-05
2.748000000000000220e+00,1.877901343158356104e-05,1.999958683736841936e+00,3.242420744682450776e-04,-7.637290462617750831e-05
2.752000000000000224e+00,1.819799399661946220e-05,1.999959961465540337e+00,3.146674461111791674e-04,-7.422555528839701203e-05
2.756000000000000227e+00,1.763414505193792330e-05,1.999961201434352631e+00,3.053609446178475015e-04,-7.213497971715322711e-05
2.760000000000000231e+00,1.708698533699714350e-05,1.999962404701626451e+00,2.963155187890212480e-04,-7.009978558780274372e-05
2.764000000000000234e+00,1.655604626010530320e-05,1.999963572297847714e+00,2.875242890603084520e-04,-6.811861156823079101e-05
2.768000000000000238e+00,1.604087158967806785e-05,1.999964705226322970e+00,2.789805437245633274e-04,-6.619012671682212255e-05
2.772000000000000242e+00,1.554101715230149662e-05,1.999965804463840424e+00,2.706777352262677090e-04,-6.431302988976121768e-05
2.776000000000000245e+00,1.505605053747098354e-05,1.999966870961320975e+00,2.626094765268262646e-04,-6.248604915758311246e-05
2.780000000000000249e+00,1.458555080887723986e-05,1.999967905644452149e+00,2.547695375396954944e-04,-6.070794123088744671e-05
2.784000000000000252e+00,1.412910822211396525e-05,1.999968909414309159e+00,2.471518416343071478e-04,-5.897749089513524531e-05
2.788000000000000256e+00,1.368632394868285995e-05,1.999969883147960870e+00,2.397504622077359252e-04,-5.729351045444295800e-05
2.792000000000000259e+00,1.325680980617356813e-05,1.999970827699066422e+00,2.325596193230735048e-04,-5.565483918428752974e-05
2.796000000000000263e+00,1.284018799449819913e-05,1.999971743898451004e+00,2.255736764134796610e-04,-5.406034279303621943e-05
2.800000000000000266e+00,1.243609083806208608e-05,1.999972632554676055e+00,2.187871370508946310e-04,-5.250891289221472228e-05
2.804000000000000270e+00,1.204416053375376245e-05,1.999973494454590606e+00,2.121946417783948809e-04,-5.099946647542450816e-05
2.808000000000000274e+00,1.166404890463966488e-05,1.999974330363876840e+00,2.057909650051959166e-04,-4.953094540582200973e-05
2.812000000000000277e+00,1.129541715925016650e-05,1.999975141027576120e+00,1.995710119633031278e-04,-4.810231591206929187e-05
2.816000000000000281e+00,1.093793565634602702e-05,1.999975927170607015e+00,1.935298157248306562e-04,-4.671256809266769117e-05
2.820000000000000284e+00,1.059128367505559744e-05,1.999976689498271565e+00,1.876625342790105800e-04,-4.536071542858369774e-05
2.824000000000000288e+00,1.025514919027499454e-05,1.999977428696749771e+00,1.819644476679238435e-04,-4.404579430407574238e-05
2.828000000000000291e+00,9.929228653225772626e-06,1.999978145433580545e+00,1.764309551800053659e-04,-4.276686353563330281e-05
2.832000000000000295e+00,9.613226777065209431e-06,1.999978840358133336e+00,1.710575726003639191e-04,-4.152300390893405769e-05
2.836000000000000298e+00,9.306856327447296358e-06,1.999979514102068867e+00,1.658399295169903510e-04,-4.031331772373012286e-05
2.840000000000000302e+00,9.009837917933244720e-06,1.999980167279790555e+00,1.607737666819186219e-04,-3.913692834656991147e-05
2.844000000000000306e+00,8.721899810152555961e-06,1.999980800488882604e+00,1.558549334264254028e-04,-3.799297977126461296e-05
2.848000000000000309e+00,8.442777718617304629e-06,1.999981414310538774e+00,1.510793851293616241e-04,-3.688063618700759431e-05
2.852000000000000313e+00,8.172214620093387464e-06,1.999982009309982933e+00,1.464431807377097720e-04,-3.579908155405271659e-05
2.856000000000000316e+00,7.909960567435110948e-06,1.999982586036877619e+00,1.419424803384889452e-04,-3.474751918686209290e-05
2.860000000000000320e+00,7.655772507790157164e-06,1.999983145025724385e+00,1.375735427811216900e-04,-3.372517134462926043e-05
2.864000000000000323e+00,7.409414105083890541e-06,1.999983686796253712e+00,1.333327233493942479e-04,-3.273127882908558219e-05
2.868000000000000327e+00,7.170655566693925579e-06,1.999984211853805371e+00,1.292164714821567874e-04,-3.176510058949934761e-05
2.872000000000000330e+00,6.939273474226755711e-06,1.999984720689702122e+00,1.252213285419101886e-04,-3.082591333477423576e-05
2.876000000000000334e+00,6.715050618310141642e-06,1.999985213781613202e+00,1.213439256304406973e-04,-2.991301115255549898e-05
2.880000000000000338e+00,6.497775837316720211e-06,1.999985691593906711e+00,1.175809814506798641e-04,-2.902570513525354944e-05
2.884000000000000341e+00,6.287243859935059667e-06,1.999986154577997777e+00,1.139293002139628335e-04,-2.816332301289161254e-05
2.888000000000000345e+00,6.083255151506720836e-06,1.999986603172686506e+00,1.103857695918842598e-04,-2.732520879268815608e-05
2.892000000000000348e+00,5.885615764048651915e-06,1.999987037804485723e+00,1.069473587119486449e-04,-2.651072240528190102e-05
2.896000000000000352e+00,5.694137189882185185e-06,1.999987458887947156e+00,1.036111161962304341e-04,-2.571923935751000077e-05
2.900000000000000355e+00,5.508636218790923749e-06,1.999987866825969629e+00,1.003741682422629064e-04,-2.495015039164821116e-05
2.904000000000000359e+00,5.328934798631593658e-06,1.999988262010112150e+00,9.723371674539083086e-05,-2.420286115102414655e-05
2.907999999999999918e+00,5.154859899322970157e-06,1.999988644820886341e+00,9.418703746182641775e-05,-2.347679185191352803e-05
2.911999999999999922e+00,4.986243380139583438e-06,1.999989015628053313e+00,9.123147821166143997e-05,-2.277137696163069900e-05
2.915999999999999925e+00,4.822921860238351804e-06,1.999989374790907215e+00,8.836445712110086944e-05,-2.208606488272543507e-05
2.919999999999999929e+00,4.664736592347132060e-06,1.999989722658550573e+00,8.558346090318353586e-05,-2.142031764319679145e-05
2.923999999999999932e+00,4.511533339546137035e-06,1.999990059570168954e+00,8.288604317627800181e-05,-2.077361059263744473e-05
2.927999999999999936e+00,4.363162255074078943e-06,1.999990385855292541e+00,8.026982281964362392e-05,-2.014543210422141341e-05
2.931999999999999940e+00,4.219477765092095061e-06,1.999990701834054141e+00,7.773248236535618854e-05,-1.953528328244780101e-05
2.935999999999999943e+00,4.080338454340239236e-06,1.999991007817442545e+00,7.527176642591502042e-05,-1.894267767655598379e-05
2.939999999999999947e+00,3.945606954621951299e-06,1.999991304107545886e+00,7.288548015684752758e-05,-1.836714099952557806e-05
2.943999999999999950e+00,3.815149836053624863e-06,1.999991590997792779e+00,7.057148775364571280e-05,-1.780821085257711404e-05
2.947999999999999954e+00,3.688837501017470614e-06,1.999991868773183246e+00,6.832771098237586322e-05,-1.726543645508948872e-05
2.951999999999999957e+00,3.566544080756853892e-06,1.999992137710516538e+00,6.615212774330962286e-05,-1.673837837984999940e-05
2.955999999999999961e+00,3.448147334554742246e-06,1.999992398078614508e+00,6.404277066693797506e-05,-1.622660829355445687e-05
2.959999999999999964e+00,3.333528551436918498e-06,1.999992650138536554e+00,6.199772574173821322e-05,-1.572970870247529046e-05
2.963999999999999968e+00,3.222572454342762991e-06,1.999992894143789446e+00,6.001513097307218449e-05,-1.524727270321594034e-05
2.967999999999999972e+00,3.115167106707558542e-06,1.999993130340535386e+00,5.809317507260544806e-05,-1.477890373847082652e-05
2.971999999999999975e+00,3.011203821401227921e-06,1.999993358967788959e+00,5.623009617764222095e-05,-1.432421535771022667e-05
2.975999999999999979e+00,2.910577071969878635e-06,1.999993580257615644e+00,5.442418059978840580e-05,-1.388283098271173916e-05
2.979999999999999982e+00,2.813184406127093896e-06,1.999993794435319439e+00,5.267376160235416886e-05,-1.345438367785846648e-05
2.983999999999999986e+00,2.718926361443320676e-06,1.999994001719630932e+00,5.097721820592339241e-05,-1.303851592512646439e-05
2.987999999999999989e+00,2.627706383182713713e-06,1.999994202322883607e+00,4.933297402152616906e-05,-1.263487940368458714e-05
2.991999999999999993e+00,2.539430744237550729e-06,1.999994396451194811e+00,4.773949611085415113e-05,-1.224313477402934024e-05
2.995999999999999996e+00,2.454008467111745708e-06,1.999994584304633838e+00,4.619529387297546124e-05,-1.186295146658009526e-05
3.000000000000000000e+00,2.371351247905538928e-06,1.999994766077392461e+00,4.469891795700617544e-05,-1.149400747465873010e-05
3.004000000000000004e+00,2.291373382254833670e-06,1.999994941957943029e+00,4.324895920021247297e-05,-1.113598915178042472e-05
3.008000000000000007e+00,2.213991693179223425e-06,1.999995112129202335e+00,4.184404759101846859e-05,-1.078859101318144615e-05
3.012000000000000011e+00,2.139125460794009121e-06,1.999995276768682162e+00,4.048285125640973202e-05,-1.045151554151195365e-05
3.016000000000000014e+00,2.066696353842205550e-06,1.999995436048642272e+00,3.916407547322671456e-05,-1.012447299662158082e-05
3.020000000000000018e+00,1.996628363003594963e-06,1.999995590136236068e+00,3.788646170285309676e-05,-9.807181229367114542e-06
3.024000000000000021e+00,1.928847735938665931e-06,1.999995739193652700e+00,3.664878664881098360e-05,-9.499365499371806328e-06
3.028000000000000025e+00,1.863282914026263820e-06,1.999995883378258288e+00,3.544986133678455618e-05,-9.200758296667169294e-06
3.032000000000000028e+00,1.799864470754535666e-06,1.999996022842729815e+00,3.428853021660028795e-05,-8.911099167148463015e-06
3.036000000000000032e+00,1.738525051725680110e-06,1.999996157735187685e+00,3.316367028570125889e-05,-8.630134541776201943e-06
3.040000000000000036e+00,1.679199316235861415e-06,1.999996288199322514e+00,3.207419023366148354e-05,-8.357617569456936079e-06
3.044000000000000039e+00,1.621823880392296844e-06,1.999996414374523912e+00,3.101902960729060023e-05,-8.093307953536506885e-06
3.048000000000000043e+00,1.566337261730648184e-06,1.999996536395998614e+00,2.999715799589345195e-05,-7.836971791841420873e-06
3.052000000000000046e+00,1.512679825296284201e-06,1.999996654394891049e+00,2.900757423624975617e-05,-7.588381420202937231e-06
3.056000000000000050e+00,1.460793731154046787e-06,1.999996768498397248e+00,2.804930563689225838e-05,-7.347315259400807862e-06
3.060000000000000053e+00,1.410622883291713691e-06,1.999996878829878977e+00,2.712140722126558877e-05,-7.113557665463374476e-06
3.064000000000000057e+00,1.362112879883274179e-06,1.999996985508972314e+00,2.622296098935855175e-05,-6.886898783262394296e-06
3.068000000000000060e+00,1.315210964878702965e-06,1.999997088651693788e+00,2.535307519740704349e-05,-6.667134403340983750e-06
3.072000000000000064e+00,1.269865980887764595e-06,1.999997188370544299e+00,2.451088365527407268e-05,-6.454065821914453557e-06
3.076000000000000068e+00,1.226028323326041542e-06,1.999997284774610362e+00,2.369554504112004467e-05,-6.247499703984450689e-06
3.080000000000000071e+00,1.183649895792092303e-06,1.999997377969661594e+00,2.290624223298341124e-05,-6.047247949507620566e-06
3.084000000000000075e+00,1.142684066645280384e-06,1.999997468058246186e+00,2.214218165689821566e-05,-5.853127562560638137e-06
3.088000000000000078e+00,1.103085626754607070e-06,1.999997555139783723e+00,2.140259265118412590e-05,-5.664960523444849869e-06
3.092000000000000082e+00,1.064810748389364083e-06,1.999997639310656883e+00,2.068672684654789294e-05,-5.482573663673665312e-06
3.096000000000000085e+00,1.027816945223230752e-06,1.999997720664297818e+00,1.999385756164532202e-05,-5.305798543787478477e-06
3.100000000000000089e+00,9.920630334240118239e-07,1.999997799291274747e+00,1.932327921375786241e-05,-5.134471333941374434e-06
3.104000000000000092e+00,9.575090938017963002e-07,1.999997875279374338e+00,1.867430674424415553e-05,-4.968432697211473704e-06
3.108000000000000096e+00,9.241164349889780675e-07,1.999997948713683860e+00,1.804627505843393865e-05,-4.807527675566802095e-06
3.112000000000000099e+00,8.918475576262046958e-07,1.999998019676668237e+00,1.743853847963885376e-05,-4.651605578454523994e-06
3.116000000000000103e+00,8.606661195288012864e-07,1.999998088248248651e+00,1.685047021695873650e-05,-4.500519873946578726e-06
3.120000000000000107e+00,8.305369018089352639e-07,1.999998154505874925e+00,1.628146184657103295e-05,-4.354128082397282557e-06
3.124000000000000110e+00,8.014257759292082426e-07,1.999998218524599247e+00,1.573092280619426569e-05,-4.212291672561504664e-06
3.128000000000000114e+00,7.732996716640566190e-07,1.999998280377147664e+00,1.519827990242513512e-05,-4.074875960124499212e-06
3.132000000000000117e+00,7.461265459457532463e-07,1.999998340133986252e+00,1.468297683065239312e-05,-3.941750008594568026e-06
3.136000000000000121e+00,7.198753525724365509e-07,1.999998397863389288e+00,1.418447370725817809e-05,-3.812786532510998887e-06
3.140000000000000124e+00,6.945160127560767897e-07,1.999998453631504081e+00,1.370224661382278776e-05,-3.687861802920304277e-06
3.144000000000000128e+00,6.700193864887643312e-07,1.999998507502412037e+00,1.323578715305353657e-05,-3.566855555074313510e-06
3.148000000000000131e+00,6.463572447062942744e-07,1.999998559538191722e+00,1.278460201616590164e-05,-3.449650898304879508e-06
3.152000000000000135e+00,6.235022422284227875e-07,1.999998609798980143e+00,1.234821256144865972e-05,-3.336134228030243934e-06
3.156000000000000139e+00,6.014278914557028047e-07,1.999998658343024927e+00,1.192615440375131752e-05,-3.226195139849071298e-06
3.160000000000000142e+00,5.801085368032811621e-07,1.999998705226745832e+00,1.151797701463736554e-05,-3.119726345678921180e-06
3.164000000000000146e+00,5.595193298524544061e-07,1.999998750504788259e+00,1.112324333295128378e-05,-3.016623591896388471e-06
3.168000000000000149e+00,5.396362052013006933e-07,1.999998794230074317e+00,1.074152938555370010e-05,-2.916785579437210520e-06
3.172000000000000153e+00,5.204358569960921868e-07,1.999998836453855677e+00,1.037242391798303789e-05,-2.820113885815045783e-06
3.176000000000000156e+00,5.018957161256566349e-07,1.999998877225765304e+00,1.001552803480759840e-05,-2.726512889018479849e-06
3.180000000000000160e+00,4.839939280612643475e-07,1.999998916593862974e+00,9.670454849436570100e-06,-2.635889693246424991e-06
3.184000000000000163e+00,4.667093313250483476e-07,1.999998954604686352e+00,9.336829143163609136e-06,-2.548154056442822690e-06
3.188000000000000167e+00,4.500214365703782457e-07,1.999998991303293172e+00,9.014287033221423840e-06,-2.463218319592277671e-06
3.192000000000000171e+00,4.339104062579658853e-07,1.999999026733308316e+00,8.702475649629745467e-06,-2.380997337738698413e-06
3.196000000000000174e+00,4.183570349119377298e-07,1.999999060936966444e+00,8.401052820624838711e-06,-2.301408412690027472e-06
3.200000000000000178e+00,4.033427299404270220e-07,1.999999093955155294e+00,8.109686766462063356e-06,-2.224371227372451990e-06
3.204000000000000181e+00,3.888494930056537911e-07,1.999999125827455870e+00,7.828055801388166963e-06,-2.149807781798372918e-06
3.208000000000000185e+00,3.748599019288144758e-07,1.999999156592181748e+00,7.555848043584104219e-06,-2.077642330612955230e-06
3.212000000000000188e+00,3.613570931154612755e-07,1.999999186286416819e+00,7.292761132883512870e-06,-2.007801322184729413e-06
3.216000000000000192e+00,3.483247444873949754e-07,1.999999214946055481e+00,7.038501956075952951e-06,-1.940213339206308291e-06
3.220000000000000195e+00,3.357470589074594777e-07,1.999999242605838168e+00,6.792786379608669651e-06,-1.874809040771993030e-06
3.224000000000000199e+00,3.236087480839281357e-07,1.999999269299384874e+00,6.555338989503952867e-06,-1.811521105899492605e-06
3.228000000000000203e+00,3.118950169415409194e-07,1.999999295059231796e+00,6.325892838314007322e-06,-1.750284178463795632e-06
3.232000000000000206e+00,3.005915484465363120e-07,1.999999319916863971e+00,6.104189198938413327e-06,-1.691034813511624587e-06
3.236000000000000210e+00,2.896844888733561490e-07,1.999999343902747029e+00,5.889977325133527282e-06,-1.633711424925608448e-06
3.240000000000000213e+00,2.791604335010069672e-07,1.999999367046359611e+00,5.683014218546892076e-06,-1.578254234407879816e-06
3.244000000000000217e+00,2.690064127273516445e-07,1.999999389376223347e+00,5.483064402113233381e-06,-1.524605221753313801e-06
3.248000000000000220e+00,2.592098785899143331e-07,1.999999410919933274e+00,5.289899699652587879e-06,-1.472708076383280469e-06
3.252000000000000224e+00,2.497586916820486613e-07,1.999999431704184483e+00,5.103299021514229109e-06,-1.422508150111223324e-06
3.256000000000000227e+00,2.406411084536288774e-07,1.999999451754802093e+00,4.923048156114199426e-06,-1.373952411112100101e-06
3.260000000000000231e+00,2.318457688856575462e-07,1.999999471096769010e+00,4.748939567216823947e-06,-1.326989399068015412e-06
3.264000000000000234e+00,2.233616845284968673e-07,1.999999489754249460e+00,4.580772196814912381e-06,-1.281569181463189433e-06
3.268000000000000238e+00,2.151782268936559655e-07,1.999999507750617633e+00,4.418351273465894882e-06,-1.237643311001703704e-06
3.272000000000000242e+00,2.072851161893425854e-07,1.999999525108478782e+00,4.261488125944778643e-06,-1.195164784122112670e-06
3.276000000000000245e+00,1.996724103902319115e-07,1.999999541849697415e+00,4.110000002077912040e-06,-1.154088000583477776e-06
3.280000000000000249e+00,1.923304946321514826e-07,1.999999557995417732e+00,3.963709892624638247e-06,-1.114368724097898502e-06
3.284000000000000252e+00,1.852500709226166455e-07,1.999999573566087152e+00,3.822446360076972912e-06,-1.075964043985095356e-06
3.288000000000000256e+00,1.784221481583894060e-07,1.999999588581477417e+00,3.686043372250487700e-06,-1.038832337825109193e-06
3.292000000000000259e+00,1.718380324414552453e-07,1.999999603060708564e+00,3.554340140542436433e-06,-1.002933235085631567e-06
3.296000000000000263e+00,1.654893176850450352e-07,1.999999617022265141e+00,3.427180962736209443e-06,-9.682275817010183323e-07
3.300000000000000266e+00,1.593678765015364947e-07,1.999999630484021074e+00,3.304415070233854258e-06,-9.346774055804333629e-07
3.304000000000000270e+00,1.534658513642848043e-07,1.999999643463255650e+00,3.185896479601189575e-06,-9.022458830230569950e-07
3.308000000000000274e+00,1.477756460356444423e-07,1.999999655976674173e+00,3.071483848312878308e-06,-8.708973060187715914e-07
3.312000000000000277e+00,1.422899172536447595e-07,1.999999668040424838e+00,2.961040334587444551e-06,-8.405970504131672554e-07
3.316000000000000281e+00,1.370015666699707537e-07,1.999999679670118713e+00,2.854433461204619316e-06,-8.113115449161016212e-07
3.320000000000000284e+00,1.319037330321112030e-07,1.999999690880843284e+00,2.751534983200339590e-06,-7.830082409335823401e-07
3.324000000000000288e+00,1.269897846027054316e-07,1.999999701687183107e+00,2.652220759336806362e-06,-7.556555832030467641e-07
3.328000000000000291e+00,1.222533118093200422e-07,1.999999712103233795e+00,2.556370627247804636e-06,-7.292229812126309736e-07
3.332000000000000295e+00,1.176881201180566066e-07,1.999999722142617786e+00,2.463868282161658105e-06,-7.036807813853695899e-07
3.336000000000000298e+00,1.132882231245687978e-07,1.999999731818499660e+00,2.374601159106611554e-06,-6.790002400096850830e-07
3.340000000000000302e+00,1.090478358562447831e-07,1.999999741143601462e+00,2.288460318505839640e-06,-6.551534968979576959e-07
3.344000000000000306e+00,1.049613682794642347e-07,1.999999750130215581e+00,2.205340335071264029e-06,-6.321135497552834733e-07
3.348000000000000309e+00,1.010234190060184093e-07,1.999999758790220739e+00,2.125139189907907888e-06,-6.098542292410008446e-07
3.352000000000000313e+00,9.722876919292796561e-08,1.999999767135094197e+00,2.047758165742392907e-06,-5.883501747058716708e-07
3.356000000000000316e+00,9.357237663005178598e-08,1.999999775175923311e+00,1.973101745191382525e-06,-5.675768105881953749e-07
3.360000000000000320e+00,9.004937001003718825e-08,1.999999782923421732e+00,1.901077511987955034e-06,-5.475103234525310752e-07
3.364000000000000323e+00,8.665504337530003750e-08,1.999999790387937848e+00,1.831596055085730057e-06,-5.281276396550054596e-07
3.368000000000000327e+00,8.338485073687385116e-08,1.999999797579468552e+00,1.764570875562660404e-06,-5.094064036195749365e-07
3.372000000000000330e+00,8.023440086010360278e-08,1.999999804507671897e+00,1.699918296248297019e-06,-4.913249567099363897e-07
3.376000000000000334e+00,7.719945221230081479e-08,1.999999811181874199e+00,1.637557374000276514e-06,-4.738623166821371456e-07
3.380000000000000338e+00,7.427590806760484278e-08,1.999999817611085806e+00,1.577409814557551975e-06,-4.569981577032451480e-07
3.384000000000000341e+00,7.145981176442946899e-08,1.999999823804007093e+00,1.519399889899766394e-06,-4.407127909217836475e-07
3.388000000000000345e+00,6.874734211099745720e-08,1.999999829769040449e+00,1.463454358043876596e-06,-4.249871455759417621e-07
3.392000000000000348e+00,6.613480893459535664e-08,1.999999835514302937e+00,1.409502385211000233e-06,-4.098027506259183315e-07
3.396000000000000352e+00,6.361864877029093082e-08,1.999999841047629845e+00,1.357475470297911740e-06,-3.951417168970036107e-07
3.400000000000000355e+00,6.119542068498445486e-08,1.999999846376588453e+00,1.307307371589531666e-06,-3.809867197203778397e-07
3.404000000000000359e+00,5.886180223277400867e-08,1.999999851508484916e+00,1.258934035650231655e-06,-3.673209820588619060e-07
3.408000000000000362e+00,5.661458553772310161e-08,1.999999856450373814e+00,1.212293528333306245e-06,-3.541282581051349363e-07
3.412000000000000366e+00,5.445067350023682759e-08,1.999999861209066587e+00,1.167325967849683836e-06,-3.413928173402675507e-07
3.416000000000000369e+00,5.236707612335021130e-08,1.999999865791137754e+00,1.123973459838293605e-06,-3.290994290406524418e-07
3.420000000000000373e+00,5.036090695534042302e-08,1.999999870202935792e+00,1.082180034382073677e-06,-3.172333472217164928e-07
3.424000000000000377e+00,4.842937964517280804e-08,1.999999874450587134e+00,1.041891584915001514e-06,-3.057802960070541872e-07
3.428000000000000380e+00,4.656980460739133526e-08,1.999999878540007714e+00,1.003055808966997347e-06,-2.947264554119028555e-07
3.432000000000000384e+00,4.477958579315625663e-08,1.999999882476905411e+00,9.656221506948490827e-07,-2.840584475301190592e-07
3.435999999999999943e+00,4.305621756422745119e-08,1.999999886266790927e+00,9.295417451487194785e-07,-2.737633231140856713e-07
3.439999999999999947e+00,4.139728166677983981e-08,1.999999889914982232e+00,8.947673642250475266e-07,-2.638285485372140513e-07
3.443999999999999950e+00,3.980044430203064905e-08,1.999999893426612330e+00,8.612533642580512738e-07,-2.542419931289767099e-07
3.447999999999999954e+00,3.826345329073722205e-08,1.999999896806632815e+00,8.289556352031415040e-07,-2.449919168726084064e-07
3.451999999999999957e+00,3.678413532871123274e-08,1.999999900059824087e+00,7.978315513668600340e-07,-2.360669584558629136e-07
3.455999999999999961e+00,3.536039333058082254e-08,1.999999903190796680e+00,7.678399236392325354e-07,-2.274561236654732266e-07
3.459999999999999964e+00,3.399020385910151618e-08,1.999999906204001254e+00,7.389409531853874946e-07,-2.191487741161235054e-07
3.463999999999999968e+00,3.267161463740508338e-08,1.999999909103731710e+00,7.110961865546631044e-07,-2.111346163050302502e-07
3.467999999999999972e+00,3.140274214164052899e-08,1.999999911894129401e+00,6.842684721663232189e-07,-2.034036909833836523e-07
3.471999999999999975e+00,3.018176927154451655e-08,1.999999914579190019e+00,6.584219181322986170e-07,-1.959463628361720685e-07
3.475999999999999979e+00,2.900694309653977413e-08,1.999999917162768703e+00,6.335218513782166376e-07,-1.887533104620583611e-07
3.479999999999999982e+00,2.787657267503839551e-08,1.999999919648583591e+00,6.095347780252116184e-07,-1.818155166452345568e-07
3.483999999999999986e+00,2.678902694468692332e-08,1.999999922040222256e+00,5.864283449958523140e-07,-1.751242589113328163e-07
3.487999999999999989e+00,2.574273268136188384e-08,1.999999924341144597e+00,5.641713028086443687e-07,-1.686711003597044070e-07
3.491999999999999993e+00,2.473617252478338764e-08,1.999999926554686169e+00,5.427334695264155985e-07,-1.624478807645351556e-07
3.495999999999999996e+00,2.376788306868038000e-08,1.999999928684067063e+00,5.220856958249130385e-07,-1.564467079374767899e-07
3.500000000000000000e+00,2.283645301349889503e-08,1.999999930732389242e+00,5.021998311487963251e-07,-1.506599493446388870e-07
3.504000000000000004e+00,2.194052137970497216e-08,1.999999932702646754e+00,4.830486909231357741e-07,-1.450802239709715371e-07
3.508000000000000007e+00,2.107877577979080736e-08,1.999999934597724627e+00,4.646060247893841553e-07,-1.397003944252422637e-07
3.512000000000000011e+00,2.024995074714772179e-08,1.999999936420406632e+00,4.468464858356280347e-07,-1.345135592789764928e-07
3.516000000000000014e+00,1.945282612002556423e-08,1.999999938173376179e+00,4.297456007917911199e-07,-1.295130456329089284e-07
3.520000000000000018e+00,1.868622547884760550e-08,1.999999939859219422e+00,4.132797411611971650e-07,-1.246924019046354902e-07
3.524000000000000021e+00,1.794901463520459724e-08,1.999999941480431032e+00,3.974260952607635945e-07,-1.200453908313369230e-07
3.528000000000000025e+00,1.724010017089983208e-08,1.999999943039416195e+00,3.821626411428241812e-07,-1.155659826815900401e-07
3.532000000000000028e+00,1.655842802546441689e-08,1.999999944538492391e+00,3.674681203723073537e-07,-1.112483486704276727e-07
3.536000000000000032e+00,1.590298213061171392e-08,1.999999945979893612e+00,3.533220126337789920e-07,-1.070868545719750758e-07
3.540000000000000036e+00,1.527278309014325877e-08,1.999999947365774799e+00,3.397045111435204782e-07,-1.030760545241196620e-07
3.544000000000000039e+00,1.466688690386424728e-08,1.999999948698210295e+00,3.265964988425285600e-07,-9.921068501982181137e-08
3.548000000000000043e+00,1.408438373410930919e-08,1.999999949979202940e+00,3.139795253469857570e-07,-9.548565907980905168e-08
3.552000000000000046e+00,1.352439671352212820e-08,1.999999951210678972e+00,3.018357846334266576e-07,-9.189606060153697496e-08
3.556000000000000050e+00,1.298608079277227007e-08,1.999999952394498459e+00,2.901480934364378074e-07,-8.843713887942626388e-08
3.560000000000000053e+00,1.246862162693317031e-08,1.999999953532450858e+00,2.788998703373761288e-07,-8.510430329151935194e-08
3.564000000000000057e+00,1.197123449928318887e-08,1.999999954626262344e+00,2.680751155231818810e-07,-8.189311814782459566e-08
3.568000000000000060e+00,1.149316328132994282e-08,1.999999955677596031e+00,2.576583911949730405e-07,-7.879929769574260097e-08
3.572000000000000064e+00,1.103367942789360074e-08,1.999999956688054414e+00,2.476348026066614644e-07,-7.581870127808527035e-08
3.576000000000000068e+00,1.059208100612093056e-08,1.999999957659180261e+00,2.379899797144112307e-07,-7.294732863932011001e-08
3.580000000000000071e+00,1.016769175733607689e-08,1.999999958592461269e+00,2.287100594182976027e-07,-7.018131537578616976e-08
3.584000000000000075e+00,9.759860190667266397e-09,1.999999959489329626e+00,2.197816683780570250e-07,-6.751692852573913465e-08
3.588000000000000078e+00,9.367958707421649724e-09,1.999999960351166450e+00,2.111919063853475602e-07,-6.495056229519661661e-08
3.592000000000000082e+00,8.991382755211311967e-09,1.999999961179300234e+00,2.029283302754276736e-07,-6.247873391565738355e-08
3.596000000000000085e+00,8.629550010864475382e-09,1.999999961975012175e+00,1.949789383616630592e-07,-6.009807962987489716e-08
3.600000000000000089e+00,8.281899591186068373e-09,1.999999962739535508e+00,1.873321553767569257e-07,-5.780535080197071458e-08
3.604000000000000092e+00,7.947891290659545534e-09,1.999999963474058617e+00,1.799768179050396912e-07,-5.559741014826539798e-08
3.608000000000000096e+00,7.627004845211401930e-09,1.999999964179725032e+00,1.729021602906410322e-07,-5.347122808531139429e-08
3.612000000000000099e+00,7.318739221185651882e-09,1.999999964857636758e+00,1.660978010067771393e-07,-5.142387919169820259e-08
3.616000000000000103e+00,7.022611928703218329e-09,1.999999965508854505e+00,1.595537294718430089e-07,-4.945253878030150575e-08
3.620000000000000107e+00,6.738158358605706385e-09,1.999999966134401008e+00,1.532602932983912989e-07,-4.755447957772941026e-08
3.624000000000000110e+00,6.464931142208678155e-09,1.999999966735259038e+00,1.472081859615035868e-07,-4.572706850781334303e-08
3.628000000000000114e+00,6.202499533113983258e-09,1.999999967312376725e+00,1.413884348734590860e-07,-4.396776357607796096e-08
3.632000000000000117e+00,5.950448810353068949e-09,1.999999967866665784e+00,1.357923898519674543e-07,-4.227411085220106639e-08
3.636000000000000121e+00,5.708379702157213415e-09,1.999999968399003514e+00,1.304117119696332642e-07,-4.064374154756455795e-08
