s,rho,L,reach,curv_radius,half_nonlocal_sep,eps_over_reach
3.345,0.6830678209929185,34.57443408757607,0.028659003651976076,0.07337128168691964,0.028659003651976076,0.34893048346816785
3.36,0.5488715172323314,34.90444593425934,0.04305792429207145,0.13097583375003313,0.04305792429207145,0.23224528735216735
3.375,0.840192592125861,34.48195312632051,0.02903748922299957,0.1595683010654796,0.02903748922299957,0.34438239212773786
3.39,0.5522889506183398,34.224920495652725,0.04014425038990447,0.1535145069329131,0.04014425038990447,0.24910167465761957
3.405,0.47912738456333304,34.39424067396365,0.043001971039950064,0.1570593112165131,0.043001971039950064,0.23254747999131745
3.42,0.4664656775931598,34.65960012072199,0.03843883369421021,0.15851622741889956,0.03843883369421021,0.26015357488607244
3.435,0.561568994105043,34.921650640722426,0.027398518405300505,0.1470959074957525,0.027398518405300505,0.36498323931506477
3.45,0.559928068574614,35.25614481710184,0.024402503101876204,0.1426133938811705,0.024402503101876204,0.4097940263853974
3.465,0.5936385778976513,35.53454752190863,0.02690996719232679,0.13640771708607033,0.02690996719232679,0.3716095203137757
3.48,0.38123715264245767,35.53033922231755,0.03431197226480009,0.1330342671863502,0.03431197226480009,0.2914434624400412
3.495,0.44128107955488416,35.618239172602706,0.045009729756378826,0.13633013551348544,0.045009729756378826,0.22217418442915202
3.51,0.46569179395326255,35.73265556800288,0.05221100438908346,0.13739198678428177,0.05221100438908346,0.19153050428753773
3.525,0.4705919180420265,35.83752483175123,0.052358861193179056,0.13655861735387545,0.052358861193179056,0.19098963904323285
3.54,0.4724814846886908,35.91705000211728,0.043299524639717785,0.13514413275315434,0.043299524639717785,0.23094941764850696
3.555,0.49772352084825944,35.951992418449024,0.03194703402332501,0.13299813167047636,0.03194703402332501,0.3130181034239
3.57,0.4163614399089052,36.00751584919968,0.030695758541151447,0.13136646801291152,0.030695758541151447,0.32577790793453654
3.585,0.32866261961793586,36.10591925773648,0.04465400504288949,0.12757913387613332,0.04465400504288949,0.22394407826118068
3.6,0.27562052849179164,36.204148253911896,0.0458185488700837,0.13282297591095366,0.0458185488700837,0.21825221982377752
3.615,0.2669736335569972,36.29737152335653,0.0491991175115349,0.13646294652271881,0.0491991175115349,0.2032556782681207
3.63,0.2823736787778052,36.3796970208204,0.05279416320354431,0.13754661005931057,0.05279416320354431,0.18941487833504775
3.645,0.3069974106897996,36.45923787608376,0.05500859892572252,0.13903343090296644,0.05500859892572252,0.18178976006102038
3.66,0.33844111066253024,36.53733750892441,0.05204224522662406,0.14113671777110132,0.05204224522662406,0.19215158678211955
3.675,0.375696907204872,36.60628482151561,0.040688484325563164,0.13943614906634758,0.040688484325563164,0.24576978390215795
3.69,0.38851283619878896,36.66709227029022,0.034322219021542935,0.13953962923683824,0.034322219021542935,0.29135645319795106
3.705,0.3535420067442988,36.78257303034482,0.043710185889406575,0.14187706492917787,0.043710185889406575,0.22877962645369487
3.72,0.33117944785893966,36.858732557055966,0.04813431528713218,0.13932547174780302,0.04813431528713218,0.20775199440041303
3.735,0.3214656504814976,36.907128360474736,0.05056560370231323,0.13196500354249044,0.05056560370231323,0.19776289152743823
3.75,0.31236249020970364,36.942200588542015,0.054578014263254405,0.11818222625404902,0.054578014263254405,0.18322396179101505
3.765,0.3077173292752719,36.966491454623714,0.04439851743434856,0.0977566048714306,0.04439851743434856,0.22523274599848642
3.78,0.4161142202411673,36.91715382867592,0.05427925354094686,0.05427925354094686,0.057311403227881946,0.1842324525051963
3.795,0.4366787224851388,36.964211607209286,0.03458446696935883,0.14820724752943387,0.03458446696935883,0.28914714830966765
3.81,0.5129133228894661,36.95445030286128,0.035826939191929176,0.14157865602851372,0.035826939191929176,0.2791195738611331
3.825,0.2486350294396235,36.96928797769578,0.025219358339429093,0.16897930012798174,0.025219358339429093,0.39652079428069925
3.84,0.2800486846384221,36.789645513774545,0.021895014301305506,0.16969471912031128,0.021895014301305506,0.45672498142208307
3.855,0.33626155036472843,36.688726726358446,0.05801205903431314,0.14974389942120878,0.05801205903431314,0.1723779532473614
3.87,0.8202087222679583,36.52458872579269,0.022096378212797647,0.13649114915408006,0.022096378212797647,0.4525628545861991
3.885,0.5547268744954073,36.3770470468994,0.025682471642811195,0.11048134161994601,0.025682471642811195,0.3893706236330688
3.9,0.6639878731058971,36.18291914753778,0.013735041008519033,0.09061265245048937,0.013735041008519033,0.7280648083829959
3.915,0.3101826784169968,36.17393560585916,0.051395040256636035,0.10235491948479777,0.051395040256636035,0.19457130396368974
3.93,0.6014996076753961,36.14024373791388,0.02176660983932627,0.10726317166338911,0.02176660983932627,0.4594192698732879
3.945,0.38207509184668426,36.16239666453326,0.05655183203110975,0.10597475948007916,0.05655183203110975,0.17682893092656832
3.96,0.3572749196805904,36.18689755435128,0.055761507368260355,0.1097704802359128,0.055761507368260355,0.17933518070015508
3.975,0.36803073742834186,36.26124387522056,0.0629681258696297,0.11529006598656892,0.0629681258696297,0.15881050709217825
3.99,0.41255501964771246,36.35994102854962,0.05288648404924209,0.1202032420512857,0.05288648404924209,0.1890842278471206
4.005,0.47930124283289793,36.496452451841634,0.04198603005810455,0.12335055121555892,0.04198603005810455,0.2381744591274998
4.02,0.5524463125210961,36.672271962407045,0.042209990812707696,0.12400770071582828,0.042209990812707696,0.23691073623710457
4.035,0.8174946654728487,36.8995927229684,0.026427104500546285,0.121335135037515,0.026427104500546285,0.3783993815816366
4.05,0.8222714517777853,36.967377358661366,0.026779433275874412,0.11339520498254173,0.026779433275874412,0.3734208971856398
4.065,0.3748354944686181,36.8495004383762,0.03707651936763794,0.08859605681878542,0.03707651936763794,0.269712480312498
4.08,0.6265582030857347,37.06224001693817,0.03436177586695113,0.09131412663107831,0.03436177586695113,0.2910210473032599
4.095,0.7491339502647496,37.23905562890727,0.030091495638419022,0.0984223700332625,0.030091495638419022,0.3323198062389627
4.11,0.39603961379836233,37.316147673274,0.05207154803647587,0.11214680722640648,0.05207154803647587,0.192043455151267
4.125,0.3843645247528936,37.443588199570485,0.053285622877142384,0.11935843888696815,0.053285622877142384,0.18766788225515219
4.14,0.5420315298606035,37.60334305489282,0.029772350774499114,0.11228072800839853,0.029772350774499114,0.33588211007393115
4.155,0.6748252818165694,37.82947019694295,0.01832424671521102,0.09868787890538679,0.01832424671521102,0.5457250251765583
4.17,0.4319662994103773,37.95812206264513,0.04567931627126594,0.22767590215848185,0.04567931627126594,0.2189174623502495
4.185,0.5056583810446167,37.72605493091888,0.043102621204891646,0.19315808873766072,0.043102621204891646,0.23200445171221087
4.2,0.4324550452370936,37.35894802551035,0.03581772698335921,0.13143108792250116,0.03581772698335921,0.2791913625520113
4.215,0.5392313480527006,37.24095616377556,0.03495369107052615,0.13424305176495654,0.03495369107052615,0.2860928186331731
4.23,0.6612667765396569,37.322059875129625,0.055430783416092665,0.1562532434771275,0.055430783416092665,0.1804051717063916
4.245,0.6390247215313013,37.37796984212888,0.039886895015797154,0.1441083826508274,0.039886895015797154,0.25070891068456225
4.26,0.709105750654203,37.52190151974846,0.03305982443586216,0.131129287021743,0.03305982443586216,0.3024819450992711
4.275,0.9858583748525687,37.83480377763363,0.03095307912156609,0.12342065955529825,0.03095307912156609,0.32306963584222714
4.29,0.8802000062831181,38.273496521514794,0.02689623046925049,0.11641835890254328,0.02689623046925049,0.3717993126000555
4.305,0.3397999491957012,38.6230958938784,0.04282513415866003,0.1519812892703849,0.04282513415866003,0.2335077331679022
4.32,0.5021495701522432,38.469407704962926,0.05369279526759213,0.18856065170401753,0.05369279526759213,0.18624472706556583
4.335,0.6900268859408388,38.421071174029166,0.04489585249962484,0.16309282140596346,0.04489585249962484,0.2227377239374965
4.3500000000000005,0.3452683749886389,38.44825083130252,0.05044191428826369,0.13899024998494086,0.05044191428826369,0.19824782903464666
