s,rho,L,cyc0,cyc1,cyc2,cyc3,cov1,cov2,cov3,krms,kmax,dq10,dq25,dq50,dq75,dq90
6.750000000000000000e+00,1.036398449142560685e-01,3.124445658049022967e+01,1.434206472357201223e-01,1.154707135358839648e-01,-3.143342804289880280e-03,1.023843541907419746e-01,5.880970173163363457e-01,2.353231293663907986e-01,1.765798533172727725e-01,1.952559155653263545e+00,5.424258635664768846e+00,5.762072644772522345e-01,8.807855675112334914e-01,1.256866707176375275e+00,1.687509244511312012e+00,2.091902794005287891e+00
6.799999999999999822e+00,1.006658205652480181e-01,3.160585188088114350e+01,1.393311613732154397e-01,8.681024389530034302e-02,2.003908206637730616e-02,1.281714079068616008e-01,5.853668286090083495e-01,2.353561334678708206e-01,1.792770379231206357e-01,1.937186302511732405e+00,5.874524859253419606e+00,5.546369754723996515e-01,8.790078898088445891e-01,1.256642568768520540e+00,1.682610690646515472e+00,2.079926964970781889e+00
6.850000000000000533e+00,9.960619800499105614e-02,3.194844287391883597e+01,1.280983599953997021e-01,7.443185161826930407e-02,1.395967682560961785e-02,1.096122909598389178e-01,5.822203029761801041e-01,2.371339017218878353e-01,1.806457953019316165e-01,1.922332015689933726e+00,6.191443092633032386e+00,5.607673255759447750e-01,8.748168376647145195e-01,1.255950269046884671e+00,1.680178405464968661e+00,2.071015292584569512e+00
6.900000000000000355e+00,1.032875938430607710e-01,3.228145555058596727e+01,1.103015759237061938e-01,7.078683838582809640e-02,1.278914269135409017e-02,8.993660269508117755e-02,5.791293248336676358e-01,2.393239850830147231e-01,1.815466900833177799e-01,1.905875535457884462e+00,6.252463346534536726e+00,5.561859203873842361e-01,8.813916204747497263e-01,1.257061862292329968e+00,1.676288459599996505e+00,2.071420946358625059e+00
6.950000000000000178e+00,1.394074790250480478e-01,3.256950791225957431e+01,9.912388793803313114e-02,7.393167043803441918e-02,2.968343098617679324e-02,1.074785697216282809e-01,5.766945987367183557e-01,2.410859933341755468e-01,1.822194079291063196e-01,1.892750224754442545e+00,6.723086798937885966e+00,5.527747834036870200e-01,8.937484377380279232e-01,1.261832377443492526e+00,1.670809613509774083e+00,2.061079845370861197e+00
7.000000000000000000e+00,1.068778212273056027e-01,3.271544546078388294e+01,9.296557883409299616e-02,1.045329648354461349e-01,-6.553822547472810955e-03,1.104372694352444700e-01,5.759502222192415255e-01,2.427649205474864402e-01,1.812848572332718677e-01,1.892018593469464882e+00,6.694309535946701750e+00,5.633498589449732474e-01,8.974478841508279903e-01,1.263056222222420200e+00,1.675008713073292910e+00,2.073737858258643207e+00
7.049999999999999822e+00,1.204952579147836600e-01,3.268124677016969315e+01,9.779978266039320023e-02,6.362751479770997753e-02,6.569065382030663848e-03,1.229991274013732400e-01,5.774812748329209988e-01,2.426240346903636436e-01,1.798946904767154131e-01,1.876964174689514708e+00,6.010216971709545497e+00,5.665243953553347200e-01,8.913735618442135689e-01,1.262322686617946221e+00,1.671015866484526713e+00,2.076955109813762412e+00
7.100000000000000533e+00,1.169104833603732130e-01,3.278900504008364436e+01,7.495019894167644081e-02,4.375537734981362059e-02,2.209417936390989726e-02,1.308225748711768777e-01,5.777129278623092112e-01,2.419059909024553479e-01,1.803810812352352189e-01,1.861026662816348320e+00,5.418479167055044954e+00,5.572019401625663004e-01,8.955120126344331410e-01,1.260602473185978845e+00,1.672124018246362587e+00,2.073899220509422214e+00
7.150000000000000355e+00,1.222427592942899877e-01,3.300140847427832824e+01,5.980681100175135739e-02,3.025453734822734081e-02,2.303016814777376214e-02,1.428758967403382096e-01,5.768174438525658365e-01,2.414651491643226289e-01,1.817174069831116734e-01,1.845372695425422149e+00,5.421644620332534359e+00,5.624590709518666465e-01,9.009537951161509239e-01,1.257128351495526264e+00,1.674400234654103370e+00,2.064324405532961926e+00
7.200000000000000178e+00,8.389419615740849323e-02,3.321171338487094715e+01,5.808083206275860277e-02,2.140186119867113282e-02,1.427810649464804002e-02,9.645998950796874638e-02,5.754973692446024858e-01,2.423774508987842913e-01,1.821251798566129176e-01,1.827882030770524580e+00,4.632209001950617910e+00,5.653460486639592109e-01,9.010691552100656976e-01,1.262046264528509987e+00,1.671763155899494979e+00,2.057813411118442293e+00
7.250000000000000000e+00,7.386822166545715940e-02,3.327346613629030259e+01,6.216316029745620059e-02,8.750532402733374529e-03,-1.820455465638299089e-02,6.373831066704022108e-02,5.741137745466694531e-01,2.426904632201893897e-01,1.831957622331406021e-01,1.814161854881680025e+00,5.065035980313029818e+00,5.615472588829816258e-01,9.075528834786383836e-01,1.269518178109055206e+00,1.668248527614339283e+00,2.065582716028945942e+00
7.299999999999999822e+00,9.301179589425476180e-02,3.355898701716673571e+01,5.714085324182689718e-02,-8.978757494256158975e-03,1.654939157658985929e-02,5.004104501918377884e-02,5.709965959805387570e-01,2.417505266164864386e-01,1.872528774029750542e-01,1.798340194639695966e+00,4.955666322233633458e+00,5.604718090350111481e-01,9.098067339005017073e-01,1.269030187052650360e+00,1.672896884008870932e+00,2.050307786996898862e+00
7.350000000000000533e+00,1.219572232883038010e-01,3.380002445479388484e+01,9.097200075095632221e-02,-3.126089799096194027e-02,3.948773949141698436e-02,3.451228278457133675e-02,5.679386009686564485e-01,2.415948941175188880e-01,1.904665049138246080e-01,1.790621532223811929e+00,5.713020547613010258e+00,5.519150178091490888e-01,9.175346738823675352e-01,1.277924625469117448e+00,1.673175555892263855e+00,2.037596797887600175e+00
7.400000000000000355e+00,1.232880257900044185e-01,3.386494938447836489e+01,9.428818659472283648e-02,-2.078448580568692874e-02,-4.891127083803249818e-04,6.319974589184060298e-02,5.654329619500884085e-01,2.420762099702780945e-01,1.924908280796338578e-01,1.789827343071627608e+00,8.046786221599983691e+00,5.603605219981683261e-01,9.150802050525412845e-01,1.272188448116601034e+00,1.674121153349876767e+00,2.035571253964374439e+00
7.450000000000000178e+00,1.454089599669959598e-01,3.375805370005804207e+01,7.172710248269487110e-02,-4.108065961469391236e-02,5.054874405012100419e-02,5.189497224405611314e-02,5.612064541079951896e-01,2.430511977019529923e-01,1.957423481900517348e-01,1.758709416350060284e+00,8.466815690202823319e+00,5.597449706213472043e-01,9.250618766816181004e-01,1.284843622542955810e+00,1.673406874353484675e+00,2.019892501803045359e+00
7.500000000000000000e+00,1.508976702221890287e-01,3.395407507044332363e+01,8.467267832064892530e-02,-4.725679788571970907e-02,6.893148094548030846e-02,5.350499585693964388e-02,5.577587733895070787e-01,2.436456113169945537e-01,1.985956152934982843e-01,1.727602617532481677e+00,7.708009788646509541e+00,5.687523896378332555e-01,9.252391433586333314e-01,1.286255059582026350e+00,1.675974790634868983e+00,2.021323186988337905e+00
7.549999999999999822e+00,1.403020976123094954e-01,3.422288058225977636e+01,1.030002373496262252e-01,-7.069921115802055289e-02,1.931870844468549023e-02,4.590284858382057825e-02,5.523715946700478163e-01,2.449677314466740530e-01,2.026606738832779087e-01,1.685113384044350626e+00,5.758028403892978098e+00,5.726097265383959245e-01,9.194861369798584816e-01,1.290100680365149133e+00,1.674475255187383382e+00,2.015251750966359889e+00
7.600000000000000533e+00,1.480714410828451733e-01,3.446704013962707336e+01,1.245744031460648688e-01,-7.069051140917796683e-02,-6.235356147159930133e-03,4.449832523734508632e-02,5.458455279247653724e-01,2.472884153031848220e-01,2.068660567720495280e-01,1.644342255669630548e+00,4.700608690484640917e+00,5.615103905382152760e-01,9.356376267275010594e-01,1.297544385750058593e+00,1.680012898302128077e+00,2.006368700846520969e+00
7.650000000000000355e+00,1.257814499666138341e-01,3.470126745882899399e+01,1.115878352942052815e-01,-5.681593163081682246e-02,1.944095441980051714e-02,-4.349010664681311235e-03,5.394223682326478864e-01,2.501544870281974253e-01,2.104231447391544940e-01,1.599587450408557654e+00,3.645641612326337988e+00,5.741058926728994649e-01,9.386187407243272718e-01,1.299405516805910210e+00,1.677923800095210805e+00,1.998029688179199459e+00
7.700000000000000178e+00,1.194686951339691827e-01,3.500991429859567461e+01,9.275171435652937446e-02,-5.305396697810323831e-02,2.676923400659559152e-02,-4.422068352606629144e-02,5.337643547895523088e-01,2.524701223707048192e-01,2.137655228397427054e-01,1.585477816091789949e+00,4.481333899602866211e+00,5.863436599040072750e-01,9.437295581114353293e-01,1.299853178571319878e+00,1.677198887624062662e+00,1.998198056733356820e+00
7.750000000000000000e+00,1.186781204124763428e-01,3.530127809366527458e+01,8.944218253199108515e-02,-4.212179227169952217e-02,1.445870328088784927e-02,-6.016225427514334395e-02,5.290905935886497380e-01,2.547293342887551049e-01,2.161800721225946853e-01,1.584800509181131689e+00,5.515659206668688697e+00,5.889955107133272305e-01,9.495891063576122892e-01,1.307107900997007466e+00,1.682442621350049849e+00,1.991793090249335263e+00
7.799999999999999822e+00,1.314690282273361377e-01,3.558321594237420271e+01,9.519751412754129394e-02,-2.828951270262330606e-02,3.111390314007821123e-02,-5.615980334354198078e-02,5.251475363476556524e-01,2.575310108568442669e-01,2.173214527955003028e-01,1.584940068573563288e+00,6.377938866342395485e+00,5.912152585118882753e-01,9.474252342288513873e-01,1.309023853306606089e+00,1.685210721283144419e+00,1.982445341847372644e+00
7.850000000000000533e+00,1.415082647782032466e-01,3.591168681649224936e+01,9.745220342626685628e-02,-1.751469366829959060e-02,3.851993325349793718e-02,-7.287564643616596671e-02,5.216253282190203011e-01,2.608561083206669684e-01,2.175185634603123142e-01,1.590117801888334625e+00,7.301160860570683475e+00,5.976894487039533521e-01,9.486066859653138339e-01,1.316437903116307817e+00,1.687119201917272493e+00,1.988973082909911039e+00
7.900000000000000355e+00,1.605392184416612744e-01,3.629179589081542190e+01,9.626348237782440809e-02,-7.296197266367483551e-03,4.258361610626071325e-02,-7.627681736582477001e-02,5.194237112323134564e-01,2.638717823845320720e-01,2.167045063831544438e-01,1.583481605695948868e+00,7.305647157376299106e+00,6.046234602650788492e-01,9.433555141685474599e-01,1.316451410321449522e+00,1.686987041258416031e+00,1.989547822485050688e+00
7.950000000000000178e+00,2.090379039838758113e-01,3.667397352167664337e+01,1.018974871589502090e-01,-7.782585132615543397e-03,4.509554040064477770e-02,-3.861503972544336194e-02,5.173510109012544600e-01,2.668108144473536614e-01,2.158381746513920452e-01,1.576346984434426668e+00,7.136560726567217294e+00,6.058911865335827596e-01,9.427684392337056796e-01,1.308925869901393479e+00,1.685996543229040245e+00,1.995788451133375885e+00
8.000000000000000000e+00,2.213585998042061076e-01,3.711090327258377641e+01,1.150219274548046761e-01,-3.006732281616826888e-02,5.743388865216341593e-02,-1.474306527492885190e-02,5.139900701466476596e-01,2.703936114869583962e-01,2.156163183663940275e-01,1.565590114492777074e+00,6.725583333714692635e+00,5.930588857920918722e-01,9.439727854044261957e-01,1.307395852734123398e+00,1.689965346263414769e+00,1.996908100842642364e+00
8.050000000000000711e+00,2.083225141749114329e-01,3.759111389989954688e+01,1.220113817644225135e-01,-1.641451809010053067e-02,5.803240759089637463e-02,1.519249175849880090e-02,5.083168087767623300e-01,2.755594650593819472e-01,2.161237261638560281e-01,1.553801645536707854e+00,6.599215162691366210e+00,5.926542701329098328e-01,9.506063023884600005e-01,1.313959431455658411e+00,1.689055667053418031e+00,2.001439425348752188e+00
8.099999999999999645e+00,1.881535324757387939e-01,3.794942050941753564e+01,1.046672717901676736e-01,-5.315331185336745479e-02,6.125786875376581370e-02,1.654816223301548012e-02,5.015440826463224422e-01,2.811049392532190550e-01,2.173509781004585029e-01,1.536730081006029369e+00,5.822057493947921714e+00,5.940273269696554337e-01,9.444256418947850618e-01,1.305522425645173401e+00,1.691084879336682611e+00,2.004719762283789564e+00
8.150000000000000355e+00,1.911690350605155797e-01,3.816543424966807407e+01,9.272299853017758331e-02,-5.715592525038172556e-02,7.498339071969210845e-02,1.748702982826249100e-02,4.944202544121579779e-01,2.870902672055777316e-01,2.184894783822644848e-01,1.522926390959879139e+00,4.461560581768697631e+00,5.973594231957846112e-01,9.420951036671991741e-01,1.309826078056862908e+00,1.694683118939775079e+00,1.993602583847669640e+00
8.199999999999999289e+00,2.040277480568712387e-01,3.841015137949966629e+01,9.670400202456008731e-02,5.596759556722247708e-04,7.817288955244151849e-02,2.571210353957431929e-02,4.860023922780410954e-01,2.945365677609579902e-01,2.194610399610011642e-01,1.516771098868172407e+00,4.214687475482122636e+00,5.949407171125304927e-01,9.503574167631405611e-01,1.311209614691128511e+00,1.707988632882242452e+00,1.983872159952953185e+00
8.250000000000000000e+00,1.978147598897600223e-01,3.872543722785115250e+01,9.990359105044108179e-02,7.264142639098228327e-02,5.287804976272053592e-02,1.013988939927622929e-02,4.788634357867058156e-01,3.008643562782056247e-01,2.202722079350883100e-01,1.511041028989577706e+00,3.968567923581513668e+00,5.925561684847211463e-01,9.528298381478276236e-01,1.311962296302191522e+00,1.702230126834653801e+00,1.990561023878698821e+00
8.300000000000000711e+00,1.927249272432539351e-01,3.908909661048136286e+01,9.569312856748780904e-02,7.247708322134671644e-02,3.878134712517447569e-02,3.848982119713138805e-02,4.728502343935769847e-01,3.073665001385876838e-01,2.197832654678356090e-01,1.506421373576913192e+00,4.139985167666504928e+00,5.892492354983024372e-01,9.466337254771788334e-01,1.311614069850759901e+00,1.704787623927938922e+00,1.990035167424740514e+00
8.349999999999999645e+00,1.874928603540930161e-01,3.942848081030005147e+01,8.800834137889310127e-02,7.783697742358069993e-02,4.520299351080969003e-02,5.141411522322925087e-02,4.676731287734350873e-01,3.132970886623449580e-01,2.190297825642198715e-01,1.500576900828230364e+00,4.153616485569592065e+00,5.927063865395526543e-01,9.481231446617369718e-01,1.313079587257526271e+00,1.704673907473757133e+00,1.993536018912867469e+00
8.400000000000000355e+00,1.803731053664477668e-01,3.971760711359757323e+01,7.806894577619710729e-02,4.566380415646003471e-02,5.368857858851869974e-02,4.024750966427626669e-02,4.630135352037723084e-01,3.185997697882668733e-01,2.183866950079609570e-01,1.496101065158885079e+00,4.131349711436906880e+00,5.962448698892632848e-01,9.522285122534339674e-01,1.315244904884225630e+00,1.704060636603072387e+00,1.993652519202631535e+00
8.449999999999999289e+00,1.720231535471800355e-01,3.995423556918582619e+01,6.763419529810950348e-02,1.731626881090136266e-02,5.871268544861548561e-02,3.000762281836686068e-03,4.587917381679311735e-01,3.232893523856993356e-01,2.179189094463693244e-01,1.493698368097524209e+00,4.054805483077807970e+00,6.008924244569956441e-01,9.507635313659497101e-01,1.317039816903057492e+00,1.700973103905234485e+00,1.995322543790904790e+00
8.500000000000000000e+00,1.670997401875849442e-01,4.015522527349052240e+01,5.578513162115683599e-02,-4.541080681173793876e-03,5.785738522517756138e-02,-3.571385229557194618e-02,4.547010107453985928e-01,3.279761382174583018e-01,2.173228510371428834e-01,1.492109357732992692e+00,3.815868857675011050e+00,6.054554627626717034e-01,9.468834816698610268e-01,1.315096141927056372e+00,1.701368915294676487e+00,1.997590670935454948e+00
8.550000000000000711e+00,1.671489669717474702e-01,4.031879392676528084e+01,3.708960200896215670e-02,-2.312466857921825769e-02,5.042385328150354729e-02,-4.719855038382287510e-02,4.505110647475893404e-01,3.328297100300216527e-01,2.166592252223891180e-01,1.491116281455047377e+00,3.446198625551618822e+00,6.098196044611273736e-01,9.478748199596828128e-01,1.318613027889083078e+00,1.708513794600782010e+00,1.994676161094011135e+00
8.599999999999999645e+00,1.660694054623962912e-01,4.045789386903005891e+01,1.971067725967788620e-02,-4.665239540751375119e-02,3.880810461392598942e-02,-4.558775755334155272e-02,4.461385400799895984e-01,3.379193943718792892e-01,2.159420655481307794e-01,1.491645379914888769e+00,3.226469278474447755e+00,6.100686436716876715e-01,9.447646373002610565e-01,1.321816713039973168e+00,1.708793707063478884e+00,1.991735468687825694e+00
8.650000000000000355e+00,1.634201213116444618e-01,4.057568797919309134e+01,1.029632375229799258e-02,-7.441131820885493742e-02,2.680470729860575871e-02,-3.232322132867622433e-02,4.416429844282493411e-01,3.434308660891700060e-01,2.149261494825804586e-01,1.494156020172526134e+00,3.251581904868193540e+00,6.157827955307166867e-01,9.473765969789449404e-01,1.325828544592942748e+00,1.706571495044782338e+00,2.000259894233907154e+00
8.700000000000001066e+00,1.632970830878666402e-01,4.069217102602129188e+01,4.756205683558277150e-03,-9.147426136706174327e-02,2.371215467104800106e-02,2.713100201472305934e-04,4.365656156675459254e-01,3.494841918505699474e-01,2.139501924818845158e-01,1.498883183063967062e+00,3.835696891008959053e+00,6.185284695026614932e-01,9.542923724106384675e-01,1.321993667762428437e+00,1.693184505934033801e+00,1.997237897063041334e+00
8.750000000000000000e+00,1.755732627263071888e-01,4.084912684961902585e+01,3.541492781227699536e-03,-8.724140425453376368e-02,3.357678375245183588e-02,5.173804540835177587e-03,4.309363289841244837e-01,3.556558576014510198e-01,2.134078134144244410e-01,1.504047622025503239e+00,4.486097862760749955e+00,6.224474858815638445e-01,9.603764461435754241e-01,1.321474545125112199e+00,1.693440188203377605e+00,1.998848164140979655e+00
8.800000000000000711e+00,1.877770320839869389e-01,4.105605536654734777e+01,1.030108168029266781e-02,-7.783217963682470542e-02,4.725153052555048500e-02,1.563079864179436548e-02,4.258731700897194217e-01,3.606288307503845991e-01,2.134979991598958404e-01,1.506646998603002885e+00,4.928160687045259003e+00,6.276702440261897609e-01,9.570717973537476997e-01,1.325858999250964398e+00,1.693668686323885897e+00,2.007231872149127128e+00
8.849999999999999645e+00,1.951022950689883795e-01,4.130760967922308424e+01,3.290928278559103470e-02,-4.604550168769686730e-02,5.417406877506444202e-02,4.569956047156820828e-02,4.215575466433411078e-01,3.644299066694216549e-01,2.140125466872372650e-01,1.506221576336863599e+00,5.078585229187247307e+00,6.310336120253158265e-01,9.488036384982291294e-01,1.324798365309258319e+00,1.693434071243562489e+00,2.000044505277401186e+00
8.900000000000000355e+00,2.040680121730422680e-01,4.158482923422015176e+01,5.373486004978707264e-02,-1.151221806345644263e-02,5.902984930648157158e-02,6.631478026056190911e-02,4.192424433433326603e-01,3.667627448688771108e-01,2.139948117877901457e-01,1.503915496313757094e+00,5.001328475077246871e+00,6.366883815376714884e-01,9.508852208071707501e-01,1.324164381084792286e+00,1.688365908456866515e+00,1.999308510265189964e+00
8.950000000000001066e+00,1.957811089248972514e-01,4.180206336896455355e+01,5.193862660027066813e-02,1.736560454672799597e-02,5.236888855598477444e-02,5.579235183554270144e-02,4.187517360164504376e-01,3.676418916372544143e-01,2.136063723462950925e-01,1.500234842496210641e+00,4.690708594828243427e+00,6.407136992336092129e-01,9.551906948384976115e-01,1.322296118763726547e+00,1.691652339154815943e+00,1.999095173504644274e+00
9.000000000000000000e+00,1.871880918374698721e-01,4.192758358106939198e+01,2.854512110232061001e-02,3.638374069578871606e-02,4.830269581793095873e-02,2.994870792353125644e-02,4.176789435820182916e-01,3.682190067175409309e-01,2.141020497004410272e-01,1.492308035718800330e+00,3.939432318578269587e+00,6.403250707764157612e-01,9.588165776775867677e-01,1.323921015113430411e+00,1.689682662912682876e+00,2.002629763571523114e+00
9.050000000000000711e+00,1.669764577923058269e-01,4.175770129171031897e+01,2.707389114681040682e-02,-1.488868316378445106e-02,4.759001530832895899e-02,-4.368305091501345494e-02,4.146724767290446145e-01,3.697843828183516313e-01,2.155431404526034489e-01,1.488659589961013996e+00,3.907756063013974046e+00,6.406585836735060324e-01,9.542303448919169373e-01,1.316391538462090338e+00,1.687022972028679124e+00,2.003017212056475316e+00
9.099999999999999645e+00,1.509715198383438373e-01,4.162629045396212746e+01,5.474399513916363563e-02,1.052104691633244313e-02,4.736407465162243563e-02,-7.918550875159985347e-02,4.139066239301000816e-01,3.697859654559836340e-01,2.163074106139163677e-01,1.495934543057093169e+00,4.465931356334497337e+00,6.361072379321459636e-01,9.613544674017751035e-01,1.313547866545342391e+00,1.689889424689071884e+00,1.998321708137087427e+00
9.150000000000000355e+00,1.729626858972495018e-01,4.164466485633749215e+01,1.013043114718845256e-01,-5.898124641413905744e-02,4.226731315373589287e-02,-9.512850753386943581e-02,4.188337029292069635e-01,3.650888808452478207e-01,2.160774162255451047e-01,1.488193511257082990e+00,3.824375710081687085e+00,6.375466677750232236e-01,9.494486753370097176e-01,1.314431499988380381e+00,1.688032282051261657e+00,2.001418159515825579e+00
9.200000000000001066e+00,1.884952000613486223e-01,4.112730047988335969e+01,5.813258718322077134e-02,-1.143363994486665952e-02,7.254178669235089583e-02,-6.637502353388816112e-02,4.264352372310747930e-01,3.549531600665650766e-01,2.186116027023595476e-01,1.487251300087595984e+00,4.344024949038085559e+00,6.280158767045619372e-01,9.584269629966132298e-01,1.311707503611730719e+00,1.687726240700792468e+00,1.997715332671954780e+00
9.250000000000000000e+00,1.557327036393879316e-01,4.074315843952113880e+01,2.928128063784530069e-02,-2.322342676648435442e-03,6.861662343461723268e-02,-3.943983150697485951e-02,4.317792938397833624e-01,3.461106813440729124e-01,2.221100248161437529e-01,1.474481118493855991e+00,4.261503005202628813e+00,6.248732235099722088e-01,9.591178874358275985e-01,1.315901512002969564e+00,1.690015598084548820e+00,2.000903051437919800e+00
9.300000000000000711e+00,1.947947493427255872e-01,4.053442229381887074e+01,3.659274463137786315e-02,-1.187343392371281725e-02,7.458348549378149284e-02,6.266379260753472506e-03,4.318524393603598299e-01,3.418843681132738843e-01,2.262631925263664801e-01,1.464267617243180331e+00,4.199297320127051591e+00,6.233286784271964143e-01,9.576590048025316326e-01,1.312435260183055341e+00,1.692065192286546171e+00,1.994954277194210812e+00
9.349999999999999645e+00,1.613586591232179512e-01,4.049870919049557472e+01,5.961541337603699225e-02,-4.936775239138098403e-02,7.767106100673416835e-02,3.364332992698520347e-02,4.324366867567188688e-01,3.374851121971151335e-01,2.300782010461662475e-01,1.459755087121890060e+00,4.096405556698687889e+00,6.116598398386235980e-01,9.504680593384607912e-01,1.315583690503653091e+00,1.688885466416958803e+00,1.992408551040675491e+00
9.400000000000000355e+00,1.658724339180367990e-01,4.059273948952970557e+01,7.685733515271180039e-02,-2.723976656791581366e-02,7.882931157905577468e-02,4.305083525586742010e-02,4.313325490758067038e-01,3.348313726391018430e-01,2.338360782850917585e-01,1.455099756401093680e+00,4.071839046157305297e+00,6.131243756152326974e-01,9.502363162541141994e-01,1.315226340519461523e+00,1.689660632403997109e+00,1.988956561508009591e+00
9.450000000000001066e+00,1.702176197452816564e-01,4.081238434782132884e+01,7.013200236537034393e-02,1.202651425872714418e-02,7.376877661629591132e-02,4.107344905063781831e-02,4.298156618215945302e-01,3.324751422085481245e-01,2.377091959698572621e-01,1.449169050712962203e+00,3.915271552171059266e+00,6.139318749157982591e-01,9.456804213417914218e-01,1.311760368967642476e+00,1.698759402796384599e+00,1.991369008525041728e+00
9.500000000000000000e+00,1.732696776488848178e-01,4.106047906168382866e+01,6.534200932298250830e-02,3.573075499768516017e-02,7.051209210903272573e-02,3.323517641998789685e-02,4.284339637554824831e-01,3.300505618476795577e-01,2.415154743968374595e-01,1.443627619050552591e+00,3.523985856172080045e+00,6.096743656894887398e-01,9.448955505003209243e-01,1.316776669426154012e+00,1.704053815226278523e+00,1.995720653351937823e+00
9.550000000000000711e+00,1.741152349273221434e-01,4.129229858576131562e+01,6.344343092445331456e-02,3.574434616569918677e-02,6.953294811055545088e-02,1.925251425734647928e-02,4.273309395450145542e-01,3.275120082151375955e-01,2.451570522398483221e-01,1.438513927862751673e+00,3.159942077053859322e+00,6.144536670182432214e-01,9.454580166350096126e-01,1.313375389291293827e+00,1.706371580977831037e+00,1.997926388629380101e+00
9.599999999999999645e+00,1.742708473865740015e-01,4.148393008839399698e+01,6.191799047151607532e-02,2.582490709564438935e-02,7.500026842194555676e-02,1.018618753181032600e-02,4.268729730397142208e-01,3.246986711580832075e-01,2.484283558022021554e-01,1.433443031303027970e+00,3.258554106113253912e+00,6.202403390738069344e-01,9.413486162431885518e-01,1.313346420632773626e+00,1.705446905127570911e+00,1.997055407891849654e+00
9.650000000000000355e+00,1.801222104804737212e-01,4.162164657133987333e+01,6.152982970344344354e-02,1.178567304659645237e-02,8.264015471763602738e-02,1.680363062215153164e-02,4.276602564934650075e-01,3.211208004410043837e-01,2.512189430655304423e-01,1.427192878253308317e+00,3.065856292259294680e+00,6.247820089660680587e-01,9.390905593259080142e-01,1.317119972061405520e+00,1.704165759619209464e+00,1.998353750436713039e+00
9.700000000000001066e+00,1.926894271867734820e-01,4.169029477984395982e+01,5.807062860183095226e-02,-1.244833462791186500e-02,8.160055080229132451e-02,1.905876103603318036e-02,4.298144511940036328e-01,3.163421958857839389e-01,2.538433529202125949e-01,1.420752092889736584e+00,3.051710778992858586e+00,6.262806979653555706e-01,9.347912848268291608e-01,1.316893789376606616e+00,1.705144905047938142e+00,2.005640608403233660e+00
9.750000000000000000e+00,1.878976285841550131e-01,4.170331555145923375e+01,5.531901191697376902e-02,-4.607227158404153533e-02,6.883909041224403613e-02,7.477772717655597860e-03,4.325854134092937398e-01,3.108121644519434290e-01,2.566024221387626647e-01,1.417027926302626195e+00,3.425119363826687469e+00,6.296518416396513773e-01,9.359909804480932571e-01,1.321469878639603079e+00,1.709453502609914910e+00,2.005306673026514996e+00
9.800000000000000711e+00,1.599955616349381660e-01,4.175503246832329296e+01,4.863640148244050693e-02,-7.382703525183834103e-02,5.733850151469999795e-02,-7.835902283118152678e-03,4.340873165129489619e-01,3.059248178951427533e-01,2.599878655919084514e-01,1.415758396910116623e+00,3.932454619614997871e+00,6.287528543471792020e-01,9.393109931293598391e-01,1.314432033148926315e+00,1.705720927394946296e+00,2.005208570462455597e+00
9.849999999999999645e+00,1.333820790284251656e-01,4.188353139237013067e+01,4.028029441036596464e-02,-8.979527678967501314e-02,5.673005341423694586e-02,-2.028025193566262985e-02,4.334739517573523160e-01,3.027583609278629573e-01,2.637676873147848378e-01,1.413317050063509939e+00,4.285023867044551515e+00,6.311369360635483705e-01,9.331353701667739475e-01,1.316279331880239045e+00,1.702196671526219340e+00,2.009510353933523952e+00
9.900000000000000355e+00,1.189914728368820090e-01,4.201926265234441615e+01,3.739074527591207397e-02,-9.419474289794112221e-02,6.128496253015587591e-02,-3.253824251909247928e-02,4.317804731168811694e-01,3.011766817950711772e-01,2.670428450880479865e-01,1.409846926439118908e+00,4.408003758007251527e+00,6.326868578776174701e-01,9.312525607047701381e-01,1.313583271252128037e+00,1.698531982290144793e+00,2.012578082242347133e+00
9.950000000000001066e+00,1.161336987980816637e-01,4.215228813493840931e+01,4.199909221311724089e-02,-9.642638024772776095e-02,6.627345657774645626e-02,-4.709293649492474892e-02,4.298752012767386721e-01,3.002949776884922817e-01,2.698298210347693238e-01,1.406425431553719241e+00,4.431610844812938765e+00,6.358349840360669747e-01,9.314994632228906779e-01,1.316269361574607277e+00,1.702580654982833064e+00,2.014202287327596874e+00
1.000000000000000000e+01,1.239238019292312892e-01,4.230496737745806257e+01,4.879641497301491493e-02,-1.002725776666704011e-01,6.998873151570840501e-02,-6.662549849701142335e-02,4.281758119442339305e-01,2.994177803322648490e-01,2.724064077235012760e-01,1.402259609482602309e+00,4.404826973948253510e+00,6.376137993981257912e-01,9.356691667753522790e-01,1.312831148124372849e+00,1.705946458224209872e+00,2.019485227897755752e+00
1.005000000000000071e+01,1.490373894408374422e-01,4.248980334975508555e+01,5.386427492012976770e-02,-1.051792130047185525e-01,6.325890436390990690e-02,-7.346329391399049336e-02,4.265397457418630411e-01,2.981997989952386852e-01,2.752604552628983847e-01,1.396943018481717758e+00,4.385104079865628002e+00,6.385158920945624983e-01,9.361292866746101504e-01,1.319790274487239845e+00,1.707819598338329747e+00,2.020251380622000159e+00
