Re_parent,m,ell_grad_over_delta,tau_diff_ell_over_tau_nl,Re_sub_if_parent_amplitude,Re_target_next,required_vorticity_amplitude_boost,log_boost
4.466835921509635227e+03,4.000000000000000000e+00,2.238721138568337517e-04,2.238721138568337517e-04,2.238721138568337517e-04,1.786734368603854091e+04,7.981049259875532985e+07,1.819516553997642561e+01
5.011872336272725079e+03,1.000000000000000000e+00,1.995262314968878758e-04,1.995262314968878758e-04,1.995262314968878758e-04,5.011872336272725079e+03,2.511886431509582326e+07,1.703912968815593842e+01
5.011872336272725079e+03,2.000000000000000000e+00,1.995262314968878758e-04,1.995262314968878758e-04,1.995262314968878758e-04,1.002374467254545016e+04,5.023772863019164652e+07,1.773227686871588560e+01
5.011872336272725079e+03,4.000000000000000000e+00,1.995262314968878758e-04,1.995262314968878758e-04,1.995262314968878758e-04,2.004748934509090031e+04,1.004754572603832930e+08,1.842542404927582922e+01
5.623413251903491073e+03,1.000000000000000000e+00,1.778279410038922698e-04,1.778279410038922698e-04,1.778279410038922698e-04,5.623413251903491073e+03,3.162277660168379545e+07,1.726938819745534204e+01
5.623413251903491073e+03,2.000000000000000000e+00,1.778279410038922698e-04,1.778279410038922698e-04,1.778279410038922698e-04,1.124682650380698215e+04,6.324555320336759090e+07,1.796253537801528921e+01
5.623413251903491073e+03,4.000000000000000000e+00,1.778279410038922698e-04,1.778279410038922698e-04,1.778279410038922698e-04,2.249365300761396429e+04,1.264911064067351818e+08,1.865568255857523283e+01
6.309573444801936603e+03,1.000000000000000000e+00,1.584893192461112564e-04,1.584893192461112564e-04,1.584893192461112564e-04,6.309573444801936603e+03,3.981071705534977466e+07,1.749964670675474920e+01
6.309573444801936603e+03,2.000000000000000000e+00,1.584893192461112564e-04,1.584893192461112564e-04,1.584893192461112564e-04,1.261914688960387321e+04,7.962143411069954932e+07,1.819279388731469282e+01
6.309573444801936603e+03,4.000000000000000000e+00,1.584893192461112564e-04,1.584893192461112564e-04,1.584893192461112564e-04,2.523829377920774641e+04,1.592428682213990986e+08,1.888594106787464000e+01
7.079457843841380964e+03,1.000000000000000000e+00,1.412537544622753801e-04,1.412537544622753801e-04,1.412537544622753801e-04,7.079457843841380964e+03,5.011872336272726208e+07,1.772990521605415282e+01
7.079457843841380964e+03,2.000000000000000000e+00,1.412537544622753801e-04,1.412537544622753801e-04,1.412537544622753801e-04,1.415891568768276193e+04,1.002374467254545242e+08,1.842305239661409644e+01
7.079457843841380964e+03,4.000000000000000000e+00,1.412537544622753801e-04,1.412537544622753801e-04,1.412537544622753801e-04,2.831783137536552385e+04,2.004748934509090483e+08,1.911619957717404361e+01
7.943282347242821743e+03,1.000000000000000000e+00,1.258925411794166080e-04,1.258925411794166080e-04,1.258925411794166080e-04,7.943282347242821743e+03,6.309573444801943749e+07,1.796016372535355643e+01
7.943282347242821743e+03,2.000000000000000000e+00,1.258925411794166080e-04,1.258925411794166080e-04,1.258925411794166080e-04,1.588656469448564349e+04,1.261914688960388750e+08,1.865331090591350360e+01
7.943282347242821743e+03,4.000000000000000000e+00,1.258925411794166080e-04,1.258925411794166080e-04,1.258925411794166080e-04,3.177312938897128697e+04,2.523829377920777500e+08,1.934645808647344722e+01
8.912509381337458763e+03,1.000000000000000000e+00,1.122018454301963009e-04,1.122018454301963009e-04,1.122018454301963009e-04,8.912509381337458763e+03,7.943282347242821753e+07,1.819042223465296004e+01
8.912509381337458763e+03,2.000000000000000000e+00,1.122018454301963009e-04,1.122018454301963009e-04,1.122018454301963009e-04,1.782501876267491753e+04,1.588656469448564351e+08,1.888356941521290722e+01
8.912509381337458763e+03,4.000000000000000000e+00,1.122018454301963009e-04,1.122018454301963009e-04,1.122018454301963009e-04,3.565003752534983505e+04,3.177312938897128701e+08,1.957671659577285084e+01
1.000000000000000000e+04,1.000000000000000000e+00,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000000e+04,1.000000000000000000e+08,1.842068074395236721e+01
1.000000000000000000e+04,2.000000000000000000e+00,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,2.000000000000000000e+04,2.000000000000000000e+08,1.911382792451231083e+01
1.000000000000000000e+04,4.000000000000000000e+00,1.000000000000000048e-04,1.000000000000000048e-04,1.000000000000000048e-04,4.000000000000000000e+04,4.000000000000000000e+08,1.980697510507225445e+01
1.122018454301962993e+04,1.000000000000000000e+00,8.912509381337458780e-05,8.912509381337458780e-05,8.912509381337458780e-05,1.122018454301962993e+04,1.258925411794166267e+08,1.865093925325177082e+01
1.122018454301962993e+04,2.000000000000000000e+00,8.912509381337458780e-05,8.912509381337458780e-05,8.912509381337458780e-05,2.244036908603925986e+04,2.517850823588332534e+08,1.934408643381171444e+01
1.122018454301962993e+04,4.000000000000000000e+00,8.912509381337458780e-05,8.912509381337458780e-05,8.912509381337458780e-05,4.488073817207851971e+04,5.035701647176665068e+08,2.003723361437166162e+01
1.258925411794168758e+04,1.000000000000000000e+00,7.943282347242805821e-05,7.943282347242805821e-05,7.943282347242805821e-05,1.258925411794168758e+04,1.584893192461117208e+08,1.888119776255117799e+01
1.258925411794168758e+04,2.000000000000000000e+00,7.943282347242805821e-05,7.943282347242805821e-05,7.943282347242805821e-05,2.517850823588337516e+04,3.169786384922234416e+08,1.957434494311112161e+01
1.258925411794168758e+04,4.000000000000000000e+00,7.943282347242805821e-05,7.943282347242805821e-05,7.943282347242805821e-05,5.035701647176675033e+04,6.339572769844468832e+08,2.026749212367106878e+01
1.412537544622755377e+04,1.000000000000000000e+00,7.079457843841373125e-05,7.079457843841373125e-05,7.079457843841373125e-05,1.412537544622755377e+04,1.995262314968882799e+08,1.911145627185058160e+01
1.412537544622755377e+04,2.000000000000000000e+00,7.079457843841373125e-05,7.079457843841373125e-05,7.079457843841373125e-05,2.825075089245510753e+04,3.990524629937765598e+08,1.980460345241052522e+01
1.412537544622755377e+04,4.000000000000000000e+00,7.079457843841373125e-05,7.079457843841373125e-05,7.079457843841373125e-05,5.650150178491021506e+04,7.981049259875531197e+08,2.049775063297047240e+01
1.584893192461114086e+04,1.000000000000000000e+00,6.309573444801930655e-05,6.309573444801930655e-05,6.309573444801930655e-05,1.584893192461114086e+04,2.511886431509581804e+08,1.934171478114998521e+01
1.584893192461114086e+04,2.000000000000000000e+00,6.309573444801930655e-05,6.309573444801930655e-05,6.309573444801930655e-05,3.169786384922228171e+04,5.023772863019163609e+08,2.003486196170992883e+01
1.584893192461114086e+04,4.000000000000000000e+00,6.309573444801930655e-05,6.309573444801930655e-05,6.309573444801930655e-05,6.339572769844456343e+04,1.004754572603832722e+09,2.072800914226987601e+01
1.778279410038922651e+04,1.000000000000000000e+00,5.623413251903491378e-05,5.623413251903491378e-05,5.623413251903491378e-05,1.778279410038922651e+04,3.162277660168378949e+08,1.957197329044938883e+01
1.778279410038922651e+04,2.000000000000000000e+00,5.623413251903491378e-05,5.623413251903491378e-05,5.623413251903491378e-05,3.556558820077845303e+04,6.324555320336757898e+08,2.026512047100933245e+01
1.778279410038922651e+04,4.000000000000000000e+00,5.623413251903491378e-05,5.623413251903491378e-05,5.623413251903491378e-05,7.113117640155690606e+04,1.264911064067351580e+09,2.095826765156927962e+01
1.995262314968878854e+04,1.000000000000000000e+00,5.011872336272724462e-05,5.011872336272724462e-05,5.011872336272724462e-05,1.995262314968878854e+04,3.981071705534969568e+08,1.980223179974879244e+01
1.995262314968878854e+04,2.000000000000000000e+00,5.011872336272724462e-05,5.011872336272724462e-05,5.011872336272724462e-05,3.990524629937757709e+04,7.962143411069939137e+08,2.049537898030873606e+01
1.995262314968878854e+04,4.000000000000000000e+00,5.011872336272724462e-05,5.011872336272724462e-05,5.011872336272724462e-05,7.981049259875515418e+04,1.592428682213987827e+09,2.118852616086868323e+01
2.238721138568342212e+04,1.000000000000000000e+00,4.466835921509626012e-05,4.466835921509626012e-05,4.466835921509626012e-05,2.238721138568342212e+04,5.011872336272734404e+08,2.003249030904819961e+01
2.238721138568342212e+04,2.000000000000000000e+00,4.466835921509626012e-05,4.466835921509626012e-05,4.466835921509626012e-05,4.477442277136684424e+04,1.002374467254546881e+09,2.072563748960814678e+01
2.238721138568342212e+04,4.000000000000000000e+00,4.466835921509626012e-05,4.466835921509626012e-05,4.466835921509626012e-05,8.954884554273368849e+04,2.004748934509093761e+09,2.141878467016809040e+01
2.511886431509581962e+04,1.000000000000000000e+00,3.981071705534969458e-05,3.981071705534969458e-05,3.981071705534969458e-05,2.511886431509581962e+04,6.309573444801942110e+08,2.026274881834760322e+01
2.511886431509581962e+04,2.000000000000000000e+00,3.981071705534969458e-05,3.981071705534969458e-05,3.981071705534969458e-05,5.023772863019163924e+04,1.261914688960388422e+09,2.095589599890755039e+01
2.511886431509581962e+04,4.000000000000000000e+00,3.981071705534969458e-05,3.981071705534969458e-05,3.981071705534969458e-05,1.004754572603832785e+05,2.523829377920776844e+09,2.164904317946749401e+01
2.818382931264454965e+04,1.000000000000000000e+00,3.548133892335753357e-05,3.548133892335753357e-05,3.548133892335753357e-05,2.818382931264454965e+04,7.943282347242821455e+08,2.049300732764700683e+01
2.818382931264454965e+04,2.000000000000000000e+00,3.548133892335753357e-05,3.548133892335753357e-05,3.548133892335753357e-05,5.636765862528909929e+04,1.588656469448564291e+09,2.118615450820695401e+01
2.818382931264454965e+04,4.000000000000000000e+00,3.548133892335753357e-05,3.548133892335753357e-05,3.548133892335753357e-05,1.127353172505781986e+05,3.177312938897128582e+09,2.187930168876689763e+01
3.162277660168379225e+04,1.000000000000000000e+00,3.162277660168379530e-05,3.162277660168379530e-05,3.162277660168379530e-05,3.162277660168379225e+04,9.999999999999998808e+08,2.072326583694641045e+01
3.162277660168379225e+04,2.000000000000000000e+00,3.162277660168379530e-05,3.162277660168379530e-05,3.162277660168379530e-05,6.324555320336758450e+04,1.999999999999999762e+09,2.141641301750635762e+01
3.162277660168379225e+04,4.000000000000000000e+00,3.162277660168379530e-05,3.162277660168379530e-05,3.162277660168379530e-05,1.264911064067351690e+05,3.999999999999999523e+09,2.210956019806630124e+01
3.548133892335752898e+04,1.000000000000000000e+00,2.818382931264455212e-05,2.818382931264455212e-05,2.818382931264455212e-05,3.548133892335752898e+04,1.258925411794166088e+09,2.095352434624581406e+01
3.548133892335752898e+04,2.000000000000000000e+00,2.818382931264455212e-05,2.818382931264455212e-05,2.818382931264455212e-05,7.096267784671505797e+04,2.517850823588332176e+09,2.164667152680576123e+01
3.548133892335752898e+04,4.000000000000000000e+00,2.818382931264455212e-05,2.818382931264455212e-05,2.818382931264455212e-05,1.419253556934301159e+05,5.035701647176664352e+09,2.233981870736570485e+01
3.981071705534977082e+04,1.000000000000000000e+00,2.511886431509577106e-05,2.511886431509577106e-05,2.511886431509577106e-05,3.981071705534977082e+04,1.584893192461117268e+09,2.118378285554522122e+01
3.981071705534977082e+04,2.000000000000000000e+00,2.511886431509577106e-05,2.511886431509577106e-05,2.511886431509577106e-05,7.962143411069954163e+04,3.169786384922234535e+09,2.187693003610516840e+01
3.981071705534977082e+04,4.000000000000000000e+00,2.511886431509577106e-05,2.511886431509577106e-05,2.511886431509577106e-05,1.592428682213990833e+05,6.339572769844469070e+09,2.257007721666511202e+01
4.466835921509634500e+04,1.000000000000000000e+00,2.238721138568337924e-05,2.238721138568337924e-05,2.238721138568337924e-05,4.466835921509634500e+04,1.995262314968882561e+09,2.141404136484462484e+01
4.466835921509634500e+04,2.000000000000000000e+00,2.238721138568337924e-05,2.238721138568337924e-05,2.238721138568337924e-05,8.933671843019268999e+04,3.990524629937765121e+09,2.210718854540457201e+01
4.466835921509634500e+04,4.000000000000000000e+00,2.238721138568337924e-05,2.238721138568337924e-05,2.238721138568337924e-05,1.786734368603853800e+05,7.981049259875530243e+09,2.280033572596451563e+01
5.011872336272725079e+04,1.000000000000000000e+00,1.995262314968878622e-05,1.995262314968878622e-05,1.995262314968878622e-05,5.011872336272725079e+04,2.511886431509582520e+09,2.164429987414403200e+01
5.011872336272725079e+04,2.000000000000000000e+00,1.995262314968878622e-05,1.995262314968878622e-05,1.995262314968878622e-05,1.002374467254545016e+05,5.023772863019165039e+09,2.233744705470397562e+01
5.011872336272725079e+04,4.000000000000000000e+00,1.995262314968878622e-05,1.995262314968878622e-05,1.995262314968878622e-05,2.004748934509090031e+05,1.004754572603833008e+10,2.303059423526391924e+01
5.623413251903490891e+04,1.000000000000000000e+00,1.778279410038922901e-05,1.778279410038922901e-05,1.778279410038922901e-05,5.623413251903490891e+04,3.162277660168379307e+09,2.187455838344343562e+01
5.623413251903490891e+04,2.000000000000000000e+00,1.778279410038922901e-05,1.778279410038922901e-05,1.778279410038922901e-05,1.124682650380698178e+05,6.324555320336758614e+09,2.256770556400337924e+01
5.623413251903490891e+04,4.000000000000000000e+00,1.778279410038922901e-05,1.778279410038922901e-05,1.778279410038922901e-05,2.249365300761396356e+05,1.264911064067351723e+10,2.326085274456332286e+01
6.309573444801942969e+04,1.000000000000000000e+00,1.584893192461110734e-05,1.584893192461110734e-05,1.584893192461110734e-05,6.309573444801942969e+04,3.981071705534986019e+09,2.210481689274284278e+01
6.309573444801942969e+04,2.000000000000000000e+00,1.584893192461110734e-05,1.584893192461110734e-05,1.584893192461110734e-05,1.261914688960388594e+05,7.962143411069972038e+09,2.279796407330278640e+01
6.309573444801942969e+04,4.000000000000000000e+00,1.584893192461110734e-05,1.584893192461110734e-05,1.584893192461110734e-05,2.523829377920777188e+05,1.592428682213994408e+10,2.349111125386273358e+01
7.079457843841388240e+04,1.000000000000000000e+00,1.412537544622752446e-05,1.412537544622752446e-05,1.412537544622752446e-05,7.079457843841388240e+04,5.011872336272735596e+09,2.233507540204224640e+01
7.079457843841388240e+04,2.000000000000000000e+00,1.412537544622752446e-05,1.412537544622752446e-05,1.412537544622752446e-05,1.415891568768277648e+05,1.002374467254547119e+10,2.302822258260219002e+01
7.079457843841388240e+04,4.000000000000000000e+00,1.412537544622752446e-05,1.412537544622752446e-05,1.412537544622752446e-05,2.831783137536555296e+05,2.004748934509094238e+10,2.372136976316213719e+01
7.943282347242820833e+04,1.000000000000000000e+00,1.258925411794166284e-05,1.258925411794166284e-05,1.258925411794166284e-05,7.943282347242820833e+04,6.309573444801941872e+09,2.256533391134165001e+01
7.943282347242820833e+04,2.000000000000000000e+00,1.258925411794166284e-05,1.258925411794166284e-05,1.258925411794166284e-05,1.588656469448564167e+05,1.261914688960388374e+10,2.325848109190159363e+01
7.943282347242820833e+04,4.000000000000000000e+00,1.258925411794166284e-05,1.258925411794166284e-05,1.258925411794166284e-05,3.177312938897128333e+05,2.523829377920776749e+10,2.395162827246154080e+01
8.912509381337459490e+04,1.000000000000000000e+00,1.122018454301962840e-05,1.122018454301962840e-05,1.122018454301962840e-05,8.912509381337459490e+04,7.943282347242822647e+09,2.279559242064105362e+01
8.912509381337459490e+04,2.000000000000000000e+00,1.122018454301962840e-05,1.122018454301962840e-05,1.122018454301962840e-05,1.782501876267491898e+05,1.588656469448564529e+10,2.348873960120099724e+01
8.912509381337459490e+04,4.000000000000000000e+00,1.122018454301962840e-05,1.122018454301962840e-05,1.122018454301962840e-05,3.565003752534983796e+05,3.177312938897129059e+10,2.418188678176094442e+01
1.000000000000000000e+05,1.000000000000000000e+00,1.000000000000000082e-05,1.000000000000000082e-05,1.000000000000000082e-05,1.000000000000000000e+05,1.000000000000000000e+10,2.302585092994045723e+01
1.000000000000000000e+05,2.000000000000000000e+00,1.000000000000000082e-05,1.000000000000000082e-05,1.000000000000000082e-05,2.000000000000000000e+05,2.000000000000000000e+10,2.371899811050040086e+01
1.000000000000000000e+05,4.000000000000000000e+00,1.000000000000000082e-05,1.000000000000000082e-05,1.000000000000000082e-05,4.000000000000000000e+05,4.000000000000000000e+10,2.441214529106034803e+01
1.122018454301965248e+05,1.000000000000000000e+00,8.912509381337440823e-06,8.912509381337440823e-06,8.912509381337440823e-06,1.122018454301965248e+05,1.258925411794171333e+10,2.325610943923986440e+01
1.122018454301965248e+05,2.000000000000000000e+00,8.912509381337440823e-06,8.912509381337440823e-06,8.912509381337440823e-06,2.244036908603930497e+05,2.517850823588342667e+10,2.394925661979981157e+01
1.122018454301965248e+05,4.000000000000000000e+00,8.912509381337440823e-06,8.912509381337440823e-06,8.912509381337440823e-06,4.488073817207860993e+05,5.035701647176685333e+10,2.464240380035975519e+01
1.258925411794168758e+05,1.000000000000000000e+00,7.943282347242804805e-06,7.943282347242804805e-06,7.943282347242804805e-06,1.258925411794168758e+05,1.584893192461117554e+10,2.348636794853926801e+01
1.258925411794168758e+05,2.000000000000000000e+00,7.943282347242804805e-06,7.943282347242804805e-06,7.943282347242804805e-06,2.517850823588337516e+05,3.169786384922235107e+10,2.417951512909921519e+01
1.258925411794168758e+05,4.000000000000000000e+00,7.943282347242804805e-06,7.943282347242804805e-06,7.943282347242804805e-06,5.035701647176675033e+05,6.339572769844470215e+10,2.487266230965915881e+01
1.412537544622755377e+05,1.000000000000000000e+00,7.079457843841374141e-06,7.079457843841374141e-06,7.079457843841374141e-06,1.412537544622755377e+05,1.995262314968882370e+10,2.371662645783867163e+01
1.412537544622755377e+05,2.000000000000000000e+00,7.079457843841374141e-06,7.079457843841374141e-06,7.079457843841374141e-06,2.825075089245510753e+05,3.990524629937764740e+10,2.440977363839861880e+01
1.412537544622755377e+05,4.000000000000000000e+00,7.079457843841374141e-06,7.079457843841374141e-06,7.079457843841374141e-06,5.650150178491021506e+05,7.981049259875529480e+10,2.510292081895856242e+01
1.584893192461114086e+05,1.000000000000000000e+00,6.309573444801930485e-06,6.309573444801930485e-06,6.309573444801930485e-06,1.584893192461114086e+05,2.511886431509581757e+10,2.394688496713807524e+01
1.584893192461114086e+05,2.000000000000000000e+00,6.309573444801930485e-06,6.309573444801930485e-06,6.309573444801930485e-06,3.169786384922228171e+05,5.023772863019163513e+10,2.464003214769802241e+01
1.584893192461114086e+05,4.000000000000000000e+00,6.309573444801930485e-06,6.309573444801930485e-06,6.309573444801930485e-06,6.339572769844456343e+05,1.004754572603832703e+11,2.533317932825796603e+01
1.778279410038922797e+05,1.000000000000000000e+00,5.623413251903491208e-06,5.623413251903491208e-06,5.623413251903491208e-06,1.778279410038922797e+05,3.162277660168379211e+10,2.417714347643747885e+01
1.778279410038922797e+05,2.000000000000000000e+00,5.623413251903491208e-06,5.623413251903491208e-06,5.623413251903491208e-06,3.556558820077845594e+05,6.324555320336758423e+10,2.487029065699742603e+01
1.778279410038922797e+05,4.000000000000000000e+00,5.623413251903491208e-06,5.623413251903491208e-06,5.623413251903491208e-06,7.113117640155691188e+05,1.264911064067351685e+11,2.556343783755736965e+01
1.995262314968883002e+05,1.000000000000000000e+00,5.011872336272713959e-06,5.011872336272713959e-06,5.011872336272713959e-06,1.995262314968883002e+05,3.981071705534986115e+10,2.440740198573688602e+01
1.995262314968883002e+05,2.000000000000000000e+00,5.011872336272713959e-06,5.011872336272713959e-06,5.011872336272713959e-06,3.990524629937766003e+05,7.962143411069972229e+10,2.510054916629683319e+01
1.995262314968883002e+05,4.000000000000000000e+00,5.011872336272713959e-06,5.011872336272713959e-06,5.011872336272713959e-06,7.981049259875532007e+05,1.592428682213994446e+11,2.579369634685677681e+01
2.238721138568342431e+05,1.000000000000000000e+00,4.466835921509625335e-06,4.466835921509625335e-06,4.466835921509625335e-06,2.238721138568342431e+05,5.011872336272735596e+10,2.463766049503628963e+01
2.238721138568342431e+05,2.000000000000000000e+00,4.466835921509625335e-06,4.466835921509625335e-06,4.466835921509625335e-06,4.477442277136684861e+05,1.002374467254547119e+11,2.533080767559623681e+01
2.238721138568342431e+05,4.000000000000000000e+00,4.466835921509625335e-06,4.466835921509625335e-06,4.466835921509625335e-06,8.954884554273369722e+05,2.004748934509094238e+11,2.602395485615618043e+01
2.511886431509582035e+05,1.000000000000000000e+00,3.981071705534969119e-06,3.981071705534969119e-06,3.981071705534969119e-06,2.511886431509582035e+05,6.309573444801942444e+10,2.486791900433569324e+01
2.511886431509582035e+05,2.000000000000000000e+00,3.981071705534969119e-06,3.981071705534969119e-06,3.981071705534969119e-06,5.023772863019164070e+05,1.261914688960388489e+11,2.556106618489564042e+01
2.511886431509582035e+05,4.000000000000000000e+00,3.981071705534969119e-06,3.981071705534969119e-06,3.981071705534969119e-06,1.004754572603832814e+06,2.523829377920776978e+11,2.625421336545558404e+01
2.818382931264454965e+05,1.000000000000000000e+00,3.548133892335752933e-06,3.548133892335752933e-06,3.548133892335752933e-06,2.818382931264454965e+05,7.943282347242822266e+10,2.509817751363510041e+01
2.818382931264454965e+05,2.000000000000000000e+00,3.548133892335752933e-06,3.548133892335752933e-06,3.548133892335752933e-06,5.636765862528909929e+05,1.588656469448564453e+11,2.579132469419504403e+01
2.818382931264454965e+05,4.000000000000000000e+00,3.548133892335752933e-06,3.548133892335752933e-06,3.548133892335752933e-06,1.127353172505781986e+06,3.177312938897128906e+11,2.648447187475499121e+01
3.162277660168379080e+05,1.000000000000000000e+00,3.162277660168379615e-06,3.162277660168379615e-06,3.162277660168379615e-06,3.162277660168379080e+05,9.999999999999998474e+10,2.532843602293450402e+01
3.162277660168379080e+05,2.000000000000000000e+00,3.162277660168379615e-06,3.162277660168379615e-06,3.162277660168379615e-06,6.324555320336758159e+05,1.999999999999999695e+11,2.602158320349444764e+01
3.162277660168379080e+05,4.000000000000000000e+00,3.162277660168379615e-06,3.162277660168379615e-06,3.162277660168379615e-06,1.264911064067351632e+06,3.999999999999999390e+11,2.671473038405439127e+01
3.548133892335760174e+05,1.000000000000000000e+00,2.818382931264449199e-06,2.818382931264449199e-06,2.818382931264449199e-06,3.548133892335760174e+05,1.258925411794171295e+11,2.555869453223391119e+01
3.548133892335760174e+05,2.000000000000000000e+00,2.818382931264449199e-06,2.818382931264449199e-06,2.818382931264449199e-06,7.096267784671520349e+05,2.517850823588342590e+11,2.625184171279385481e+01
3.548133892335760174e+05,4.000000000000000000e+00,2.818382931264449199e-06,2.818382931264449199e-06,2.818382931264449199e-06,1.419253556934304070e+06,5.035701647176685181e+11,2.694498889335380198e+01
3.981071705534977373e+05,1.000000000000000000e+00,2.511886431509577191e-06,2.511886431509577191e-06,2.511886431509577191e-06,3.981071705534977373e+05,1.584893192461117249e+11,2.578895304153331480e+01
3.981071705534977373e+05,2.000000000000000000e+00,2.511886431509577191e-06,2.511886431509577191e-06,2.511886431509577191e-06,7.962143411069954745e+05,3.169786384922234497e+11,2.648210022209325842e+01
3.981071705534977373e+05,4.000000000000000000e+00,2.511886431509577191e-06,2.511886431509577191e-06,2.511886431509577191e-06,1.592428682213990949e+06,6.339572769844468994e+11,2.717524740265320560e+01
4.466835921509634936e+05,1.000000000000000000e+00,2.238721138568337585e-06,2.238721138568337585e-06,2.238721138568337585e-06,4.466835921509634936e+05,1.995262314968883057e+11,2.601921155083271842e+01
4.466835921509634936e+05,2.000000000000000000e+00,2.238721138568337585e-06,2.238721138568337585e-06,2.238721138568337585e-06,8.933671843019269872e+05,3.990524629937766113e+11,2.671235873139266204e+01
4.466835921509634936e+05,4.000000000000000000e+00,2.238721138568337585e-06,2.238721138568337585e-06,2.238721138568337585e-06,1.786734368603853974e+06,7.981049259875532227e+11,2.740550591195260921e+01
5.011872336272724788e+05,1.000000000000000000e+00,1.995262314968878707e-06,1.995262314968878707e-06,1.995262314968878707e-06,5.011872336272724788e+05,2.511886431509582214e+11,2.624947006013212203e+01
5.011872336272724788e+05,2.000000000000000000e+00,1.995262314968878707e-06,1.995262314968878707e-06,1.995262314968878707e-06,1.002374467254544958e+06,5.023772863019164429e+11,2.694261724069206565e+01
5.011872336272724788e+05,4.000000000000000000e+00,1.995262314968878707e-06,1.995262314968878707e-06,1.995262314968878707e-06,2.004748934509089915e+06,1.004754572603832886e+12,2.763576442125201282e+01
5.623413251903491328e+05,1.000000000000000000e+00,1.778279410038922689e-06,1.778279410038922689e-06,1.778279410038922689e-06,5.623413251903491328e+05,3.162277660168380127e+11,2.647972856943152564e+01
5.623413251903491328e+05,2.000000000000000000e+00,1.778279410038922689e-06,1.778279410038922689e-06,1.778279410038922689e-06,1.124682650380698266e+06,6.324555320336760254e+11,2.717287574999146926e+01
5.623413251903491328e+05,4.000000000000000000e+00,1.778279410038922689e-06,1.778279410038922689e-06,1.778279410038922689e-06,2.249365300761396531e+06,1.264911064067352051e+12,2.786602293055141644e+01
6.309573444801942678e+05,1.000000000000000000e+00,1.584893192461110904e-06,1.584893192461110904e-06,1.584893192461110904e-06,6.309573444801942678e+05,3.981071705534985352e+11,2.670998707873093281e+01
6.309573444801942678e+05,2.000000000000000000e+00,1.584893192461110904e-06,1.584893192461110904e-06,1.584893192461110904e-06,1.261914688960388536e+06,7.962143411069970703e+11,2.740313425929087998e+01
6.309573444801942678e+05,4.000000000000000000e+00,1.584893192461110904e-06,1.584893192461110904e-06,1.584893192461110904e-06,2.523829377920777071e+06,1.592428682213994141e+12,2.809628143985082360e+01
7.079457843841387657e+05,1.000000000000000000e+00,1.412537544622752658e-06,1.412537544622752658e-06,1.412537544622752658e-06,7.079457843841387657e+05,5.011872336272734985e+11,2.694024558803033642e+01
7.079457843841387657e+05,2.000000000000000000e+00,1.412537544622752658e-06,1.412537544622752658e-06,1.412537544622752658e-06,1.415891568768277531e+06,1.002374467254546997e+12,2.763339276859028359e+01
7.079457843841387657e+05,4.000000000000000000e+00,1.412537544622752658e-06,1.412537544622752658e-06,1.412537544622752658e-06,2.831783137536555063e+06,2.004748934509093994e+12,2.832653994915022722e+01
7.943282347242821706e+05,1.000000000000000000e+00,1.258925411794166114e-06,1.258925411794166114e-06,1.258925411794166114e-06,7.943282347242821706e+05,6.309573444801943359e+11,2.717050409732974003e+01
7.943282347242821706e+05,2.000000000000000000e+00,1.258925411794166114e-06,1.258925411794166114e-06,1.258925411794166114e-06,1.588656469448564341e+06,1.261914688960388672e+12,2.786365127788968721e+01
7.943282347242821706e+05,4.000000000000000000e+00,1.258925411794166114e-06,1.258925411794166114e-06,1.258925411794166114e-06,3.177312938897128683e+06,2.523829377920777344e+12,2.855679845844963083e+01
8.912509381337459199e+05,1.000000000000000000e+00,1.122018454301962840e-06,1.122018454301962840e-06,1.122018454301962840e-06,8.912509381337459199e+05,7.943282347242822266e+11,2.740076260662914365e+01
8.912509381337459199e+05,2.000000000000000000e+00,1.122018454301962840e-06,1.122018454301962840e-06,1.122018454301962840e-06,1.782501876267491840e+06,1.588656469448564453e+12,2.809390978718909082e+01
8.912509381337459199e+05,4.000000000000000000e+00,1.122018454301962840e-06,1.122018454301962840e-06,1.122018454301962840e-06,3.565003752534983680e+06,3.177312938897128906e+12,2.878705696774903444e+01
1.000000000000000000e+06,1.000000000000000000e+00,9.999999999999999547e-07,9.999999999999999547e-07,9.999999999999999547e-07,1.000000000000000000e+06,1.000000000000000000e+12,2.763102111592854726e+01
1.000000000000000000e+06,2.000000000000000000e+00,9.999999999999999547e-07,9.999999999999999547e-07,9.999999999999999547e-07,2.000000000000000000e+06,2.000000000000000000e+12,2.832416829648849443e+01
1.000000000000000000e+06,4.000000000000000000e+00,9.999999999999999547e-07,9.999999999999999547e-07,9.999999999999999547e-07,4.000000000000000000e+06,4.000000000000000000e+12,2.901731547704843805e+01
